PeakID (cmd=annotatePeaks.pl /dev/fd/63 hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	FDR	logFC
20	chr1	6231702	6231900	+	0	NA	intron (NM_015557, intron 1 of 41)	intron (NM_015557, intron 1 of 41)	8580	NM_015557	26038	Hs.522898	NM_015557	ENSG00000116254	CHD5	CHD-5	chromodomain helicase DNA binding protein 5	protein-coding	0.00727832388697783	-1.00775263823453
21	chr1	6243652	6243850	+	0	NA	Intergenic	Intergenic	-3370	NM_015557	26038	Hs.522898	NM_015557	ENSG00000116254	CHD5	CHD-5	chromodomain helicase DNA binding protein 5	protein-coding	0.00636609514505019	-0.983681029970981
22	chr1	7268052	7268200	+	0	NA	intron (NM_001349609, intron 4 of 22)	intron (NM_001349609, intron 4 of 22)	181688	NR_146200	102725193	Hs.666120	NR_146199	ENSG00000237728	LOC102725193	-	uncharacterized LOC102725193	ncRNA	5.18922812514712e-05	-1.48290609451954
23	chr1	8070152	8070350	+	0	NA	Intergenic	Intergenic	16118	NM_018948	54206	Hs.605445	NM_018948	ENSG00000116285	ERRFI1	GENE-33|MIG-6|MIG6|RALT	ERBB receptor feedback inhibitor 1	protein-coding	0.00384633217622365	-1.04584534516009
24	chr1	12112052	12112550	+	0	NA	Intergenic	Intergenic	-11059	NM_001243	943	Hs.1314	NM_001243	ENSG00000120949	TNFRSF8	CD30|D1S166E|Ki-1	TNF receptor superfamily member 8	protein-coding	0.0015040420585641	-0.707313205309401
25	chr1	12221902	12222250	+	0	NA	Intergenic	Intergenic	-4924	NR_107000	102465836		NR_107000	ENSG00000283789	MIR7846	hsa-mir-7846	microRNA 7846	ncRNA	2.66096702404859e-05	-1.12975574641987
26	chr1	12661352	12661550	+	0	NA	intron (NM_004753, intron 1 of 5)	MLT1K|LTR|ERVL-MaLR	-4825	NM_001324370	9249	Hs.289347	NM_004753	ENSG00000162496	DHRS3	DD83.1|RDH17|Rsdr1|SDR1|SDR16C1|retSDR1	dehydrogenase/reductase 3	protein-coding	0.00257598996431357	-1.10316664626965
27	chr1	12677952	12680350	+	0	NA	promoter-TSS (NM_004753)	promoter-TSS (NM_004753)	-935	NM_004753	9249	Hs.289347	NM_004753	ENSG00000162496	DHRS3	DD83.1|RDH17|Rsdr1|SDR1|SDR16C1|retSDR1	dehydrogenase/reductase 3	protein-coding	0.00263085233868362	-0.815418652836035
28	chr1	13992202	13992500	+	0	NA	Intergenic	Intergenic	-34332	NM_001135610	7799	Hs.371823	NM_012231	ENSG00000116731	PRDM2	HUMHOXY1|KMT8|KMT8A|MTB-ZF|RIZ|RIZ1|RIZ2	PR/SET domain 2	protein-coding	0.00535339175793925	-0.956328916807773
29	chr1	14026402	14027250	+	0	NA	intron (NM_001135610, intron 1 of 7)	CpG	143	NM_001135610	7799	Hs.371823	NM_012231	ENSG00000116731	PRDM2	HUMHOXY1|KMT8|KMT8A|MTB-ZF|RIZ|RIZ1|RIZ2	PR/SET domain 2	protein-coding	0.000214892458608526	-1.11232142798643
30	chr1	14133752	14134000	+	0	NA	intron (NM_012231, intron 8 of 9)	L2a|LINE|L2	57966	NM_001007257	7799	Hs.371823	NM_012231	ENSG00000116731	PRDM2	HUMHOXY1|KMT8|KMT8A|MTB-ZF|RIZ|RIZ1|RIZ2	PR/SET domain 2	protein-coding	0.00148763906373194	-1.10555815370801
31	chr1	14137802	14138000	+	0	NA	intron (NM_012231, intron 8 of 9)	intron (NM_012231, intron 8 of 9)	61991	NM_001007257	7799	Hs.371823	NM_012231	ENSG00000116731	PRDM2	HUMHOXY1|KMT8|KMT8A|MTB-ZF|RIZ|RIZ1|RIZ2	PR/SET domain 2	protein-coding	9.72589906724806e-08	-2.21919570117135
32	chr1	14286952	14287200	+	0	NA	Intergenic	Intergenic	211166	NM_001007257	7799	Hs.371823	NM_012231	ENSG00000116731	PRDM2	HUMHOXY1|KMT8|KMT8A|MTB-ZF|RIZ|RIZ1|RIZ2	PR/SET domain 2	protein-coding	0.00347457423651061	-1.09292282503859
33	chr1	15364702	15364950	+	0	NA	intron (NM_001370231, intron 4 of 8)	intron (NM_001370231, intron 4 of 8)	92411	NM_001017999	23254	Hs.368823	NM_015209	ENSG00000189337	KAZN	KAZ	kazrin, periplakin interacting protein	protein-coding	2.66096702404859e-05	-1.38284391328995
34	chr1	15426952	15427200	+	0	NA	intron (NM_201628, intron 10 of 14)	intron (NM_201628, intron 10 of 14)	51884	NR_027136	200197	Hs.531424	NM_182534	ENSG00000175147	TMEM51-AS1	C1orf126	TMEM51 antisense RNA 1	ncRNA	0.00319005198749926	-1.52038919716722
35	chr1	15455052	15455350	+	0	NA	intron (NR_027136, intron 1 of 4)	intron (NR_027136, intron 1 of 4)	23759	NR_027136	200197	Hs.531424	NM_182534	ENSG00000175147	TMEM51-AS1	C1orf126	TMEM51 antisense RNA 1	ncRNA	0.00150999228947216	-0.852439622507847
36	chr1	15478852	15480900	+	0	NA	promoter-TSS (NR_027136)	promoter-TSS (NR_027136)	-367	NM_018022	55092	Hs.465305	NM_018022	ENSG00000171729	TMEM51	C1orf72	transmembrane protein 51	protein-coding	0.000944108229902633	-0.83962025852439
37	chr1	16947552	16947800	+	0	NA	intron (NR_026752, intron 5 of 6)	intron (NR_026752, intron 5 of 6)	-7576	NM_017940	55672	Hs.467587	NM_017940	ENSG00000219481	NBPF1	AB13|AB14|AB23|AD2|NBG|NBPF	NBPF member 1	protein-coding	0.00112057522887233	-1.07047127462447
38	chr1	16951452	16951750	+	0	NA	intron (NR_026752, intron 5 of 6)	intron (NR_026752, intron 5 of 6)	5800	NR_026752	84809	Hs.631865	NR_026752	ENSG00000215908	CROCCP2	CROCCL1	CROCC pseudogene 2	pseudo	1.39598735022691e-05	-0.807453733891929
39	chr1	25010202	25010450	+	0	NA	Intergenic	LTR23|LTR|ERV1	40256	NM_001366598	10250	Hs.18192	NM_005839	ENSG00000133226	SRRM1	160-KD|POP101|SRM160	serine and arginine repetitive matrix 1	protein-coding	0.00187525151126895	-1.12073112241971
40	chr1	29211552	29211850	+	0	NA	Intergenic	Intergenic	-1902	NM_001166005	2035	Hs.175437	NM_004437	ENSG00000159023	EPB41	4.1R|EL1|HE	erythrocyte membrane protein band 4.1	protein-coding	0.00214216985542389	-0.840764902343207
41	chr1	29524102	29524350	+	0	NA	intron (NM_001349715, intron 8 of 10)	intron (NM_001349715, intron 8 of 10)	-15814	NM_005626	6429	Hs.469970	NM_005626	ENSG00000116350	SRSF4	SFRS4|SRP75	serine and arginine rich splicing factor 4	protein-coding	0.00939787495479074	-1.17798424037107
42	chr1	29529352	29529700	+	0	NA	intron (NR_146214, intron 5 of 10)	intron (NR_146214, intron 5 of 10)	-21114	NM_005626	6429	Hs.469970	NM_005626	ENSG00000116350	SRSF4	SFRS4|SRP75	serine and arginine rich splicing factor 4	protein-coding	0.00156171736915059	-0.798678424150449
43	chr1	29557202	29557850	+	0	NA	promoter-TSS (NM_001349716)	promoter-TSS (NM_001349716)	-80	NR_146212	51102	Hs.183646	NM_016011	ENSG00000116353	MECR	CGI-63|DYTOABG|ETR1|FASN2B|NRBF1	mitochondrial trans-2-enoyl-CoA reductase	protein-coding	0.00136514531366417	-0.679218272347434
44	chr1	29572402	29572600	+	0	NA	intron (NM_133177, intron 1 of 30)	intron (NM_133177, intron 1 of 30)	9467	NM_001195001	10076	Hs.19718	NM_005704	ENSG00000060656	PTPRU	FMI|PCP-2|PTP|PTP-J|PTP-PI|PTP-RO|PTPPSI|PTPRO|PTPU2|R-PTP-PSI|R-PTP-U|hPTP-J	protein tyrosine phosphatase receptor type U	protein-coding	0.00399219999805824	-1.03403481412941
45	chr1	30852902	30853450	+	0	NA	Intergenic	LTR41|LTR|ERVL	-338443	NR_034182	100129196	Hs.659751	NR_034182	ENSG00000186056	MATN1-AS1	-	MATN1 antisense RNA 1	ncRNA	0.00721168615207483	-1.17391855337388
46	chr1	31190702	31192550	+	0	NA	promoter-TSS (NR_034182)	promoter-TSS (NR_034182)	7	NR_034182	100129196	Hs.659751	NR_034182	ENSG00000186056	MATN1-AS1	-	MATN1 antisense RNA 1	ncRNA	1.75814690824534e-05	-0.761209340692128
47	chr1	31255252	31256050	+	0	NA	Intergenic	MIR3|SINE|MIR	-25030	NM_006762	7805	Hs.371021	NM_006762	ENSG00000162511	LAPTM5	CLAST6	lysosomal protein transmembrane 5	protein-coding	0.0012913426465049	-0.923743859793418
48	chr1	31643752	31643900	+	0	NA	Intergenic	Intergenic	68908	NM_024522	79570	Hs.470259	NM_024522	ENSG00000084628	NKAIN1	FAM77C	sodium/potassium transporting ATPase interacting 1	protein-coding	0.0065167396761274	-1.19342025803313
49	chr1	33472852	33473150	+	0	NA	TTS (NR_134976)	TTS (NR_134976)	29483	NM_001319139	204	Hs.470907	NM_001625	ENSG00000004455	AK2	ADK2	adenylate kinase 2	protein-coding	0.000533359558144056	-0.908090196679019
50	chr1	33592552	33593200	+	0	NA	Intergenic	Intergenic	45097	NM_001301826	113451	Hs.101807	NM_052998	ENSG00000142920	AZIN2	ADC|AZI2|AZIB1|ODC-p|ODC1L|ODCp	antizyme inhibitor 2	protein-coding	1.15468975476241e-07	-1.06971868877426
51	chr1	33684352	33684600	+	0	NA	Intergenic	Intergenic	-36832	NM_018207	55223	Hs.656006	NM_018207	ENSG00000116525	TRIM62	DEAR1	tripartite motif containing 62	protein-coding	1.11227662006166e-05	-1.44129896160872
52	chr1	33721002	33722750	+	0	NA	promoter-TSS (NM_152493)	promoter-TSS (NM_152493)	-217	NM_152493	149076	Hs.743358	NM_152493	ENSG00000160094	ZNF362	RN|lin-29	zinc finger protein 362	protein-coding	0.000689855871976941	-0.880817371138877
53	chr1	33764252	33764600	+	0	NA	intron (NM_001370212, intron 7 of 7)	intron (NM_001370212, intron 7 of 7)	22273	NM_001080438	127550		NM_001080438	ENSG00000184389	A3GALT2	A3GALT2P|IGB3S|IGBS3S	alpha 1,3-galactosyltransferase 2	protein-coding	1.80073972046062e-05	-1.19861846504806
54	chr1	33833402	33833850	+	0	NA	intron (NM_001330488, intron 4 of 12)	intron (NM_001330488, intron 4 of 12)	7568	NM_001330488	1912	Hs.524271	NM_004427	ENSG00000134686	PHC2	EDR2|HPH2|PH2	polyhomeotic homolog 2	protein-coding	0.000995712369353611	-0.998989969008339
55	chr1	33896002	33897100	+	0	NA	Intergenic	CpG	-41695	NM_145238	7579	Hs.442705	NM_145238	ENSG00000121903	ZSCAN20	KOX29|ZFP-31|ZNF31|ZNF360	zinc finger and SCAN domain containing 20	protein-coding	0.00644924452427348	-0.512154833559082
56	chr1	33921502	33921750	+	0	NA	Intergenic	Intergenic	-16620	NM_145238	7579	Hs.442705	NM_145238	ENSG00000121903	ZSCAN20	KOX29|ZFP-31|ZNF31|ZNF360	zinc finger and SCAN domain containing 20	protein-coding	0.0004398845854259	-1.38420007989209
57	chr1	33936102	33936600	+	0	NA	Intergenic	Intergenic	-1895	NM_145238	7579	Hs.442705	NM_145238	ENSG00000121903	ZSCAN20	KOX29|ZFP-31|ZNF31|ZNF360	zinc finger and SCAN domain containing 20	protein-coding	1.16462527595958e-06	-1.17408654563701
58	chr1	33937752	33938500	+	0	NA	promoter-TSS (NM_145238)	promoter-TSS (NM_145238)	-120	NM_145238	7579	Hs.442705	NM_145238	ENSG00000121903	ZSCAN20	KOX29|ZFP-31|ZNF31|ZNF360	zinc finger and SCAN domain containing 20	protein-coding	1.6212949362e-09	-0.919281756451016
59	chr1	34098702	34099150	+	0	NA	intron (NM_001281956, intron 32 of 70)	CpG	160680	NM_145238	7579	Hs.442705	NM_145238	ENSG00000121903	ZSCAN20	KOX29|ZFP-31|ZNF31|ZNF360	zinc finger and SCAN domain containing 20	protein-coding	5.79545284287865e-07	-1.27379070308588
60	chr1	35147152	35147400	+	0	NA	Intergenic	Intergenic	-11981	NR_030278	693137		NR_030278	ENSG00000207941	MIR552	MIRN552|hsa-mir-552	microRNA 552	ncRNA	0.000533359558144056	-1.18003690884805
61	chr1	35208252	35208650	+	0	NA	Intergenic	Intergenic	-12197	NM_005268	2709	Hs.198249	NM_005268	ENSG00000189280	GJB5	CX31.1	gap junction protein beta 5	protein-coding	0.00016907234596054	-0.853648482882985
62	chr1	35220302	35221200	+	0	NA	5' UTR (NM_005268, exon 1 of 2)	5' UTR (NM_005268, exon 1 of 2)	103	NM_005268	2709	Hs.198249	NM_005268	ENSG00000189280	GJB5	CX31.1	gap junction protein beta 5	protein-coding	2.82537153881053e-05	-1.33114908850125
63	chr1	35246652	35248050	+	0	NA	promoter-TSS (NM_001005752)	promoter-TSS (NM_001005752)	-518	NM_001005752	2707	Hs.522561	NM_024009	ENSG00000188910	GJB3	CX31|DFNA2|DFNA2B|EKV|EKVP1	gap junction protein beta 3	protein-coding	0.00429740269281875	-0.902590113229763
64	chr1	35253752	35254000	+	0	NA	Intergenic	Intergenic	-4724	NM_002060	2701	Hs.296310	NM_002060	ENSG00000187513	GJA4	CX37	gap junction protein alpha 4	protein-coding	9.892479448688e-06	-1.91317950886046
65	chr1	35318252	35318800	+	0	NA	3' UTR (NM_001164824, exon 3 of 3)	3' UTR (NM_001164824, exon 3 of 3)	6120	NM_001164824	113444	Hs.27160	NM_138428	ENSG00000163866	SMIM12	C1orf212	small integral membrane protein 12	protein-coding	1.88787642519414e-05	-0.837616757706915
66	chr1	35916702	35916950	+	0	NA	intron (NM_024874, intron 13 of 20)	intron (NM_024874, intron 13 of 20)	-85148	NR_046659	100861513	Hs.585397	NR_046659	ENSG00000227409	ZMYM4-AS1	-	ZMYM4 antisense RNA 1	ncRNA	0.00529910048497037	-1.08005978717603
67	chr1	36771702	36772900	+	0	NA	promoter-TSS (NM_024676)	promoter-TSS (NM_024676)	332	NM_001162530	79729	Hs.524496	NM_024676	ENSG00000214193	SH3D21	C1orf113	SH3 domain containing 21	protein-coding	0.00499101585306501	-0.781042103292783
68	chr1	36982052	36982250	+	0	NA	Intergenic	Intergenic	-33236	NM_156039	1441	Hs.524517	NM_000760	ENSG00000119535	CSF3R	CD114|GCSFR|SCN7	colony stimulating factor 3 receptor	protein-coding	0.00882466096160848	-1.05036639109331
69	chr1	37900002	37900200	+	0	NA	Intergenic	Intergenic	39943	NR_038842	728431	Hs.380738	NR_038842	ENSG00000233621	LINC01137	-	long intergenic non-protein coding RNA 1137	ncRNA	6.04699567469097e-05	-1.27864298913207
70	chr1	37937302	37937600	+	0	NA	intron (NR_038842, intron 1 of 2)	intron (NR_038842, intron 1 of 2)	2593	NR_038842	728431	Hs.380738	NR_038842	ENSG00000233621	LINC01137	-	long intergenic non-protein coding RNA 1137	ncRNA	0.00182623901185021	-0.896976778517005
71	chr1	38604252	38604500	+	0	NA	Intergenic	Intergenic	49473	NR_037432	100500801		NR_037432	ENSG00000265596	MIR3659	mir-3659	microRNA 3659	ncRNA	0.00359788624327462	-1.31629976988413
72	chr1	39301002	39301200	+	0	NA	Intergenic	Intergenic	24343	NM_022157	64121	Hs.532461	NM_022157	ENSG00000116954	RRAGC	GTR2|RAGC|TIB929	Ras related GTP binding C	protein-coding	0.0077615762611226	-1.12535921933485
73	chr1	39558152	39558250	+	0	NA	intron (NM_012090, intron 1 of 92)	MER91C|DNA|hAT-Tip100	8362	NM_012090	23499	Hs.472475	NM_012090	ENSG00000127603	MACF1	ABP620|ACF7|LIS9|MACF|OFC4	microtubule actin crosslinking factor 1	protein-coding	0.00356616928992482	-1.36386104160263
74	chr1	41884552	41884850	+	0	NA	Intergenic	MIR3|SINE|MIR	-43360	NR_135817	101929901		NR_135817	ENSG00000229901	LOC101929901	-	uncharacterized LOC101929901	ncRNA	0.00402595536478559	-1.03315889512784
75	chr1	47133402	47134650	+	0	NA	promoter-TSS (NM_001042546)	promoter-TSS (NM_001042546)	73	NM_001042546	64756	Hs.100874	NM_022745	ENSG00000123472	ATPAF1	ATP11|ATP11p	ATP synthase mitochondrial F1 complex assembly factor 1	protein-coding	0.00233604238332435	-0.747143688350263
76	chr1	47190802	47191250	+	0	NA	Intergenic	Intergenic	-6240	NM_014774	9813	Hs.707688	NM_014774	ENSG00000159658	EFCAB14	KIAA0494	EF-hand calcium binding domain 14	protein-coding	0.00944792213698251	-0.713568744501556
77	chr1	47890152	47890450	+	0	NA	intron (NR_126355, intron 1 of 4)	intron (NR_126355, intron 1 of 4)	8344	NM_012186	2301	Hs.112968	NM_012186	ENSG00000186790	FOXE3	AAT11|ASGD2|CTRCT34|FKHL12|FREAC8	forkhead box E3	protein-coding	0.00273369000915359	-0.995653545788819
78	chr1	48191802	48192300	+	0	NA	Intergenic	Intergenic	271006	NM_001194986	388630	Hs.61504	NM_001194986	ENSG00000269113	TRABD2B	TIKI2	TraB domain containing 2B	protein-coding	0.00118134624395215	-1.35935197402406
79	chr1	55743052	55743550	+	0	NA	Intergenic	Intergenic	51987	NR_039618	100616272		NR_039618	ENSG00000265822	MIR4422	mir-4422	microRNA 4422	ncRNA	0.00628478706886186	-0.817281421968508
80	chr1	55803852	55804050	+	0	NA	Intergenic	LTR41|LTR|ERVL	112637	NR_039618	100616272		NR_039618	ENSG00000265822	MIR4422	mir-4422	microRNA 4422	ncRNA	8.50513779497577e-06	-1.82520439193916
81	chr1	55886652	55887250	+	0	NA	Intergenic	MER39B|LTR|ERV1	195637	NR_039618	100616272		NR_039618	ENSG00000265822	MIR4422	mir-4422	microRNA 4422	ncRNA	0.00141915404703976	-1.36192419480449
82	chr1	55894552	55895450	+	0	NA	Intergenic	Intergenic	203687	NR_039618	100616272		NR_039618	ENSG00000265822	MIR4422	mir-4422	microRNA 4422	ncRNA	1.10446330220077e-09	-1.33060648634978
83	chr1	56167802	56168050	+	0	NA	Intergenic	Intergenic	242710	NR_147162	105378739	Hs.98895	NR_147162	ENSG00000230250	LINC01753	-	long intergenic non-protein coding RNA 1753	ncRNA	0.000592530928493624	-1.39190431065219
84	chr1	59340202	59341100	+	0	NA	intron (NR_108106, intron 1 of 1)	intron (NR_108106, intron 1 of 1)	89828	NR_034015	100131060	Hs.680604	NR_034014	ENSG00000234807	LINC01135	-	long intergenic non-protein coding RNA 1135	ncRNA	0.00389209794932569	-0.697673030839809
85	chr1	62054252	62054800	+	0	NA	Intergenic	Intergenic	-65388	NR_073400	414927	Hs.123471	NR_073400		MGC34796	-	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) pseudogene	pseudo	0.0076811676226048	-0.784144446232701
86	chr1	62596802	62597250	+	0	NA	intron (NM_176877, intron 41 of 42)	intron (NM_176877, intron 41 of 42)	-52498	NR_036059	100422946		NR_036059	ENSG00000283690	MIR3116-2	-	microRNA 3116-2	ncRNA	0.00933721878416213	-0.722156434495469
87	chr1	62784602	62785150	+	0	NA	5' UTR (NM_001320269, exon 1 of 9)	5' UTR (NM_001320269, exon 1 of 9)	229	NM_001320269	163782	Hs.283398	NM_181712	ENSG00000132854	KANK4	ANKRD38|dJ1078M7.1	KN motif and ankyrin repeat domains 4	protein-coding	0.00423803767855707	-1.08786024260044
88	chr1	62787202	62787450	+	0	NA	Intergenic	Intergenic	-2221	NM_181712	163782	Hs.283398	NM_181712	ENSG00000132854	KANK4	ANKRD38|dJ1078M7.1	KN motif and ankyrin repeat domains 4	protein-coding	0.00515958473596816	-0.837222122934694
89	chr1	62996252	62996550	+	0	NA	intron (NM_001272001, intron 28 of 47)	intron (NM_001272001, intron 28 of 47)	-66790	NM_014495	27329	Hs.209153	NM_014495	ENSG00000132855	ANGPTL3	ANG-5|ANGPT5|ANL3|FHBL2	angiopoietin like 3	protein-coding	9.58853673734691e-05	-1.18506026457336
90	chr1	63614802	63615050	+	0	NA	Intergenic	MER117|DNA|hAT-Charlie	-136784	NR_146606	105378769	Hs.435002	NR_146605	ENSG00000229537	LINC01739	-	long intergenic non-protein coding RNA 1739	ncRNA	0.000125811495231625	-1.29311852577683
91	chr1	63782452	63783600	+	0	NA	promoter-TSS (NR_038252)	promoter-TSS (NR_038252)	-98	NR_038252	199899	Hs.116210	NR_038252	ENSG00000224209	LINC00466	-	long intergenic non-protein coding RNA 466	ncRNA	0.000332860784535888	-0.670184352346523
92	chr1	63907202	63907650	+	0	NA	intron (NM_001347145, intron 7 of 7)	intron (NM_001347145, intron 7 of 7)	74128	NM_013339	29929	Hs.258501	NM_013339	ENSG00000088035	ALG6	CDG1C	ALG6 alpha-1,3-glucosyltransferase	protein-coding	0.00123205780844872	-0.887520352328189
93	chr1	64717802	64717950	+	0	NA	intron (NR_158769, intron 7 of 8)	L1PA11|LINE|L1	48570	NM_001366232	148581	Hs.388746	NM_152489	ENSG00000177414	UBE2U	-	ubiquitin conjugating enzyme E2 U	protein-coding	0.000189674097248307	-1.78252803808617
94	chr1	64808802	64810300	+	0	NA	Intergenic	Intergenic	-126261	NM_020925	57685	Hs.443891	NM_020925	ENSG00000158966	CACHD1	-	cache domain containing 1	protein-coding	0.00229963005736459	-0.671769409043881
95	chr1	68961252	68963650	+	0	NA	promoter-TSS (NR_110671)	promoter-TSS (NR_110671)	92	NR_110671	101927220	Hs.382856	NR_110671	ENSG00000234264	DEPDC1-AS1	-	DEPDC1 antisense RNA 1	ncRNA	0.00135170221582053	-0.53277641247805
96	chr1	71545552	71547350	+	0	NA	promoter-TSS (NR_046217)	promoter-TSS (NR_046217)	267	NM_203350	9406	Hs.194718	NM_005455	ENSG00000132485	ZRANB2	ZIS|ZIS1|ZIS2|ZNF265	zinc finger RANBP2-type containing 2	protein-coding	0.00660610403556089	-0.463786291057453
