PeakID (cmd=annotatePeaks.pl /dev/fd/63 hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	FDR	logFC
19	chr1	183602752	183603200	+	0	NA	intron (NM_001270439, intron 1 of 3)	intron (NM_001270439, intron 1 of 3)	1942	NM_001270439	10092	Hs.518609	NM_005717	ENSG00000162704	ARPC5	ARC16|dJ127C7.3|p16-Arc	actin related protein 2/3 complex subunit 5	protein-coding	0.000733911575400332	1.23511186752784
20	chr1	185614652	185614750	+	0	NA	Intergenic	LTR48B|LTR|ERV1	-17081	NR_110793	101929093	Hs.535227	NR_110793	ENSG00000228309	LINC01350	GS1-204I12.1	long intergenic non-protein coding RNA 1350	ncRNA	0.000258218584425623	1.67709476535402
21	chr1	185615452	185615750	+	0	NA	Intergenic	Intergenic	-17981	NR_110793	101929093	Hs.535227	NR_110793	ENSG00000228309	LINC01350	GS1-204I12.1	long intergenic non-protein coding RNA 1350	ncRNA	0.000258218584425623	1.40909003601881
22	chr1	196117602	196117800	+	0	NA	Intergenic	Intergenic	-59856	NR_146895	105371673		NR_146895		LINC01724	-	long intergenic non-protein coding RNA 1724	ncRNA	0.00775273210066818	1.44332700835397
23	chr1	197169352	197171450	+	0	NA	promoter-TSS (NM_194314)	promoter-TSS (NM_194314)	-233	NM_001257965	23418	Hs.126135	NM_012076	ENSG00000134376	CRB1	LCA8|RP12	crumbs cell polarity complex component 1	protein-coding	0.00174314179186224	1.47648199342828
24	chr1	210546452	210548150	+	0	NA	intron (NM_018194, intron 3 of 11)	intron (NM_018194, intron 3 of 11)	44591	NM_001170580	55733	Hs.58650	NM_018194	ENSG00000054392	HHAT	MART2|SKI1|Skn	hedgehog acyltransferase	protein-coding	0.000109272702645101	0.844289659475861
25	chr1	213188152	213189900	+	0	NA	promoter-TSS (NM_001300755)	promoter-TSS (NM_001300755)	-175	NM_001300755	90806	Hs.157078	NM_144567	ENSG00000174606	ANGEL2	Ccr4d|KIAA0759L	angel homolog 2	protein-coding	0.00262548718013043	1.93392720915071
26	chr1	214801352	214801800	+	0	NA	intron (NM_016343, intron 7 of 19)	intron (NM_016343, intron 7 of 19)	25038	NM_016343	1063	Hs.497741	NM_016343	ENSG00000117724	CENPF	CENF|CILD31|PRO1779|STROMS|hcp-1	centromere protein F	protein-coding	0.00524448417779241	1.39223870673715
27	chr1	220262852	220263950	+	0	NA	promoter-TSS (NM_006085)	promoter-TSS (NM_006085)	-206	NM_001286151	10380	Hs.406134	NM_006085	ENSG00000162813	BPNT1	HEL20|PIP	3'(2'), 5'-bisphosphate nucleotidase 1	protein-coding	0.00100695176308115	0.902858141625487
28	chr1	232765602	232766700	+	0	NA	Intergenic	CpG	-87666	NR_146922	105373199	Hs.254475	NR_146922	ENSG00000225919	LINC01745	-	long intergenic non-protein coding RNA 1745	ncRNA	9.73376457201084e-05	0.984945322946684
29	chr1	233248552	233249500	+	0	NA	intron (NM_014801, intron 21 of 33)	intron (NM_014801, intron 21 of 33)	162438	NR_138027	84284	Hs.642715	NM_032324	ENSG00000135778	NTPCR	C1orf57|HCR-NTPase|THEP1	nucleoside-triphosphatase, cancer-related	protein-coding	0.000123674075333596	1.48906220356256
30	chr1	233431402	233431550	+	0	NA	promoter-TSS (NM_014801)	promoter-TSS (NM_014801)	-5	NM_001328607	80003	Hs.370605	NM_014801	ENSG00000135749	PCNX2	PCNXL2	pecanex 2	protein-coding	0.000258218584425623	1.45217875704712
31	chr1	233463052	233463350	+	0	NA	promoter-TSS (NM_032435)	promoter-TSS (NM_032435)	-269	NM_032435	84451	Hs.547779	NM_032435	ENSG00000143674	MAP3K21	MLK4|dJ862P8.3	mitogen-activated protein kinase kinase kinase 21	protein-coding	0.000235929121433413	1.14107169798087
32	chr1	240139602	240140000	+	0	NA	Intergenic	Intergenic	-31023	NR_036695	645884	Hs.613280	NR_036695		RPS7P5	RPS7_2_183	ribosomal protein S7 pseudogene 5	pseudo	0.00615483172895331	1.94651655093331
33	chr10	557002	557400	+	0	NA	intron (NM_014974, intron 1 of 36)	intron (NM_014974, intron 1 of 36)	-117303	NR_147612	101930421	Hs.654707	NR_147612	ENSG00000225140	LOC101930421	-	uncharacterized LOC101930421	ncRNA	0.00924955226098029	-0.775417457046862
34	chr10	58120502	58122050	+	0	NA	promoter-TSS (NM_032997)	promoter-TSS (NM_032997)	-242	NM_032997	11130	Hs.591363	NM_007057	ENSG00000122952	ZWINT	HZwint-1|KNTC2AP|SIP30|ZWINT1	ZW10 interacting kinetochore protein	protein-coding	0.00486985039601064	1.26512930899447
35	chr10	62537702	62539200	+	0	NA	intron (NM_001170407, intron 1 of 3)	CpG	215	NM_001786	983	Hs.732435	NM_001786	ENSG00000170312	CDK1	CDC2|CDC28A|P34CDC2	cyclin dependent kinase 1	protein-coding	0.00674761501733714	1.1353327624348
36	chr10	105631902	105632300	+	0	NA	Intergenic	Intergenic	-16937	NM_014631	9644	Hs.678727	NM_014631	ENSG00000107957	SH3PXD2A	FISH|SH3MD1|TKS5	SH3 and PX domains 2A	protein-coding	0.00757602275747769	-1.35797320434196
37	chr10	133757002	133757250	+	0	NA	intron (NR_033191, intron 4 of 7)	intron (NR_033191, intron 4 of 7)	9166	NR_033191	55844	Hs.380372	NM_018461	ENSG00000175470	PPP2R2D	B55D|B55delta|MDS026	protein phosphatase 2 regulatory subunit Bdelta	protein-coding	0.00679798412430545	-1.20515311928583
38	chr11	3818352	3819550	+	0	NA	promoter-TSS (NM_001283040)	promoter-TSS (NM_001283040)	-3	NM_001256235	27315	Hs.133968	NM_014489	ENSG00000148985	PGAP2	CWH43-N|FRAG1|HPMRS3|MRT17|MRT21	post-GPI attachment to proteins 2	protein-coding	0.00644593345017186	-0.543570301925142
39	chr11	12131652	12132650	+	0	NA	promoter-TSS (NM_001346295)	promoter-TSS (NM_001346295)	14	NR_144418	9645	Hs.501928	NM_014632	ENSG00000133816	MICAL2	MICAL-2|MICAL2PV1|MICAL2PV2	microtubule associated monooxygenase, calponin and LIM domain containing 2	protein-coding	0.00836574099888249	-0.594603467806636
40	chr11	46148802	46149000	+	0	NA	Intergenic	MER20|DNA|hAT-Charlie	-6365	NM_016621	51317	Hs.502458	NM_016621	ENSG00000135365	PHF21A	BHC80|BM-006	PHD finger protein 21A	protein-coding	0.00828786197023342	-1.07774021552651
41	chr11	47586852	47587450	+	0	NA	promoter-TSS (NM_175732)	promoter-TSS (NM_175732)	0	NM_175732	114971	Hs.656205	NM_175732	ENSG00000110536	PTPMT1	DUSP23|MOSP|PLIP|PNAS-129	protein tyrosine phosphatase mitochondrial 1	protein-coding	0.00589370880148403	-0.871045671493606
42	chr11	63683952	63684050	+	0	NA	5' UTR (NM_001363648, exon 1 of 11)	5' UTR (NM_001363648, exon 1 of 11)	635	NM_001363648	283248	Hs.98788	NM_173587	ENSG00000167771	RCOR2	-	REST corepressor 2	protein-coding	0.00427020385283051	-1.46849377004802
43	chr11	64889502	64889950	+	0	NA	promoter-TSS (NM_004927)	promoter-TSS (NM_004927)	10	NR_037568	740	Hs.744882	NM_004927	ENSG00000149792	MRPL49	C11orf4|L49mt|MRP-L49|NOF|NOF1	mitochondrial ribosomal protein L49	protein-coding	0.00051428784811495	-0.998840711439982
44	chr11	94964402	94964650	+	0	NA	promoter-TSS (NM_144665)	promoter-TSS (NM_144665)	-160	NM_144665	143686	Hs.120633	NM_144665	ENSG00000149212	SESN3	SEST3	sestrin 3	protein-coding	0.00323905009638453	1.53917548552747
45	chr11	104034702	104035200	+	0	NA	promoter-TSS (NM_033135)	promoter-TSS (NM_033135)	-76	NM_025208	80310	Hs.352298	NM_025208	ENSG00000170962	PDGFD	IEGF|MSTP036|SCDGF-B|SCDGFB	platelet derived growth factor D	protein-coding	0.000637694120925766	1.22709607588775
46	chr11	119345452	119345700	+	0	NA	intron (NR_034160, intron 3 of 3)	intron (NR_034160, intron 3 of 3)	-49881	NM_001311162	7070	Hs.644697	NM_006288	ENSG00000154096	THY1	CD90|CDw90	Thy-1 cell surface antigen	protein-coding	0.00875559964557663	-1.18006051714945
47	chr11	125931602	125933600	+	0	NA	intron (NM_016952, intron 1 of 19)	CpG	586	NM_016952	50937	Hs.38034	NM_016952	ENSG00000064309	CDON	CDO|CDON1|HPE11|ORCAM	cell adhesion associated, oncogene regulated	protein-coding	0.00122526193872214	-1.50731820713019
48	chr11	128391602	128393150	+	0	NA	promoter-TSS (NR_106738)	promoter-TSS (NR_106738)	91	NR_106738	102466104		NR_106738	ENSG00000276176	MIR6090	hsa-mir-6090	microRNA 6090	ncRNA	0.00470486905156174	-0.689939186164857
49	chr12	8761652	8762050	+	0	NA	intron (NM_001330343, intron 1 of 4)	L1ME1|LINE|L1	3604	NM_020661	57379	Hs.149342	NM_020661	ENSG00000111732	AICDA	AID|ARP2|CDA2|HEL-S-284|HIGM2	activation induced cytidine deaminase	protein-coding	0.00237513719806879	1.70293279899034
50	chr12	10516552	10518150	+	0	NA	intron (NR_120430, intron 1 of 3)	HERV15-int|LTR|ERV1	983	NR_120430	101928100	Hs.638425	NR_120430	ENSG00000245648	LOC101928100	-	uncharacterized LOC101928100	ncRNA	0.00644593345017186	1.19382678074091
51	chr12	10765702	10766950	+	0	NA	promoter-TSS (NM_018048)	promoter-TSS (NM_018048)	-118	NM_018048	55110	Hs.104650	NM_018048	ENSG00000111196	MAGOHB	MGN2|mago|magoh	mago homolog B, exon junction complex subunit	protein-coding	0.00873619936583769	0.853288237833179
52	chr12	13068602	13069550	+	0	NA	TTS (NR_030345)	TTS (NR_030345)	313	NR_030345	693199		NR_030345	ENSG00000283759	MIR614	MIRN614|hsa-mir-614	microRNA 614	ncRNA	0.00972604312574624	1.507028083793
53	chr12	14094752	14094900	+	0	NA	intron (NM_000834, intron 1 of 12)	intron (NM_000834, intron 1 of 12)	38464	NM_000834	2904	Hs.504844	NM_000834	ENSG00000273079	GRIN2B	EIEE27|GluN2B|MRD6|NMDAR2B|NR2B|NR3|hNR3	glutamate ionotropic receptor NMDA type subunit 2B	protein-coding	0.00323905009638453	1.59186792584818
54	chr12	16034552	16036700	+	0	NA	5' UTR (NM_007178, exon 1 of 10)	5' UTR (NM_007178, exon 1 of 10)	305	NM_007178	11171	Hs.743971	NM_007178	ENSG00000023734	STRAP	MAWD|PT-WD|UNRIP	serine/threonine kinase receptor associated protein	protein-coding	0.00994158942668001	1.9393158998329
55	chr12	16063102	16065600	+	0	NA	promoter-TSS (NM_015954)	promoter-TSS (NM_015954)	85	NM_015954	51071	Hs.39429	NM_015954	ENSG00000023697	DERA	CGI-26|DEOC	deoxyribose-phosphate aldolase	protein-coding	0.00828786197023342	2.1629318890736
56	chr12	29301902	29302650	+	0	NA	promoter-TSS (NM_001271783)	promoter-TSS (NM_001271783)	65	NM_001271783	55711	Hs.684482	NM_018099	ENSG00000064763	FAR2	HEL-S-81|MLSTD1|SDR10E2	fatty acyl-CoA reductase 2	protein-coding	0.00506035604254696	1.03390957877413
57	chr12	29533402	29534700	+	0	NA	promoter-TSS (NM_016570)	promoter-TSS (NM_016570)	54	NM_016570	51290	Hs.339453	NM_016570	ENSG00000087502	ERGIC2	CDA14|Erv41|PTX1|cd002	ERGIC and golgi 2	protein-coding	4.33308875408903e-06	1.86798337329865
58	chr12	34175102	34176000	+	0	NA	exon (NM_032834, exon 1 of 3)	exon (NM_032834, exon 1 of 3)	120	NM_032834	84920	Hs.102971	NM_032834	ENSG00000139133	ALG10	ALG10A|DIE2|KCR1	ALG10 alpha-1,2-glucosyltransferase	protein-coding	0.00764344239413926	1.69383205331536
59	chr12	74931052	74932650	+	0	NA	5' UTR (NM_001136262, exon 1 of 1)	5' UTR (NM_001136262, exon 1 of 1)	236	NM_001136262	552889	Hs.744849	NM_001136262	ENSG00000253719	ATXN7L3B	lnc-SCA7	ataxin 7 like 3B	protein-coding	0.00415511648962349	1.24175136362159
60	chr12	96613452	96614000	+	0	NA	intron (NM_005230, intron 1 of 4)	intron (NM_005230, intron 1 of 4)	25573	NM_005230	2004	Hs.46523	NM_005230	ENSG00000111145	ELK3	ERP|NET|SAP-2|SAP2	ETS transcription factor ELK3	protein-coding	7.21701527625019e-05	-0.881630564314235
61	chr12	107380452	107381200	+	0	NA	promoter-TSS (NM_001033050)	promoter-TSS (NM_001033050)	98	NM_001033050	80298	Hs.5009	NM_025198	ENSG00000120832	MTERF2	MTERFD3|mTERFL	mitochondrial transcription termination factor 2	protein-coding	0.00552705873787964	-0.603953624416725
62	chr12	109227152	109227500	+	0	NA	intron (NM_018984, intron 2 of 14)	intron (NM_018984, intron 2 of 14)	3456	NR_030350	693204		NR_030350	ENSG00000207622	MIR619	MIRN619|hsa-mir-619	microRNA 619	ncRNA	0.000285146602674484	-1.47570884373277
63	chr12	110348802	110349000	+	0	NA	exon (NM_001143852, exon 9 of 13)	exon (NM_001143852, exon 9 of 13)	10519	NM_032300	84260	Hs.410924	NM_032300	ENSG00000139437	TCHP	TpMs	trichoplein keratin filament binding	protein-coding	0.00358148072891684	-1.33375195371679
64	chr12	120667902	120669850	+	0	NA	intron (NM_001080855, intron 1 of 11)	intron (NM_001080855, intron 1 of 11)	19090	NM_025157	5829	Hs.446336	NM_002859	ENSG00000089159	PXN	-	paxillin	protein-coding	0.00406068641016225	-1.02356425029165
65	chr12	122277202	122278000	+	0	NA	3' UTR (NM_002150, exon 14 of 14)	3' UTR (NM_002150, exon 14 of 14)	19164	NM_002150	3242	Hs.2899	NM_002150	ENSG00000158104	HPD	4-HPPD|4HPPD|GLOD3|HPPDASE|PPD	4-hydroxyphenylpyruvate dioxygenase	protein-coding	0.00978412981380539	-0.673449227016452
66	chr12	122710002	122711250	+	0	NA	promoter-TSS (NM_001371333)	promoter-TSS (NM_001371333)	-27	NM_001371333									0.00863837775960348	-0.802931910914925
67	chr12	132356802	132357050	+	0	NA	Intergenic	Intergenic	-22241	NM_003565	8408	Hs.47061	NM_003565	ENSG00000177169	ULK1	ATG1|ATG1A|UNC51|Unc51.1|hATG1	unc-51 like autophagy activating kinase 1	protein-coding	0.00767191000047675	-1.1936550803349
68	chr13	91491352	91492400	+	0	NA	Intergenic	LTR7Y|LTR|ERV1	86975	NR_027039	144776	Hs.434120	NR_027039	ENSG00000231674	LINC00410	-	long intergenic non-protein coding RNA 410	ncRNA	0.000946672406976871	1.43413236767395
69	chr13	97912102	97912900	+	0	NA	intron (NM_207304, intron 1 of 6)	L2a|LINE|L2	37914	NM_144778	10150	Hs.657347	NM_144778	ENSG00000139793	MBNL2	MBLL|MBLL39|PRO2032	muscleblind like splicing regulator 2	protein-coding	0.00615258824436292	1.56382039205556
70	chr14	39900452	39902650	+	0	NA	5' UTR (NM_203301, exon 1 of 4)	5' UTR (NM_203301, exon 1 of 4)	153	NM_203301	254170	Hs.146632	NM_203301	ENSG00000165355	FBXO33	BMND12|Fbx33|c14_5247	F-box protein 33	protein-coding	0.00913974150847429	1.12784142573537
71	chr14	58710652	58712100	+	0	NA	promoter-TSS (NR_038123)	promoter-TSS (NR_038123)	-147	NR_038123	5684	Hs.558799	NM_002788	ENSG00000100567	PSMA3	HC8|PSC3	proteasome subunit alpha 3	protein-coding	0.000161464408983985	1.89536093247415
72	chr14	58893502	58895200	+	0	NA	promoter-TSS (NM_001304487)	promoter-TSS (NM_001304487)	-19	NM_001304485	26520	Hs.440525	NM_012460	ENSG00000100575	TIMM9	TIM9|TIM9A	translocase of inner mitochondrial membrane 9	protein-coding	0.00487541086392393	1.11563660958205
73	chr14	65006952	65007400	+	0	NA	promoter-TSS (NR_110550)	promoter-TSS (NR_110550)	-10	NM_021979	3306	Hs.432648	NM_021979	ENSG00000126803	HSPA2	HSP70-2|HSP70-3	heat shock protein family A (Hsp70) member 2	protein-coding	0.00646842801452776	-0.954078475309027
74	chr14	90979752	90980400	+	0	NA	Intergenic	Intergenic	3477	NR_135274	105370619	Hs.525530	NR_135274		LOC105370619	-	uncharacterized LOC105370619	ncRNA	0.00172850220227717	-0.832242342842718
75	chr14	93673052	93674550	+	0	NA	promoter-TSS (NM_032490)	promoter-TSS (NM_032490)	200	NM_175748	55148	Hs.648806	NM_175748	ENSG00000012963	UBR7	C14orf130	ubiquitin protein ligase E3 component n-recognin 7 (putative)	protein-coding	0.0023392577334317	1.92028558322767
76	chr14	105438552	105440350	+	0	NA	intron (NM_138420, intron 1 of 6)	intron (NM_138420, intron 1 of 6)	-2607	NM_001350929	113146	Hs.441783	NM_138420	ENSG00000185567	AHNAK2	C14orf78	AHNAK nucleoprotein 2	protein-coding	0.00953661478623243	-0.868457264450299
77	chr16	27190902	27191150	+	0	NA	Intergenic	L2b|LINE|L2	-23821	NM_024773	79831	Hs.145717	NM_024773	ENSG00000155666	KDM8	JMJD5	lysine demethylase 8	protein-coding	0.00390548851562853	-1.02949876311753
78	chr16	57661402	57662700	+	0	NA	promoter-TSS (NM_201525)	promoter-TSS (NM_201525)	-491	NM_001370429	9289	Hs.513633	NM_005682	ENSG00000205336	ADGRG1	BFPP|BPPR|GPR56|TM7LN4|TM7XN1	adhesion G protein-coupled receptor G1	protein-coding	0.00913974150847429	-0.843153964180702
79	chr16	58695102	58695600	+	0	NA	Intergenic	Intergenic	22884	NM_001369611	55238	Hs.10499	NM_018231	ENSG00000103042	SLC38A7	SNAT7	solute carrier family 38 member 7	protein-coding	0.00672493749399595	-0.657780950476497
80	chr16	69363802	69364950	+	0	NA	exon (NM_022341, exon 1 of 2)	exon (NM_022341, exon 1 of 2)	115	NM_022341	64146	Hs.130849	NM_022341	ENSG00000258429	PDF	-	peptide deformylase, mitochondrial	protein-coding	0.00321347655589703	-0.692171199713877
81	chr16	84992752	84992900	+	0	NA	Intergenic	Intergenic	52315	NM_017740	55625	Hs.461610	NM_017740	ENSG00000153786	ZDHHC7	DHHC7|SERZ-B|SERZ1|ZNF370	zinc finger DHHC-type containing 7	protein-coding	0.00139112300636288	-1.49148917509108
82	chr16	85350052	85350300	+	0	NA	Intergenic	Intergenic	-10245	NR_049816	100847022		NR_049816	ENSG00000266307	MIR5093	-	microRNA 5093	ncRNA	0.00644593345017186	-1.02640866109237
83	chr16	85793552	85793700	+	0	NA	Intergenic	Intergenic	-8924	NR_161454	404550	Hs.461655	NM_206967	ENSG00000154102	C16orf74	-	chromosome 16 open reading frame 74	protein-coding	0.00602919668482628	-1.5034894109368
84	chr16	85801252	85801500	+	0	NA	Intergenic	Intergenic	-16674	NR_161454	404550	Hs.461655	NM_206967	ENSG00000154102	C16orf74	-	chromosome 16 open reading frame 74	protein-coding	0.00795876443037319	-0.993766379280638
85	chr17	3438302	3439250	+	0	NA	intron (NM_145068, intron 7 of 17)	CT-rich|Low_complexity|Low_complexity	-21630	NM_001321336	84690	Hs.351068	NM_032598	ENSG00000141255	SPATA22	NYD-SP20|NYDSP20	spermatogenesis associated 22	protein-coding	0.00234776716971963	-1.07067975097464
86	chr17	7117602	7118600	+	0	NA	intron (NR_135527, intron 3 of 20)	intron (NR_135527, intron 3 of 20)	-2343	NM_001270447	37	Hs.437178	NM_000018	ENSG00000072778	ACADVL	ACAD6|LCACD|VLCAD	acyl-CoA dehydrogenase very long chain	protein-coding	0.00725014416430418	-0.814383178586013
87	chr17	12920302	12922000	+	0	NA	exon (NM_001165962, exon 1 of 23)	exon (NM_001165962, exon 1 of 23)	193	NM_018127	60528	Hs.434232	NM_018127	ENSG00000006744	ELAC2	COXPD17|ELC2|HPC2	elaC ribonuclease Z 2	protein-coding	0.00836574099888249	0.948408927671638
88	chr17	39653002	39653400	+	0	NA	Intergenic	Intergenic	-7085	NM_003771	8689	Hs.248189	NM_003771	ENSG00000126337	KRT36	HA6|KRTHA6|hHa6	keratin 36	protein-coding	0.000256804534707625	-0.884485028344263
89	chr17	45177402	45177900	+	0	NA	Intergenic	CpG	-40136	NM_001363805	100506084	Hs.559259	NM_001039083	ENSG00000228696	ARL17B	ARL17|ARL17A	ADP ribosylation factor like GTPase 17B	protein-coding	0.008736750307482	-0.855037312489697
90	chr17	47592752	47592950	+	0	NA	TTS (NM_002507)	TTS (NM_002507)	4672	NR_106751	102465141		NR_106751	ENSG00000277478	MIR6165	hsa-mir-6165	microRNA 6165	ncRNA	0.00148723834833594	-1.35045449929547
91	chr18	19252952	19253100	+	0	NA	intron (NM_138340, intron 4 of 8)	intron (NM_138340, intron 4 of 8)	-8851	NM_001308257	171586	Hs.397978	NM_138340	ENSG00000158201	ABHD3	LABH3	abhydrolase domain containing 3	protein-coding	0.00978640398395689	-1.42323284628456
92	chr18	32621002	32621850	+	0	NA	promoter-TSS (NM_014268)	promoter-TSS (NM_014268)	49	NM_014268	10982	Hs.532824	NM_014268	ENSG00000166974	MAPRE2	CSCSC2|EB1|EB2|RP1	microtubule associated protein RP/EB family member 2	protein-coding	0.00835929994588619	0.943948838481012
93	chr18	56975502	56976250	+	0	NA	intron (NM_181654, intron 2 of 2)	CpG	10005	NM_181654	339302	Hs.449884	NM_181654	ENSG00000166569	CPLX4	CPX-IV|CPXIV	complexin 4	protein-coding	0.00469203592492523	2.02858210964099
94	chr18	57566802	57568300	+	0	NA	intron (NM_021127, intron 1 of 1)	CpG	323	NM_021127	5366	Hs.96	NM_021127	ENSG00000141682	PMAIP1	APR|NOXA	phorbol-12-myristate-13-acetate-induced protein 1	protein-coding	0.00616382853670088	0.945403939011701
95	chr18	65085202	65086100	+	0	NA	Intergenic	Intergenic	-98132	NR_033921	643542	Hs.652901	NR_033921	ENSG00000265533	LOC643542	-	uncharacterized LOC643542	ncRNA	0.00471159998607724	0.803988795483967
96	chr18	65183152	65184700	+	0	NA	promoter-TSS (NM_032160)	promoter-TSS (NM_032160)	31	NM_032160	92126	Hs.124673	NM_032160	ENSG00000171451	DSEL	C18orf4|DE-epi2	dermatan sulfate epimerase like	protein-coding	0.00120711258082089	0.906776946324691
