PeakID (cmd=annotatePeaks.pl /dev/fd/63 hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	FDR	logFC
31	chr1	1509752	1510600	+	0	NA	promoter-TSS (NM_014188)	promoter-TSS (NM_014188)	67	NM_014188	29101	Hs.30026	NM_014188	ENSG00000160075	SSU72	HSPC182|PNAS-120	SSU72 homolog, RNA polymerase II CTD phosphatase	protein-coding	5.09950767635221e-09	1.36870994512333
32	chr1	1550452	1551750	+	0	NA	promoter-TSS (NR_146324)	promoter-TSS (NR_146324)	-134	NM_001170689	142678	Hs.135805	NM_080875	ENSG00000197530	MIB2	ZZANK1|ZZZ5	mindbomb E3 ubiquitin protein ligase 2	protein-coding	3.05382044211434e-17	1.66141953355953
33	chr1	1590452	1590800	+	0	NA	intron (NM_033490, intron 5 of 18)	CpG	22467	NR_002946	8511	Hs.671760	NR_002946	ENSG00000215914	MMP23A	MIFR|MIFR-1|MMP21	matrix metallopeptidase 23A (pseudogene)	pseudo	4.52683288810097e-11	1.60312648273151
34	chr1	1624552	1624700	+	0	NA	promoter-TSS (NM_001290264)	promoter-TSS (NM_001290264)	-392	NM_001110781	728661	Hs.655255	NM_001110781	ENSG00000189339	SLC35E2B	SLC35E2	solute carrier family 35 member E2B	protein-coding	3.20208573893307e-07	1.63158138384238
35	chr1	1655602	1656100	+	0	NA	promoter-TSS (NM_001291345)	promoter-TSS (NM_001291345)	-55	NM_033529	728642	Hs.651228	NM_024011	ENSG00000008128	CDK11A	CDC2L2|CDC2L3|CDK11-p110|CDK11-p46|CDK11-p58|PITSLRE|p58GTA	cyclin dependent kinase 11A	protein-coding	2.33749510512235e-07	1.10766536616615
36	chr1	1677802	1678000	+	0	NA	promoter-TSS (NM_182838)	promoter-TSS (NM_182838)	-463	NM_001199787	9906	Hs.655255	NM_182838	ENSG00000215790	SLC35E2A	SLC35E2	solute carrier family 35 member E2A	protein-coding	3.45090568365832e-09	1.40101779555297
37	chr1	1709402	1710750	+	0	NA	promoter-TSS (NM_023018)	promoter-TSS (NM_023018)	-167	NM_023018	65220	Hs.654792	NM_023018	ENSG00000008130	NADK	dJ283E3.1	NAD kinase	protein-coding	1.0366991227583e-09	1.55746620749867
38	chr1	1822252	1823300	+	0	NA	promoter-TSS (NM_002074)	promoter-TSS (NM_002074)	-220	NM_001282539	2782	Hs.430425	NM_002074	ENSG00000078369	GNB1	MRD42	G protein subunit beta 1	protein-coding	1.77971967353799e-05	1.22565060961379
39	chr1	1837702	1838000	+	0	NA	Intergenic	Intergenic	-8848	NM_138705	163688	Hs.85902	NM_138705	ENSG00000169885	CALML6	CAGLP	calmodulin like 6	protein-coding	0.00177578284864408	0.764593067216586
40	chr1	1840052	1841100	+	0	NA	Intergenic	CpG	-6123	NM_138705	163688	Hs.85902	NM_138705	ENSG00000169885	CALML6	CAGLP	calmodulin like 6	protein-coding	6.54717554514052e-10	1.1492719139404
41	chr1	1850352	1851350	+	0	NA	promoter-TSS (NM_178545)	promoter-TSS (NM_178545)	-133	NM_178545	339456	Hs.123423	NM_178545	ENSG00000178821	TMEM52	-	transmembrane protein 52	protein-coding	2.882504387242e-12	1.20816381062559
42	chr1	1875502	1875650	+	0	NA	intron (NM_001304360, intron 21 of 38)	intron (NM_001304360, intron 21 of 38)	-24858	NM_178545	339456	Hs.123423	NM_178545	ENSG00000178821	TMEM52	-	transmembrane protein 52	protein-coding	0.00917713117942517	0.853462406676185
43	chr1	1976352	1976550	+	0	NA	Intergenic	CpG	5058	NR_135509	105378591	Hs.371879	NR_135509	ENSG00000226969	LOC105378591	-	uncharacterized LOC105378591	ncRNA	0.000183335624452617	1.15671808051385
44	chr1	1978002	1978200	+	0	NA	Intergenic	Intergenic	3408	NR_135509	105378591	Hs.371879	NR_135509	ENSG00000226969	LOC105378591	-	uncharacterized LOC105378591	ncRNA	0.00601690784553922	1.02640642456993
45	chr1	1980902	1982200	+	0	NA	promoter-TSS (NR_135509)	promoter-TSS (NR_135509)	-42	NR_135509	105378591	Hs.371879	NR_135509	ENSG00000226969	LOC105378591	-	uncharacterized LOC105378591	ncRNA	1.16695501685698e-17	1.42471015449289
46	chr1	2063702	2065350	+	0	NA	intron (NM_001033582, intron 1 of 14)	intron (NM_001033582, intron 1 of 14)	28371	NM_001033582	5590	Hs.496255	NM_002744	ENSG00000067606	PRKCZ	PKC-ZETA|PKC2	protein kinase C zeta	protein-coding	5.63380722952346e-05	0.828495088610351
47	chr1	2120852	2121750	+	0	NA	intron (NM_182533, intron 3 of 3)	CpG	4910	NM_182533	199990	Hs.107101	NM_182533	ENSG00000162585	FAAP20	C1orf86|FP7162	FA core complex associated protein 20	protein-coding	0.000540518579278859	0.838004480048037
48	chr1	2126052	2126950	+	0	NA	promoter-TSS (NM_001256945)	promoter-TSS (NM_001256945)	-287	NR_046427	199990	Hs.107101	NM_182533	ENSG00000162585	FAAP20	C1orf86|FP7162	FA core complex associated protein 20	protein-coding	5.90877001132629e-07	1.09603410164168
49	chr1	2130652	2131250	+	0	NA	5' UTR (NM_001282670, exon 4 of 8)	5' UTR (NM_001282670, exon 4 of 8)	-4737	NR_046427	199990	Hs.107101	NM_182533	ENSG00000162585	FAAP20	C1orf86|FP7162	FA core complex associated protein 20	protein-coding	0.00125443661722086	1.03887950052662
50	chr1	2136602	2136900	+	0	NA	intron (NM_001282670, intron 2 of 7)	intron (NM_001282670, intron 2 of 7)	2421	NM_001146310	199990	Hs.107101	NM_182533	ENSG00000162585	FAAP20	C1orf86|FP7162	FA core complex associated protein 20	protein-coding	2.17512267662314e-05	1.26389187342725
51	chr1	2144002	2144500	+	0	NA	promoter-TSS (NM_001282670)	promoter-TSS (NM_001282670)	-92	NM_001282670	199990	Hs.107101	NM_182533	ENSG00000162585	FAAP20	C1orf86|FP7162	FA core complex associated protein 20	protein-coding	0.000448852172954455	1.23193343763043
52	chr1	2158652	2159650	+	0	NA	promoter-TSS (NM_003036)	promoter-TSS (NM_003036)	-607	NM_003036	6497	Hs.656507	NM_003036	ENSG00000157933	SKI	SGS|SKV	SKI proto-oncogene	protein-coding	5.2512173080869e-12	1.88340437415819
53	chr1	2163202	2163600	+	0	NA	intron (NM_003036, intron 1 of 6)	intron (NM_003036, intron 1 of 6)	3643	NM_003036	6497	Hs.656507	NM_003036	ENSG00000157933	SKI	SGS|SKV	SKI proto-oncogene	protein-coding	0.00294120394120236	0.888793180753026
54	chr1	2245852	2246050	+	0	NA	Intergenic	CpG	38149	NR_024489	100129534	Hs.655313	NM_001127577	ENSG00000269896	LOC100129534	-	small nuclear ribonucleoprotein polypeptide N pseudogene	pseudo	0.00129280052037021	1.06808447261647
55	chr1	2322502	2323600	+	0	NA	promoter-TSS (NM_024848)	promoter-TSS (NM_024848)	-58	NM_024848	79906	Hs.642701	NM_024848	ENSG00000116151	MORN1	-	MORN repeat containing 1	protein-coding	2.88408776538946e-08	0.874809712564799
56	chr1	2343552	2346100	+	0	NA	promoter-TSS (NM_002617)	promoter-TSS (NM_002617)	-816	NM_153818	5192	Hs.732228	NM_002617	ENSG00000157911	PEX10	NALD|PBD6A|PBD6B|RNF69	peroxisomal biogenesis factor 10	protein-coding	4.22758564635039e-14	1.39270470453153
57	chr1	2457402	2458500	+	0	NA	promoter-TSS (NM_018216)	promoter-TSS (NM_018216)	84	NM_018216	55229	Hs.26156	NM_018216	ENSG00000157881	PANK4	-	pantothenate kinase 4	protein-coding	1.07471644204509e-07	1.13280670916882
58	chr1	2477302	2478850	+	0	NA	Intergenic	CpG	-9728	NM_001297605	8764	Hs.512898	NM_003820	ENSG00000157873	TNFRSF14	ATAR|CD270|HVEA|HVEM|LIGHTR|TR2	TNF receptor superfamily member 14	protein-coding	1.98209024883977e-08	1.18984293093474
59	chr1	2517002	2518900	+	0	NA	promoter-TSS (NR_036637)	promoter-TSS (NR_036637)	-11	NR_036637	127281	Hs.462033	NM_152371	ENSG00000157870	PRXL2B	C1orf93|FAM213B	peroxiredoxin like 2B	protein-coding	2.18491258174228e-06	0.767280107983774
60	chr1	2985652	2986850	+	0	NA	intron (NM_199454, intron 1 of 16)	CpG	484	NM_199454	63976	Hs.99500	NM_022114	ENSG00000142611	PRDM16	CMD1LL|KMT8F|LVNC8|MEL1|PFM13	PR/SET domain 16	protein-coding	1.61564088171653e-06	1.44603685384806
61	chr1	3540852	3542450	+	0	NA	promoter-TSS (NM_182752)	promoter-TSS (NM_182752)	72	NM_182752	127262	Hs.20529	NM_182752	ENSG00000158109	TPRG1L	FAM79A|h-mover|mover	tumor protein p63 regulated 1 like	protein-coding	7.49919294766186e-11	1.58312370738464
62	chr1	6239302	6240500	+	0	NA	intron (NM_015557, intron 1 of 41)	CpG	480	NM_015557	26038	Hs.522898	NM_015557	ENSG00000116254	CHD5	CHD-5	chromodomain helicase DNA binding protein 5	protein-coding	4.43003719143173e-05	1.44309243225185
63	chr1	6259352	6260150	+	0	NA	promoter-TSS (NM_000983)	promoter-TSS (NM_000983)	-96	NM_000983	6146	Hs.515329	NM_000983	ENSG00000116251	RPL22	EAP|HBP15|HBP15/L22|L22	ribosomal protein L22	protein-coding	0.00178496170717037	0.876341123580291
64	chr1	6264952	6266550	+	0	NA	promoter-TSS (NR_125997)	promoter-TSS (NR_125997)	89	NR_125997	102724450	Hs.669107	NR_125997	ENSG00000226944	LOC102724450	-	uncharacterized LOC102724450	ncRNA	0.000458526335732151	0.933857884186672
65	chr1	6295702	6296300	+	0	NA	promoter-TSS (NR_103534)	promoter-TSS (NR_103534)	23	NM_012405	23463	Hs.515688	NM_012405	ENSG00000116237	ICMT	HSTE14|MST098|MSTP098|PCCMT|PCMT|PPMT	isoprenylcysteine carboxyl methyltransferase	protein-coding	1.8927486651036e-06	0.828807390156411
66	chr1	6321002	6321450	+	0	NA	promoter-TSS (NM_207370)	promoter-TSS (NM_207370)	-68	NM_207370	387509	Hs.531581	NM_207370	ENSG00000158292	GPR153	PGR1	G protein-coupled receptor 153	protein-coding	0.000169177680363243	1.2863672255909
67	chr1	6453002	6454250	+	0	NA	5' UTR (NM_007274, exon 1 of 9)	5' UTR (NM_007274, exon 1 of 9)	200	NM_007274	11332	Hs.126137	NM_007274	ENSG00000097021	ACOT7	ACH1|ACT|BACH|CTE-II|LACH|LACH1|hBACH	acyl-CoA thioesterase 7	protein-coding	1.40007355424539e-14	1.33281227008193
68	chr1	6550002	6550800	+	0	NA	intron (NM_001042663, intron 2 of 21)	CpG	239	NM_001042664	57449	Hs.284232	NM_020631	ENSG00000171680	PLEKHG5	CMTRIC|DSMA4|GEF720|Syx|Tech	pleckstrin homology and RhoGEF domain containing G5	protein-coding	0.000381500943457151	1.35206081926835
69	chr1	6551552	6551900	+	0	NA	promoter-TSS (NM_020631)	promoter-TSS (NM_020631)	1	NM_020631	57449	Hs.284232	NM_020631	ENSG00000171680	PLEKHG5	CMTRIC|DSMA4|GEF720|Syx|Tech	pleckstrin homology and RhoGEF domain containing G5	protein-coding	3.86564356029002e-05	1.1351317027517
70	chr1	6557352	6557750	+	0	NA	promoter-TSS (NM_001265592)	promoter-TSS (NM_001265592)	-47	NM_001042663	57449	Hs.284232	NM_020631	ENSG00000171680	PLEKHG5	CMTRIC|DSMA4|GEF720|Syx|Tech	pleckstrin homology and RhoGEF domain containing G5	protein-coding	0.00496644498652802	0.820507890613123
71	chr1	6614302	6614800	+	0	NA	promoter-TSS (NM_138697)	promoter-TSS (NM_138697)	22	NM_024654	79707	Hs.59425	NM_024654	ENSG00000162408	NOL9	Grc3|NET6	nucleolar protein 9	protein-coding	1.50572130069066e-08	1.15320015581161
72	chr1	6639552	6640350	+	0	NA	promoter-TSS (NM_001278648)	promoter-TSS (NM_001278648)	-103	NM_001278648	3104	Hs.502330	NM_005341	ENSG00000204859	ZBTB48	HKR3|TZAP|ZNF855|pp9964	zinc finger and BTB domain containing 48	protein-coding	6.51161278109042e-08	0.820012593909016
73	chr1	6661152	6664450	+	0	NA	exon (NM_001324309, exon 1 of 4)	exon (NM_001324309, exon 1 of 4)	128	NM_001324309	9903	Hs.7764	NM_014851	ENSG00000162413	KLHL21	-	kelch like family member 21	protein-coding	2.02488361982615e-14	1.37308871710692
74	chr1	6672802	6674150	+	0	NA	promoter-TSS (NM_153812)	promoter-TSS (NM_153812)	-315	NM_153812	148479	Hs.516079	NM_153812	ENSG00000116273	PHF13	PHF5|SPOC1	PHD finger protein 13	protein-coding	3.460408251173e-20	1.67304878275218
75	chr1	6674702	6674900	+	0	NA	intron (NM_153812, intron 1 of 3)	CpG-346	1010	NM_153812	148479	Hs.516079	NM_153812	ENSG00000116273	PHF13	PHF5|SPOC1	PHD finger protein 13	protein-coding	4.18071384058328e-09	1.91709647775142
76	chr1	6684652	6685750	+	0	NA	promoter-TSS (NM_138350)	promoter-TSS (NM_138350)	-9	NM_138350	90326	Hs.689006	NM_138350	ENSG00000041988	THAP3	-	THAP domain containing 3	protein-coding	1.66307503675568e-05	0.95272167252197
77	chr1	6761552	6762150	+	0	NA	promoter-TSS (NM_018198)	promoter-TSS (NM_018198)	25	NM_018198	55735	Hs.462640	NM_018198	ENSG00000007923	DNAJC11	dJ126A5.1	DnaJ heat shock protein family (Hsp40) member C11	protein-coding	3.74915218898907e-06	0.982790798550925
78	chr1	6844302	6846350	+	0	NA	promoter-TSS (NR_149049)	promoter-TSS (NR_149049)	-58	NM_001242701	23261	Hs.397705	NM_015215	ENSG00000171735	CAMTA1	CANPMR	calmodulin binding transcription activator 1	protein-coding	9.43544605443211e-19	1.29984398457501
79	chr1	7315752	7316050	+	0	NA	intron (NM_001349609, intron 5 of 22)	intron (NM_001349609, intron 5 of 22)	133913	NR_146200	102725193	Hs.666120	NR_146199	ENSG00000237728	LOC102725193	-	uncharacterized LOC102725193	ncRNA	0.00408144042708553	0.769438192031959
80	chr1	7359352	7359850	+	0	NA	intron (NM_001349609, intron 5 of 22)	intron (NM_001349609, intron 5 of 22)	90213	NR_146200	102725193	Hs.666120	NR_146199	ENSG00000237728	LOC102725193	-	uncharacterized LOC102725193	ncRNA	8.92952137258157e-11	1.61988198677986
81	chr1	7361002	7361950	+	0	NA	intron (NM_001349609, intron 5 of 22)	intron (NM_001349609, intron 5 of 22)	88338	NR_146200	102725193	Hs.666120	NR_146199	ENSG00000237728	LOC102725193	-	uncharacterized LOC102725193	ncRNA	7.93995100785326e-05	1.3921099162745
82	chr1	7461852	7462450	+	0	NA	intron (NM_001349609, intron 5 of 22)	intron (NM_001349609, intron 5 of 22)	-12337	NR_146199	102725193	Hs.666120	NR_146199	ENSG00000237728	LOC102725193	-	uncharacterized LOC102725193	ncRNA	3.04325874043635e-05	0.691011819582439
83	chr1	7764402	7765050	+	0	NA	promoter-TSS (NM_001349619)	promoter-TSS (NM_001349619)	-70	NM_001349618	23261	Hs.397705	NM_015215	ENSG00000171735	CAMTA1	CANPMR	calmodulin binding transcription activator 1	protein-coding	4.00067174586916e-10	0.956543543981448
84	chr1	7831002	7831750	+	0	NA	promoter-TSS (NM_004781)	promoter-TSS (NM_004781)	20	NM_004781	9341	Hs.66708	NM_004781	ENSG00000049245	VAMP3	CEB	vesicle associated membrane protein 3	protein-coding	7.7733747946478e-12	1.74802854449223
85	chr1	7843452	7844600	+	0	NA	promoter-TSS (NM_016831)	promoter-TSS (NM_016831)	-221	NM_001289863	8863	Hs.162200	NM_016831	ENSG00000049246	PER3	FASPS3|GIG13	period circadian regulator 3	protein-coding	8.06112430627348e-16	1.19910818921461
86	chr1	8014052	8014500	+	0	NA	Intergenic	CpG	-7438	NM_001123377	11315	Hs.419640	NM_007262	ENSG00000116288	PARK7	DJ-1|DJ1|GATD2|HEL-S-67p	Parkinsonism associated deglycase	protein-coding	0.00408490430705623	0.688479613134876
87	chr1	8021152	8022100	+	0	NA	promoter-TSS (NM_001123377)	promoter-TSS (NM_001123377)	-88	NM_001123377	11315	Hs.419640	NM_007262	ENSG00000116288	PARK7	DJ-1|DJ1|GATD2|HEL-S-67p	Parkinsonism associated deglycase	protein-coding	1.71639001239401e-10	1.19976446647013
88	chr1	8064752	8065500	+	0	NA	Intergenic	Intergenic	21243	NM_018948	54206	Hs.605445	NM_018948	ENSG00000116285	ERRFI1	GENE-33|MIG-6|MIG6|RALT	ERBB receptor feedback inhibitor 1	protein-coding	0.00305027571847232	0.841559447848496
89	chr1	8085802	8086900	+	0	NA	promoter-TSS (NM_018948)	promoter-TSS (NM_018948)	18	NM_018948	54206	Hs.605445	NM_018948	ENSG00000116285	ERRFI1	GENE-33|MIG-6|MIG6|RALT	ERBB receptor feedback inhibitor 1	protein-coding	4.7016853519115e-22	1.76327559570935
90	chr1	8138352	8138500	+	0	NA	Intergenic	Intergenic	-52057	NM_018948	54206	Hs.605445	NM_018948	ENSG00000116285	ERRFI1	GENE-33|MIG-6|MIG6|RALT	ERBB receptor feedback inhibitor 1	protein-coding	0.00114512607976469	0.974831332046667
91	chr1	8157352	8157900	+	0	NA	Intergenic	Intergenic	-71257	NM_018948	54206	Hs.605445	NM_018948	ENSG00000116285	ERRFI1	GENE-33|MIG-6|MIG6|RALT	ERBB receptor feedback inhibitor 1	protein-coding	1.52871345476696e-05	0.824177228092737
92	chr1	8174002	8174150	+	0	NA	Intergenic	MLT1E3|LTR|ERVL-MaLR	-87707	NM_018948	54206	Hs.605445	NM_018948	ENSG00000116285	ERRFI1	GENE-33|MIG-6|MIG6|RALT	ERBB receptor feedback inhibitor 1	protein-coding	0.00813121286643374	0.81220363138927
93	chr1	8257852	8258250	+	0	NA	Intergenic	Intergenic	-10681	NR_125998	102724539	Hs.516816	NR_125998	ENSG00000227634	LINC01714	-	long intergenic non-protein coding RNA 1714	ncRNA	1.03286525608278e-05	1.05044511818095
94	chr1	8271802	8272450	+	0	NA	intron (NR_125998, intron 2 of 3)	CpG	3394	NR_125998	102724539	Hs.516816	NR_125998	ENSG00000227634	LINC01714	-	long intergenic non-protein coding RNA 1714	ncRNA	6.96777071477185e-05	0.89375719072083
95	chr1	8298502	8300100	+	0	NA	Intergenic	AluSx|SINE|Alu	30569	NR_125998	102724539	Hs.516816	NR_125998	ENSG00000227634	LINC01714	-	long intergenic non-protein coding RNA 1714	ncRNA	0.00711093413319692	0.619394725081203
96	chr1	8763102	8763800	+	0	NA	intron (NM_001042681, intron 1 of 22)	CpG	114248	NM_012102	473	Hs.463041	NM_012102	ENSG00000142599	RERE	ARG|ARP|ATN1L|DNB1|NEDBEH	arginine-glutamic acid dipeptide repeats	protein-coding	5.35360192404861e-07	1.03177221160361
97	chr1	8877552	8878300	+	0	NA	promoter-TSS (NM_001042681)	promoter-TSS (NM_001042681)	-227	NM_001042681	473	Hs.463041	NM_012102	ENSG00000142599	RERE	ARG|ARP|ATN1L|DNB1|NEDBEH	arginine-glutamic acid dipeptide repeats	protein-coding	3.09897332887154e-12	1.2722929388135
