PeakID (cmd=annotatePeaks.pl /dev/fd/63 hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	FDR	logFC
58	chr12	53318952	53319200	+	0	NA	intron (NM_001256293, intron 1 of 8)	intron (NM_001256293, intron 1 of 8)	1177	NM_001256282	3856	Hs.533782	NM_002273	ENSG00000170421	KRT8	CARD2|CK-8|CK8|CYK8|K2C8|K8|KO	keratin 8	protein-coding	0.0046470785583647	-1.79181687372206
59	chr12	76050452	76051450	+	0	NA	Intergenic	Intergenic	-145562	NM_007043	11103	Hs.645517	NM_007043	ENSG00000111615	KRR1	HRB2|RIP-1	KRR1 small subunit processome component homolog	protein-coding	0.00866213061922465	-1.14754531735936
60	chr12	76244352	76245000	+	0	NA	Intergenic	Intergenic	180880	NM_007350	22822	Hs.602085	NM_007350	ENSG00000139289	PHLDA1	DT1P1B11|PHRIP|TDAG51	pleckstrin homology like domain family A member 1	protein-coding	0.00360275476734513	-1.33461965513469
61	chr12	76337952	76338950	+	0	NA	Intergenic	Intergenic	87105	NM_007350	22822	Hs.602085	NM_007350	ENSG00000139289	PHLDA1	DT1P1B11|PHRIP|TDAG51	pleckstrin homology like domain family A member 1	protein-coding	0.000135209089505368	-1.562213160899
62	chr12	96613452	96614000	+	0	NA	intron (NM_005230, intron 1 of 4)	intron (NM_005230, intron 1 of 4)	25573	NM_005230	2004	Hs.46523	NM_005230	ENSG00000111145	ELK3	ERP|NET|SAP-2|SAP2	ETS transcription factor ELK3	protein-coding	0.00742080389239624	-0.661249080544698
63	chr12	108908502	108909650	+	0	NA	promoter-TSS (NM_007076)	promoter-TSS (NM_007076)	22	NM_007076	11153	Hs.661891	NM_007076	ENSG00000198855	FICD	HIP13|HYPE|UNQ3041	FIC domain containing	protein-coding	0.000209716986546228	-0.727560854370475
64	chr12	109232002	109232700	+	0	NA	intron (NM_018984, intron 2 of 14)	intron (NM_018984, intron 2 of 14)	-1569	NR_030350	693204		NR_030350	ENSG00000207622	MIR619	MIRN619|hsa-mir-619	microRNA 619	ncRNA	0.00326450761594414	-0.75859429911252
65	chr12	109247852	109248700	+	0	NA	intron (NM_018984, intron 1 of 14)	intron (NM_018984, intron 1 of 14)	3083	NM_001161330	54434	Hs.199763	NM_018984	ENSG00000084112	SSH1	SSH1L	slingshot protein phosphatase 1	protein-coding	0.00449932651844239	-1.16417655319138
66	chr12	110326052	110326450	+	0	NA	Intergenic	Intergenic	-7905	NM_016433	51228	Hs.381256	NM_016433	ENSG00000139433	GLTP	-	glycolipid transfer protein	protein-coding	4.56515322903518e-05	-1.49661942256501
67	chr12	116714802	116716150	+	0	NA	promoter-TSS (NM_015335)	promoter-TSS (NM_015335)	-485	NM_015335	23389	Hs.603766	NM_015335	ENSG00000123066	MED13L	MRFACD|PROSIT240|THRAP2|TRAP240L	mediator complex subunit 13L	protein-coding	0.00219541274304188	-0.964708196314873
68	chr12	120242152	120242450	+	0	NA	intron (NM_001206999, intron 9 of 47)	intron (NM_001206999, intron 9 of 47)	72823	NM_007174	11113	Hs.119594	NM_007174	ENSG00000122966	CIT	CITK|CRIK|MCPH17|STK21	citron rho-interacting serine/threonine kinase	protein-coding	0.00376940916736738	-1.08647551057613
69	chr12	120667902	120669850	+	0	NA	intron (NM_001080855, intron 1 of 11)	intron (NM_001080855, intron 1 of 11)	19090	NM_025157	5829	Hs.446336	NM_002859	ENSG00000089159	PXN	-	paxillin	protein-coding	0.000154444046324324	-1.31808239130866
70	chr13	65297752	65298350	+	0	NA	Intergenic	Intergenic	-647907	NR_145420	144766	Hs.719557	NR_145420	ENSG00000227674	LINC00355	-	long intergenic non-protein coding RNA 355	ncRNA	0.00608964796366011	-0.719343928676441
71	chr13	80614752	80615100	+	0	NA	Intergenic	Intergenic	29714	NR_104138	101515984	Hs.569290	NR_104138		LINC01080	TCONS_00021856	long intergenic non-protein coding RNA 1080	ncRNA	0.00265616549291518	-1.39918021077312
72	chr13	97909802	97911300	+	0	NA	intron (NM_207304, intron 1 of 6)	intron (NM_207304, intron 1 of 6)	35964	NM_144778	10150	Hs.657347	NM_144778	ENSG00000139793	MBNL2	MBLL|MBLL39|PRO2032	muscleblind like splicing regulator 2	protein-coding	0.00986630735486914	-0.573297505949715
73	chr13	107124302	107124950	+	0	NA	Intergenic	Intergenic	62762	NM_004093	1948	Hs.149239	NM_004093	ENSG00000125266	EFNB2	EPLG5|HTKL|Htk-L|LERK5	ephrin B2	protein-coding	0.00820173657219282	-0.76372640166543
74	chr13	115000202	115000850	+	0	NA	5' UTR (NM_001318517, exon 1 of 19)	5' UTR (NM_001318517, exon 1 of 19)	154	NM_001330104	8881	Hs.374127	NM_003903	ENSG00000130177	CDC16	ANAPC6|APC6|CDC16Hs|CUT9	cell division cycle 16	protein-coding	0.00699431854215645	-1.67605438581726
75	chr14	32406952	32407450	+	0	NA	Intergenic	Intergenic	-6858	NR_146544	105370439		NR_146544	ENSG00000258474	LINC02313	-	long intergenic non-protein coding RNA 2313	ncRNA	0.00654298160211445	-0.883190796511317
76	chr14	69162052	69162450	+	0	NA	Intergenic	Intergenic	-66747	NR_135816	100996664		NR_135816		LOC100996664	-	uncharacterized LOC100996664	ncRNA	0.0023175364322659	-1.52782190564377
77	chr14	75086352	75087900	+	0	NA	Intergenic	Intergenic	-8186	NM_000428	4053	Hs.512776	NM_000428	ENSG00000119681	LTBP2	C14orf141|GLC3D|LTBP3|MSPKA|MSTP031|WMS3	latent transforming growth factor beta binding protein 2	protein-coding	0.000695002221953339	-1.04096293737179
78	chr14	94425702	94426250	+	0	NA	intron (NM_001202429, intron 2 of 9)	intron (NM_001202429, intron 2 of 9)	-2583	NM_016150	51676	Hs.510327	NM_016150	ENSG00000100628	ASB2	ASB-2	ankyrin repeat and SOCS box containing 2	protein-coding	0.00154061511608041	-1.3004601853197
79	chr14	95065102	95067400	+	0	NA	Intergenic	Intergenic	-12477	NM_001085	12	Hs.534293	NM_001085	ENSG00000196136	SERPINA3	AACT|ACT|GIG24|GIG25	serpin family A member 3	protein-coding	0.000421606192653806	-0.996969854967847
80	chr14	102729002	102729850	+	0	NA	intron (NR_148556, intron 2 of 7)	Kanga2_a|DNA|TcMar-Tc2	-22474	NR_073540	5891	Hs.36859	NM_014226	ENSG00000080823	MOK	RAGE|RAGE-1|RAGE1|STK30	MOK protein kinase	protein-coding	0.0053695439414141	-0.819329591400644
81	chr14	105438552	105440350	+	0	NA	intron (NM_138420, intron 1 of 6)	intron (NM_138420, intron 1 of 6)	-2607	NM_001350929	113146	Hs.441783	NM_138420	ENSG00000185567	AHNAK2	C14orf78	AHNAK nucleoprotein 2	protein-coding	0.00516428541424529	-0.770597423500654
82	chr15	40631102	40631550	+	0	NA	intron (NM_207380, intron 3 of 10)	intron (NM_207380, intron 3 of 10)	1842	NM_207380	388115	Hs.32433	NM_207380	ENSG00000188549	CCDC9B	C15orf52	coiled-coil domain containing 9B	protein-coding	0.00855261346915464	-1.09630353826791
83	chr15	57668602	57668850	+	0	NA	promoter-TSS (NM_001252335)	promoter-TSS (NM_001252335)	23	NM_001252335	84952	Hs.148989	NM_032866	ENSG00000128849	CGNL1	JACOP|PCING	cingulin like 1	protein-coding	0.00304826030982475	-1.62039628202755
84	chr15	58838902	58839750	+	0	NA	intron (NM_000236, intron 5 of 8)	intron (NM_000236, intron 5 of 8)	-48392	NR_120338	101928694	Hs.655781	NR_120338	ENSG00000259293	LIPC-AS1	-	LIPC antisense RNA 1	ncRNA	0.00117400188418065	-1.48607173555365
85	chr15	59041502	59042400	+	0	NA	promoter-TSS (NM_001110)	promoter-TSS (NM_001110)	-45	NM_001320570	102	Hs.172028	NM_001110	ENSG00000137845	ADAM10	AD10|AD18|CD156c|CDw156|HsT18717|MADM|RAK|kuz	ADAM metallopeptidase domain 10	protein-coding	0.00146442238526354	-1.12675833781961
86	chr15	60666802	60667250	+	0	NA	intron (NM_001002857, intron 4 of 13)	intron (NM_001002857, intron 4 of 13)	23159	NM_004039	302	Hs.511605	NM_004039	ENSG00000182718	ANXA2	ANX2|ANX2L4|CAL1H|HEL-S-270|LIP2|LPC2|LPC2D|P36|PAP-IV	annexin A2	protein-coding	0.00227899704400526	-0.939570126667535
87	chr15	67399302	67399700	+	0	NA	intron (NM_005902, intron 1 of 8)	intron (NM_005902, intron 1 of 8)	-18553	NM_001145102	4088	Hs.727986	NM_005902	ENSG00000166949	SMAD3	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	SMAD family member 3	protein-coding	0.0031456392784478	-1.54905736064399
88	chr15	67442852	67443000	+	0	NA	intron (NM_001145103, intron 1 of 8)	intron (NM_001145103, intron 1 of 8)	12567	NM_001145103	4088	Hs.727986	NM_005902	ENSG00000166949	SMAD3	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	SMAD family member 3	protein-coding	0.00131114014906983	-2.02706253764839
89	chr15	71054852	71056350	+	0	NA	intron (NM_018003, intron 1 of 18)	CpG	296	NM_018003	55075	Hs.108049	NM_018003	ENSG00000137831	UACA	NUCLING	uveal autoantigen with coiled-coil domains and ankyrin repeats	protein-coding	0.00145635940239797	-1.02244773879202
90	chr15	71155752	71156500	+	0	NA	intron (NM_001284357, intron 1 of 16)	LTR88b|LTR|Gypsy?	-9630	NM_197958	55323	Hs.416755	NM_018357	ENSG00000166173	LARP6	ACHN	La ribonucleoprotein domain family member 6	protein-coding	0.000435905758988358	-1.12022891011669
91	chr15	71184302	71185550	+	0	NA	promoter-TSS (NM_020147)	promoter-TSS (NM_020147)	144	NM_001199018	54839	Hs.12692	NM_017691	ENSG00000137821	LRRC49	PGs4	leucine rich repeat containing 49	protein-coding	0.00250838835274309	-0.807971446803774
92	chr15	73344152	73345200	+	0	NA	promoter-TSS (NM_001172623)	promoter-TSS (NM_001172623)	-128	NM_002499	4756	Hs.388613	NM_002499	ENSG00000067141	NEO1	IGDCC2|NGN|NTN1R2	neogenin 1	protein-coding	0.00791314167722019	-1.7192895761871
93	chr15	73925402	73926150	+	0	NA	promoter-TSS (NM_001161364)	promoter-TSS (NM_001161364)	-46	NM_001161364	27020	Hs.744867	NM_012428	ENSG00000156642	NPTN	GP55|GP65|SDFR1|SDR1|np55|np65	neuroplastin	protein-coding	0.00626542310546281	-0.871061611838693
94	chr15	73976002	73976900	+	0	NA	promoter-TSS (NM_001329629)	promoter-TSS (NM_001329629)	-171	NM_025240	80381	Hs.744915	NM_025240	ENSG00000103855	CD276	4Ig-B7-H3|B7-H3|B7H3|B7RP-2	CD276 molecule	protein-coding	0.00998153349649841	-1.16344964910127
95	chr15	74189802	74190000	+	0	NA	Intergenic	Intergenic	23996	NM_001286434	161514	Hs.124512	NM_153356	ENSG00000167139	TBC1D21	MgcRabGAP	TBC1 domain family member 21	protein-coding	0.000572016186802378	-1.81756851958441
