PeakID (cmd=annotatePeaks.pl /dev/fd/63 hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	FDR	logFC
11	chr1	121484352	121485500	+	0	NA	Intergenic	ALR/Alpha|Satellite|centr	224016	NR_003955	647121	Hs.697682	NR_003955	ENSG00000231752	EMBP1	-	embigin pseudogene 1	pseudo	1.60186325477342e-08	0.723589906866693
12	chr1	147070602	147072300	+	0	NA	intron (NM_004326, intron 1 of 9)	CpG	58180	NM_004326	607	Hs.415209	NM_004326	ENSG00000116128	BCL9	LGS	BCL9 transcription coactivator	protein-coding	0.00706607192023275	1.29178846079295
13	chr1	156186152	156186650	+	0	NA	intron (NM_001199664, intron 1 of 4)	CpG	3622	NM_001199663	100527963	Hs.530479	NM_001199661	ENSG00000260238	PMF1-BGLAP	PMF-1|PMF1	PMF1-BGLAP readthrough	protein-coding	0.00557798904132097	0.83434081633578
14	chr1	175345402	175345550	+	0	NA	intron (NM_001328635, intron 9 of 22)	MIRb|SINE|MIR	-183353	NM_001162894	9674	Hs.518138	NM_014656	ENSG00000235750	KIAA0040	-	KIAA0040	protein-coding	0.00717941382351776	0.957481537717467
15	chr10	13628702	13629250	+	0	NA	promoter-TSS (NM_003675)	promoter-TSS (NM_003675)	11	NM_003675	8559	Hs.660649	NM_003675	ENSG00000165630	PRPF18	PRP18|hPrp18	pre-mRNA processing factor 18	protein-coding	0.00709495513725847	1.34435082950672
16	chr10	17270102	17272650	+	0	NA	non-coding (NR_108061, exon 1 of 3)	non-coding (NR_108061, exon 1 of 3)	608	NR_108061	100507347	Hs.740502	NR_108060	ENSG00000229124	VIM-AS1	-	VIM antisense RNA 1	ncRNA	0.00630080828823381	1.78326838615603
17	chr10	22609452	22611000	+	0	NA	TTS (NM_012071)	TTS (NM_012071)	198	NM_005180	648	Hs.380403	NM_005180	ENSG00000168283	BMI1	FLVI2/BMI1|PCGF4|RNF51|flvi-2/bmi-1	BMI1 proto-oncogene, polycomb ring finger	protein-coding	0.0098974802418316	1.03549691071208
18	chr10	60941552	60941700	+	0	NA	intron (NM_001143774, intron 1 of 4)	intron (NM_001143774, intron 1 of 4)	4399	NM_001143774	84457	Hs.499704	NM_032439	ENSG00000165443	PHYHIPL	-	phytanoyl-CoA 2-hydroxylase interacting protein like	protein-coding	0.00643236870777809	0.935382436294752
19	chr10	64004852	64005050	+	0	NA	intron (NM_001282941, intron 3 of 4)	intron (NM_001282941, intron 3 of 4)	23652	NM_145307	219790	Hs.58559	NM_145307	ENSG00000182010	RTKN2	PLEKHK1|bA531F24.1	rhotekin 2	protein-coding	0.00563757140610387	1.00593971616514
20	chr10	90595202	90595850	+	0	NA	intron (NM_144590, intron 1 of 5)	intron (NM_144590, intron 1 of 5)	16075	NM_144590	118932	Hs.217484	NM_144590	ENSG00000152766	ANKRD22	-	ankyrin repeat domain 22	protein-coding	0.000555094007687852	1.37800440929462
21	chr11	777252	777850	+	0	NA	promoter-TSS (NR_126342)	promoter-TSS (NR_126342)	-27	NR_126343	171391	Hs.117183	NR_046316	ENSG00000255284	LOC171391	NS3BP	uncharacterized LOC171391	ncRNA	0.00402443698026897	1.59264125510938
22	chr11	57424652	57425750	+	0	NA	promoter-TSS (NM_001142597)	promoter-TSS (NM_001142597)	-15	NM_001142597	10978	Hs.523687	NM_006831	ENSG00000172409	CLP1	HEAB|hClp1	cleavage and polyadenylation factor I subunit 1	protein-coding	0.00116989816982704	1.26979807622516
23	chr11	57545802	57547150	+	0	NA	intron (NM_001085467, intron 1 of 16)	intron (NM_001085467, intron 1 of 16)	17202	NM_001085467	1500	Hs.166011	NM_001331	ENSG00000198561	CTNND1	BCDS2|CAS|CTNND|P120CAS|P120CTN|p120|p120(CAS)|p120(CTN)	catenin delta 1	protein-coding	0.00610840554475725	1.15742110180678
24	chr11	85194952	85195350	+	0	NA	intron (NM_001142699, intron 3 of 27)	LSU-rRNA_Hsa|rRNA|rRNA	143163	NM_001142699	1740	Hs.367656	NM_001364	ENSG00000150672	DLG2	PPP1R58|PSD-93|PSD93|chapsyn-110	discs large MAGUK scaffold protein 2	protein-coding	0.00299116141231486	0.83684122694283
25	chr11	86319252	86319750	+	0	NA	intron (NM_001014811, intron 1 of 13)	intron (NM_001014811, intron 1 of 13)	63739	NR_147831	10873	Hs.199743	NM_006680	ENSG00000151376	ME3	NADP-ME	malic enzyme 3	protein-coding	0.00546885844275656	0.715885985794465
26	chr11	112045652	112046500	+	0	NA	promoter-TSS (NM_001256398)	promoter-TSS (NM_001256398)	-159	NM_031938	83875	Hs.728325	NM_031938	ENSG00000197580	BCO2	B-DIOX-II|BCDO2	beta-carotene oxygenase 2	protein-coding	0.00231809695286242	1.10597176097303
27	chr11	122451052	122452250	+	0	NA	Intergenic	Intergenic	-74779	NM_032873	84959	Hs.444075	NM_032873	ENSG00000154127	UBASH3B	STS-1|STS1|TULA-2|TULA2|p70	ubiquitin associated and SH3 domain containing B	protein-coding	0.00326096569643298	1.18107835869972
28	chr12	6976102	6977550	+	0	NA	promoter-TSS (NM_001258026)	promoter-TSS (NM_001258026)	133	NM_000365	7167	Hs.524219	NM_000365	ENSG00000111669	TPI1	HEL-S-49|TIM|TPI|TPID	triosephosphate isomerase 1	protein-coding	0.00653823069706095	1.26747420966931
29	chr12	6978602	6978900	+	0	NA	intron (NM_001258026, intron 4 of 6)	intron (NM_001258026, intron 4 of 6)	1473	NM_001258026	7167	Hs.524219	NM_000365	ENSG00000111669	TPI1	HEL-S-49|TIM|TPI|TPID	triosephosphate isomerase 1	protein-coding	0.00872783131324691	1.19248183103935
30	chr12	9903202	9903600	+	0	NA	Intergenic	Intergenic	10096	NM_001781	969	Hs.208854	NM_001781	ENSG00000110848	CD69	AIM|BL-AC/P26|CLEC2C|EA1|GP32/28|MLR-3	CD69 molecule	protein-coding	0.00345106066016346	1.1002821131494
31	chr12	10484302	10484550	+	0	NA	Intergenic	L1MC4|LINE|L1	6465	NR_159946	113523642	Hs.539490	NR_159946		LINC02617	-	long intergenic non-protein coding RNA 2617	ncRNA	0.00612714858113436	0.862073377710036
32	chr12	17794802	17795300	+	0	NA	Intergenic	Intergenic	-31182	NR_039770	100616279		NR_039770	ENSG00000283665	MIR3974	-	microRNA 3974	ncRNA	0.00948862132067868	0.857093921233695
33	chr12	20704302	20704550	+	0	NA	intron (NM_000921, intron 1 of 15)	SSU-rRNA_Hsa|rRNA|rRNA	-20372	NM_001244683	5139	Hs.386791	NM_000921	ENSG00000172572	PDE3A	CGI-PDE|CGI-PDE A|CGI-PDE-A|HTNB	phosphodiesterase 3A	protein-coding	0.00802147490033717	0.748307394847173
34	chr12	22837202	22837800	+	0	NA	intron (NM_018638, intron 7 of 7)	intron (NM_018638, intron 7 of 7)	59396	NM_001039481	55500	Hs.29464	NM_018638	ENSG00000139163	ETNK1	EKI|EKI 1|EKI1|Nbla10396	ethanolamine kinase 1	protein-coding	0.000166509199871902	1.05741449757428
35	chr12	27174952	27175900	+	0	NA	promoter-TSS (NM_001271811)	promoter-TSS (NM_001271811)	-29	NM_001271811	9412	Hs.286145	NM_004264	ENSG00000152944	MED21	SRB7|SURB7|hSrb7	mediator complex subunit 21	protein-coding	0.00218712088948206	1.43628883429301
36	chr12	31644202	31645500	+	0	NA	intron (NM_144973, intron 2 of 20)	intron (NM_144973, intron 2 of 20)	-98006	NR_046909	100874249	Hs.627628	NR_046909	ENSG00000255867	DENND5B-AS1	-	DENND5B antisense RNA 1	ncRNA	0.00738970396569571	1.21987140650125
37	chr12	118295552	118295800	+	0	NA	intron (NM_173598, intron 2 of 19)	intron (NM_173598, intron 2 of 19)	111119	NM_173598	283455	Hs.375836	NM_173598	ENSG00000171435	KSR2	-	kinase suppressor of ras 2	protein-coding	0.00884898755715764	1.05052917535234
38	chr12	123868052	123869350	+	0	NA	promoter-TSS (NM_020382)	promoter-TSS (NM_020382)	22	NM_020382	387893	Hs.443735	NM_020382	ENSG00000183955	KMT5A	PR-Set7|PR/SET07|SET07|SET8|SETD8	lysine methyltransferase 5A	protein-coding	0.00470619574257118	1.39630237425246
39	chr12	127650402	127651050	+	0	NA	Intergenic	LSU-rRNA_Hsa|rRNA|rRNA	-105784	NR_104646	101927592	Hs.385663	NR_104646	ENSG00000249345	LINC02405	-	long intergenic non-protein coding RNA 2405	ncRNA	0.00606775220651687	0.672755226462393
40	chr13	91514352	91516000	+	0	NA	Intergenic	MER44A|DNA|TcMar-Tigger	63675	NR_027039	144776	Hs.434120	NR_027039	ENSG00000231674	LINC00410	-	long intergenic non-protein coding RNA 410	ncRNA	0.00360460017664104	1.40014875766695
41	chr14	32438202	32438400	+	0	NA	Intergenic	Intergenic	24242	NR_146544	105370439		NR_146544	ENSG00000258474	LINC02313	-	long intergenic non-protein coding RNA 2313	ncRNA	0.00214285798800027	1.41209688468739
42	chr14	102226702	102228450	+	0	NA	promoter-TSS (NM_001161725)	promoter-TSS (NM_001161725)	-470	NM_001161726	5527	Hs.368264	NM_002719	ENSG00000078304	PPP2R5C	B56G|B56gamma|PR61G	protein phosphatase 2 regulatory subunit B'gamma	protein-coding	0.00486553354933523	1.03914188501314
43	chr14	102605402	102606550	+	0	NA	promoter-TSS (NM_001353657)	promoter-TSS (NM_001353657)	110	NM_001017963	3320	Hs.525600	NM_005348	ENSG00000080824	HSP90AA1	EL52|HEL-S-65p|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp103|Hsp89|Hsp90|LAP-2|LAP2	heat shock protein 90 alpha family class A member 1	protein-coding	0.00459771479850265	1.0285025282664
44	chr15	42867252	42868050	+	0	NA	promoter-TSS (NM_020759)	promoter-TSS (NM_020759)	-153	NM_020759	57519	Hs.122061	NM_020759	ENSG00000159433	STARD9	KIF16A	StAR related lipid transfer domain containing 9	protein-coding	0.00884898755715764	1.41188418641522
45	chr15	63569302	63569650	+	0	NA	promoter-TSS (NM_001145646)	promoter-TSS (NM_001145646)	-273	NM_001145646	83464	Hs.511703	NM_031301	ENSG00000138613	APH1B	APH-1B|PRO1328|PSFL|TAAV688	aph-1 homolog B, gamma-secretase subunit	protein-coding	0.00103882909064581	1.32374968588736
46	chr15	80145902	80146350	+	0	NA	intron (NM_001199760, intron 3 of 3)	intron (NM_001199760, intron 3 of 3)	43213	NR_037654	10588	Hs.194294	NM_006441	ENSG00000136371	MTHFS	HsT19268|NEDMEHM	methenyltetrahydrofolate synthetase	protein-coding	0.00596585870857576	1.01194261936718
47	chr16	402552	403300	+	0	NA	promoter-TSS (NM_003502)	promoter-TSS (NM_003502)	-203	NM_181050	8312	Hs.592082	NM_003502	ENSG00000103126	AXIN1	AXIN|PPP1R49	axin 1	protein-coding	7.87118892855739e-05	1.11795947547886
48	chr16	734202	734600	+	0	NA	promoter-TSS (NM_001323919)	promoter-TSS (NM_001323919)	-67	NM_001323920	339123	Hs.533771	NM_001005920	ENSG00000161999	JMJD8	C16orf20|PP14397	jumonji domain containing 8	protein-coding	0.00279441291081158	1.66881737150276
49	chr16	2478952	2479500	+	0	NA	promoter-TSS (NM_001761)	promoter-TSS (NM_001761)	-222	NM_001323538	899	Hs.1973	NM_001761	ENSG00000162063	CCNF	FBX1|FBXO1	cyclin F	protein-coding	0.00409231615062719	1.09036438326604
50	chr16	3174152	3174900	+	0	NA	Intergenic	CpG	-8927	NR_024167	81854	Hs.669490	NR_024166		ZNF205-AS1	-	ZNF205 antisense RNA 1	ncRNA	0.00481201346209811	1.11967599031574
51	chr16	30107452	30107850	+	0	NA	promoter-TSS (NM_001145524)	promoter-TSS (NM_001145524)	-100	NR_135192	101928595	Hs.569669	NR_135192		LOC101928595	-	uncharacterized LOC101928595	ncRNA	0.00765273837151679	1.40630047433152
52	chr16	30709252	30710800	+	0	NA	promoter-TSS (NM_006662)	promoter-TSS (NM_006662)	-234	NM_001256932	730183	Hs.535456	NM_001256932	ENSG00000261840	LOC730183	-	uncharacterized LOC730183	protein-coding	0.00945828990869221	1.18542693149054
53	chr16	33963052	33964000	+	0	NA	Intergenic	SSU-rRNA_Hsa|rRNA|rRNA	-2519	NR_162093	113218496		NR_162093		MIR9901	-	microRNA 9901	ncRNA	0.00550081232776506	0.817745592751601
54	chr16	46390052	46393400	+	0	NA	Intergenic	HSATII|Satellite|Satellite	211283	NR_026556	124149	Hs.97414	NM_001004299		ANKRD26P1	-	ankyrin repeat domain 26 pseudogene 1	pseudo	0.00821381480076114	1.13161467154692
55	chr16	50775202	50776650	+	0	NA	promoter-TSS (NM_001042412)	promoter-TSS (NM_001042412)	-35	NM_015247	1540	Hs.578973	NM_015247	ENSG00000083799	CYLD	BRSS|CDMT|CYLD1|CYLDI|EAC|MFT|MFT1|SBS|TEM|USPL2	CYLD lysine 63 deubiquitinase	protein-coding	0.00507939356784985	1.1481609911965
56	chr16	54457902	54458500	+	0	NA	Intergenic	Intergenic	-53590	NR_134923	100996345	Hs.112680	NR_134922	ENSG00000261803	LINC02140	-	long intergenic non-protein coding RNA 2140	ncRNA	0.00877473807869347	1.44340730669018
57	chr16	71916402	71918650	+	0	NA	promoter-TSS (NM_001201553)	promoter-TSS (NM_001201553)	-82	NM_001201553	55565	Hs.744055	NM_017530	ENSG00000102984	ZNF821	-	zinc finger protein 821	protein-coding	0.00151251514378359	1.18873631522803
58	chr16	89258602	89259400	+	0	NA	intron (NM_004933, intron 11 of 13)	CpG-9800	7944	NM_001366322	146429	Hs.447544	NM_001242757	ENSG00000259803	SLC22A31	-	solute carrier family 22 member 31	protein-coding	0.00553342480419195	1.23238132884339
59	chr17	1531602	1532600	+	0	NA	promoter-TSS (NM_001284498)	promoter-TSS (NM_001284498)	27	NM_152346	124935	Hs.160550	NM_152346	ENSG00000167703	SLC43A2	LAT4	solute carrier family 43 member 2	protein-coding	0.00858683395471884	1.27000490547169
60	chr17	7137502	7138100	+	0	NA	promoter-TSS (NM_004422)	promoter-TSS (NM_004422)	35	NM_004422	1856	Hs.118640	NM_004422	ENSG00000004975	DVL2	-	dishevelled segment polarity protein 2	protein-coding	0.000226866579279926	1.7599215725672
61	chr17	7141052	7141350	+	0	NA	intron (NM_001284517, intron 1 of 4)	CpG	1048	NM_001284518	79142	Hs.644724	NM_024297	ENSG00000040633	PHF23	hJUNE-1b	PHD finger protein 23	protein-coding	0.00561579998665727	1.30627035894818
62	chr17	7145152	7146700	+	0	NA	promoter-TSS (NM_007278)	promoter-TSS (NM_007278)	-158	NM_007278	11337	Hs.647421	NM_007278	ENSG00000170296	GABARAP	ATG8A|GABARAP-a|MM46	GABA type A receptor-associated protein	protein-coding	0.00494555432720048	1.53241544336021
63	chr17	7183952	7185200	+	0	NA	promoter-TSS (NM_001042)	promoter-TSS (NM_001042)	-461	NM_001042	6517	Hs.380691	NM_001042	ENSG00000181856	SLC2A4	GLUT4	solute carrier family 2 member 4	protein-coding	0.000196580547055106	1.1448301132121
64	chr17	7307052	7308500	+	0	NA	promoter-TSS (NM_152766)	promoter-TSS (NM_152766)	-326	NR_037719	100529211	Hs.534591	NR_037719		TMEM256-PLSCR3	C17orf61-PLSCR3|PLSCR3	TMEM256-PLSCR3 readthrough (NMD candidate)	ncRNA	0.00446288073846016	1.11587371732104
65	chr17	7386652	7388700	+	0	NA	promoter-TSS (NM_000937)	promoter-TSS (NM_000937)	-9	NM_000937	5430	Hs.270017	NM_000937		POLR2A	POLR2|POLRA|RPB1|RPBh1|RPO2|RPOL2|RpIILS|hRPB220|hsRPB1	RNA polymerase II subunit A	protein-coding	0.00287761762255798	1.83426268415338
66	chr17	7620352	7621100	+	0	NA	promoter-TSS (NM_001303270)	promoter-TSS (NM_001303270)	-336	NM_020877	146754	Hs.367649	NM_020877	ENSG00000183914	DNAH2	DNAHC2|DNHD3	dynein axonemal heavy chain 2	protein-coding	0.00584079967059417	1.16322939845604
67	chr17	7790802	7791400	+	0	NA	intron (NM_001005271, intron 1 of 39)	intron (NM_001005271, intron 1 of 39)	-1006	NM_005852	1107	Hs.25601	NM_005852	ENSG00000170004	CHD3	Mi-2a|Mi2-ALPHA|SNIBCPS|ZFH	chromodomain helicase DNA binding protein 3	protein-coding	0.00717941382351776	0.908783057039294
68	chr17	7818802	7819400	+	0	NA	exon (NM_001358699, exon 1 of 2)	exon (NM_001358699, exon 1 of 2)	412	NM_001358699	284023	Hs.744470	NM_001358699	ENSG00000179859	RNF227	LINC02581	ring finger protein 227	protein-coding	0.00125572193052022	1.20830654245937
69	chr17	18761152	18761950	+	0	NA	5' UTR (NM_001353099, exon 1 of 12)	5' UTR (NM_001353099, exon 1 of 12)	107	NM_001353107	5636	Hs.632236	NM_002767	ENSG00000141127	PRPSAP2	PAP41	phosphoribosyl pyrophosphate synthetase associated protein 2	protein-coding	0.00533017936288156	1.21955655072167
70	chr17	31149352	31149950	+	0	NA	intron (NM_001303280, intron 1 of 10)	CpG	54491	NM_001303279	4642	Hs.602063	NM_015194	ENSG00000176658	MYO1D	PPP1R108|myr4	myosin ID	protein-coding	3.60583551654398e-05	1.12117967567933
71	chr17	33478052	33478350	+	0	NA	intron (NM_001033576, intron 4 of 19)	LSU-rRNA_Hsa|rRNA|rRNA	2918	NM_173167	146862	Hs.379636	NM_173167	ENSG00000141161	UNC45B	CMYA4|CTRCT43|SMUNC45|UNC-45B|UNC45	unc-45 myosin chaperone B	protein-coding	0.000373932661811191	0.890957979424876
72	chr17	38108902	38109800	+	0	NA	Intergenic	(CTGGGG)n|Simple_repeat|Simple_repeat	-9906	NM_178171	284110	Hs.448873	NM_178171	ENSG00000167914	GSDMA	FKSG9|GSDM|GSDM1	gasdermin A	protein-coding	1.38420036840755e-06	1.11520542077612
73	chr17	38296152	38297150	+	0	NA	promoter-TSS (NM_007359)	promoter-TSS (NM_007359)	-139	NM_007359	22794	Hs.743287	NM_007359	ENSG00000108349	CASC3	BTZ|MLN51	CASC3 exon junction complex subunit	protein-coding	0.004583094162627	1.16036252433135
74	chr17	41400052	41401250	+	0	NA	Intergenic	LTR13|LTR|ERVK	-19589	NR_047479	100874261	Hs.546898	NM_001363254	ENSG00000236383	CCDC200	LINC00854|TMEM106A-AS1	coiled-coil domain containing 200	protein-coding	0.000793498000507432	0.830074344575245
75	chr17	43238302	43239400	+	0	NA	promoter-TSS (NM_001303442)	promoter-TSS (NM_001303442)	-361	NM_001303441	124790	Hs.56382	NM_144608	ENSG00000168517	HEXIM2	L3	HEXIM P-TEFb complex subunit 2	protein-coding	0.00705413113537536	1.48726378536129
76	chr17	73775052	73776250	+	0	NA	intron (NM_005324, intron 1 of 3)	CpG-11127	209	NM_005324	3021	Hs.180877	NM_005324	ENSG00000132475	H3F3B	H3.3B	H3 histone family member 3B	protein-coding	0.00431577731051117	1.59286742585962
77	chr17	73851102	73852200	+	0	NA	promoter-TSS (NM_001330499)	promoter-TSS (NM_001330499)	-235	NM_012478	23558	Hs.514489	NM_012478	ENSG00000132471	WBP2	DFNB107|GRAMD6|WBP-2	WW domain binding protein 2	protein-coding	0.000349930964416461	1.54188389874058
78	chr17	74732352	74734400	+	0	NA	promoter-TSS (NM_001242533)	promoter-TSS (NM_001242533)	37	NR_036608	6427	Hs.584801	NM_003016	ENSG00000161547	SRSF2	PR264|SC-35|SC35|SFRS2|SFRS2A|SRp30b	serine and arginine rich splicing factor 2	protein-coding	0.00237600527443506	1.26944979708463
79	chr17	75277052	75278250	+	0	NA	promoter-TSS (NM_001293695)	promoter-TSS (NM_001293695)	70	NM_001293695	10801	Hs.440932	NM_006640	ENSG00000184640	SEPTIN9	AF17q25|MSF|MSF1|NAPB|PNUTL4|SEPT9|SINT1|SeptD1	septin 9	protein-coding	0.00204115052029716	1.11003275977175
80	chr17	79008402	79009750	+	0	NA	promoter-TSS (NR_026857)	promoter-TSS (NR_026857)	125	NM_006340	10458	Hs.128316	NM_006340	ENSG00000175866	BAIAP2	BAP2|FLAF3|IRSP53	BAI1 associated protein 2	protein-coding	0.00218390457369626	1.55867384053486
81	chr17	80709552	80710450	+	0	NA	promoter-TSS (NM_005993)	promoter-TSS (NM_005993)	60	NM_005993	6904	Hs.464391	NM_005993	ENSG00000141556	TBCD	PEBAT|SSD-1|tfcD	tubulin folding cofactor D	protein-coding	0.00237600527443506	1.55639448798798
82	chr18	5073302	5073900	+	0	NA	Intergenic	Intergenic	-7580	NR_146900	105371969	Hs.599709	NR_146900		LINC01892	-	long intergenic non-protein coding RNA 1892	ncRNA	0.00188328714742241	1.05378677993631
83	chr18	20379152	20379250	+	0	NA	Intergenic	Intergenic	-12401	NR_110782	101927571	Hs.335020	NR_110782	ENSG00000266850	LOC101927571	-	uncharacterized LOC101927571	ncRNA	0.00100055996992825	1.44303696655295
84	chr18	39878752	39879200	+	0	NA	intron (NR_046457, intron 4 of 6)	intron (NR_046457, intron 4 of 6)	112343	NR_046454	284260	Hs.652819	NR_046174	ENSG00000267586	LINC00907	-	long intergenic non-protein coding RNA 907	ncRNA	0.00949599495805689	1.08280894769271
85	chr18	52650402	52650850	+	0	NA	Intergenic	Intergenic	-23934	NM_025214	80323	Hs.120790	NM_025214	ENSG00000166510	CCDC68	SE57-1	coiled-coil domain containing 68	protein-coding	0.0078623874150039	1.09116539439519
86	chr19	1205352	1205950	+	0	NA	promoter-TSS (NM_000455)	promoter-TSS (NM_000455)	-147	NM_000455	6794	Hs.515005	NM_000455	ENSG00000118046	STK11	LKB1|PJS|hLKB1	serine/threonine kinase 11	protein-coding	0.00335119808047646	0.77546238602851
87	chr19	1592252	1593200	+	0	NA	5' UTR (NM_001281454, exon 1 of 7)	5' UTR (NM_001281454, exon 1 of 7)	138	NM_001281454	53615	Hs.178728	NM_003926	ENSG00000071655	MBD3	-	methyl-CpG binding domain protein 3	protein-coding	0.00518577561945576	1.41606995326468
88	chr19	2049902	2051650	+	0	NA	intron (NM_017572, intron 2 of 13)	CpG	467	NM_199054	2872	Hs.515032	NM_017572	ENSG00000099875	MKNK2	GPRK7|MNK2	MAPK interacting serine/threonine kinase 2	protein-coding	0.00817050394170335	1.54658976621466
89	chr19	2060902	2062000	+	0	NA	Intergenic	CpG	-10208	NM_017572	2872	Hs.515032	NM_017572	ENSG00000099875	MKNK2	GPRK7|MNK2	MAPK interacting serine/threonine kinase 2	protein-coding	0.000690523248329517	1.24160586848302
90	chr19	2151302	2152100	+	0	NA	promoter-TSS (NM_001261826)	promoter-TSS (NM_001261826)	-136	NM_001261826	8943	Hs.512815	NM_003938	ENSG00000065000	AP3D1	ADTD|HPS10|hBLVR	adaptor related protein complex 3 subunit delta 1	protein-coding	0.00122604044651171	0.910098115858588
91	chr19	2269152	2269950	+	0	NA	promoter-TSS (NM_001301020)	promoter-TSS (NM_001301020)	66	NM_004152	4946	Hs.446427	NM_004152	ENSG00000104904	OAZ1	AZ1|AZI|OAZ	ornithine decarboxylase antizyme 1	protein-coding	0.000140213635080604	1.61870096606421
92	chr19	2474602	2477400	+	0	NA	promoter-TSS (NM_015675)	promoter-TSS (NM_015675)	-124	NM_015675	4616	Hs.110571	NM_015675	ENSG00000099860	GADD45B	GADD45BETA|MYD118	growth arrest and DNA damage inducible beta	protein-coding	1.90531475712224e-05	2.08101832387658
93	chr19	2900402	2901150	+	0	NA	promoter-TSS (NM_173480)	promoter-TSS (NM_173480)	-150	NM_173480	126295	Hs.591378	NM_173480	ENSG00000171970	ZNF57	ZNF424	zinc finger protein 57	protein-coding	0.000790666117648321	1.60186520645826
94	chr19	2950352	2951250	+	0	NA	Intergenic	CpG	-5832	NM_021217	58492	Hs.38004	NM_021217	ENSG00000175691	ZNF77	pT1	zinc finger protein 77	protein-coding	0.0020704676693723	1.367393099683
95	chr19	3275452	3276750	+	0	NA	intron (NM_021938, intron 4 of 12)	G-rich|Low_complexity|Low_complexity	50825	NR_033342	60680	Hs.655747	NM_021938	ENSG00000161082	CELF5	BRUNOL-5|BRUNOL5|CELF-5	CUGBP Elav-like family member 5	protein-coding	0.00110327488596538	1.01525898529562
96	chr19	4400052	4400850	+	0	NA	promoter-TSS (NM_001199944)	promoter-TSS (NM_001199944)	93	NM_003025	6455	Hs.97616	NM_003025	ENSG00000141985	SH3GL1	CNSA1|EEN|SH3D2B|SH3P8	SH3 domain containing GRB2 like 1, endophilin A2	protein-coding	0.000920886016810962	1.75624645463882
97	chr19	4867552	4868200	+	0	NA	promoter-TSS (NM_001164194)	promoter-TSS (NM_001164194)	-197	NM_005817	10226	Hs.140452	NM_005817	ENSG00000105355	PLIN3	M6PRBP1|PP17|TIP47	perilipin 3	protein-coding	0.00344300431865345	1.06141562165734
