PeakID (cmd=annotatePeaks.pl /dev/fd/63 hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	FDR	logFC
20	chr1	53685802	53686650	+	0	NA	promoter-TSS (NM_001304759)	promoter-TSS (NM_001304759)	80	NM_017887	54987	Hs.525391	NM_017887	ENSG00000162384	CZIB	C1orf123	CXXC motif containing zinc binding protein	protein-coding	0.00403262856081314	-0.733390663252801
21	chr1	53791502	53794150	+	0	NA	intron (NM_017522, intron 1 of 15)	CpG-1137	916	NM_004631	7804	Hs.280387	NM_004631	ENSG00000157193	LRP8	APOER2|HSZ75190|LRP-8|MCI1	LDL receptor related protein 8	protein-coding	0.00379103942714753	-0.710071215507446
22	chr1	55679452	55681650	+	0	NA	promoter-TSS (NR_038320)	promoter-TSS (NR_038320)	486	NM_015306	23358	Hs.477009	NM_015306	ENSG00000162402	USP24	-	ubiquitin specific peptidase 24	protein-coding	0.00374801899897607	-0.745578426657724
23	chr1	59011302	59012850	+	0	NA	intron (NM_145243, intron 1 of 8)	intron (NM_145243, intron 1 of 8)	322	NM_145243	115209	Hs.425769	NM_145243	ENSG00000162600	OMA1	2010001O09Rik|DAB1|MPRP-1|MPRP1|YKR087C|ZMPOMA1|peptidase	OMA1 zinc metallopeptidase	protein-coding	0.00278680590907135	-0.512989387126211
24	chr1	59192902	59193550	+	0	NA	Intergenic	Intergenic	-27492	NM_001085487	114803	Hs.744921	NM_001085487	ENSG00000162601	MYSM1	2A-DUB|2ADUB|BMFS4	Myb like, SWIRM and MPN domains 1	protein-coding	0.000871504547833856	-0.651462745589585
25	chr1	59219752	59221750	+	0	NA	Intergenic	MIRb|SINE|MIR	28968	NM_002228	3725	Hs.696684	NM_002228	ENSG00000177606	JUN	AP-1|AP1|c-Jun|p39	Jun proto-oncogene, AP-1 transcription factor subunit	protein-coding	1.00303277261287e-05	-0.840191199507839
26	chr1	59245302	59248450	+	0	NA	3' UTR (NM_002228, exon 1 of 1)	3' UTR (NM_002228, exon 1 of 1)	2843	NM_002228	3725	Hs.696684	NM_002228	ENSG00000177606	JUN	AP-1|AP1|c-Jun|p39	Jun proto-oncogene, AP-1 transcription factor subunit	protein-coding	0.000650632506254305	-0.73556574911332
27	chr1	59248402	59251500	+	0	NA	promoter-TSS (NR_034014)	promoter-TSS (NR_034014)	-232	NM_002228	3725	Hs.696684	NM_002228	ENSG00000177606	JUN	AP-1|AP1|c-Jun|p39	Jun proto-oncogene, AP-1 transcription factor subunit	protein-coding	0.00237600527443506	-0.642616323893122
28	chr1	59348702	59349800	+	0	NA	intron (NR_108106, intron 1 of 1)	L3|LINE|CR1	98428	NR_034015	100131060	Hs.680604	NR_034014	ENSG00000234807	LINC01135	-	long intergenic non-protein coding RNA 1135	ncRNA	0.000177694840962146	-0.917628593886785
29	chr1	59368902	59370050	+	0	NA	Intergenic	CpG	-116672	NR_110626	101926925		NR_110626		LINC01358	-	long intergenic non-protein coding RNA 1358	ncRNA	1.60864385818829e-08	-0.952859088200017
30	chr1	64808802	64810300	+	0	NA	Intergenic	Intergenic	-126261	NM_020925	57685	Hs.443891	NM_020925	ENSG00000158966	CACHD1	-	cache domain containing 1	protein-coding	0.00936712631914417	-0.516097764831873
31	chr1	65885302	65887350	+	0	NA	promoter-TSS (NM_001198681)	promoter-TSS (NM_001198681)	-9	NM_001003680	3953	Hs.23581	NM_002303	ENSG00000116678	LEPR	CD295|LEP-R|LEPRD|OB-R|OBR	leptin receptor	protein-coding	0.00121450526371725	-0.597276287988948
32	chr1	68148402	68148900	+	0	NA	Intergenic	Intergenic	-2233	NM_001199741	1647	Hs.80409	NM_001924	ENSG00000116717	GADD45A	DDIT1|GADD45	growth arrest and DNA damage inducible alpha	protein-coding	0.00570503699765992	-1.1772414393246
33	chr1	68149852	68152750	+	0	NA	intron (NM_001199741, intron 1 of 2)	CpG	417	NM_001924	1647	Hs.80409	NM_001924	ENSG00000116717	GADD45A	DDIT1|GADD45	growth arrest and DNA damage inducible alpha	protein-coding	0.00311360873987804	-1.24819295085281
34	chr1	68297302	68299600	+	0	NA	intron (NR_040077, intron 1 of 9)	CpG	480	NR_040077	100289178	Hs.677603	NR_040077	ENSG00000232284	GNG12-AS1	-	GNG12, DIRAS3 and WLS antisense RNA 1	ncRNA	0.0037521530752883	-0.605755839921827
35	chr1	70876002	70878350	+	0	NA	exon (NM_001902, exon 1 of 12)	exon (NM_001902, exon 1 of 12)	225	NM_001902	1491	Hs.19904	NM_001902	ENSG00000116761	CTH	-	cystathionine gamma-lyase	protein-coding	0.000989719715435987	-0.523178592119107
36	chr1	74663252	74664500	+	0	NA	promoter-TSS (NM_001199328)	promoter-TSS (NM_001199328)	-16	NM_001105659	127255	Hs.644625	NM_145258	ENSG00000162620	LRRIQ3	LRRC44	leucine rich repeats and IQ motif containing 3	protein-coding	7.25370463542305e-05	-0.599298326802599
37	chr1	78147252	78149750	+	0	NA	promoter-TSS (NM_015534)	promoter-TSS (NM_015534)	-158	NM_015534	26009	Hs.480506	NM_015534	ENSG00000036549	ZZZ3	ATAC1	zinc finger ZZ-type containing 3	protein-coding	0.00237600527443506	-0.583782586845323
38	chr1	85155252	85157350	+	0	NA	promoter-TSS (NM_001166295)	promoter-TSS (NM_001166295)	-150	NM_001166295	117178	Hs.22587	NM_014021	ENSG00000117155	SSX2IP	ADIP|hMsd1	SSX family member 2 interacting protein	protein-coding	3.89149810929784e-05	-0.785305511822764
39	chr1	85724302	85725950	+	0	NA	exon (NM_198077, exon 1 of 3)	exon (NM_198077, exon 1 of 3)	219	NM_198077	148423	Hs.26226	NM_198077	ENSG00000162642	C1orf52	gm117	chromosome 1 open reading frame 52	protein-coding	0.00228692907988651	-1.09414551935335
40	chr1	85740902	85743450	+	0	NA	non-coding (NR_045484, exon 1 of 2)	non-coding (NR_045484, exon 1 of 2)	135	NR_045484	646626	Hs.193516	NR_045484		LOC646626	-	uncharacterized LOC646626	ncRNA	2.63078395280211e-05	-0.704207499913265
41	chr1	85744352	85745500	+	0	NA	Intergenic	L2a|LINE|L2	-2611	NM_001320715	8915	Hs.193516	NM_003921	ENSG00000142867	BCL10	CARMEN|CIPER|CLAP|IMD37|c-E10|mE10	BCL10 immune signaling adaptor	protein-coding	3.17679455857661e-06	-0.80144350051583
42	chr1	85755202	85755950	+	0	NA	Intergenic	Intergenic	-13261	NM_001320715	8915	Hs.193516	NM_003921	ENSG00000142867	BCL10	CARMEN|CIPER|CLAP|IMD37|c-E10|mE10	BCL10 immune signaling adaptor	protein-coding	0.00289550769997403	-0.943354712496639
43	chr1	85794652	85795100	+	0	NA	intron (NM_001330655, intron 4 of 5)	intron (NM_001330655, intron 4 of 5)	-52561	NM_001320715	8915	Hs.193516	NM_003921	ENSG00000142867	BCL10	CARMEN|CIPER|CLAP|IMD37|c-E10|mE10	BCL10 immune signaling adaptor	protein-coding	2.97362406617239e-05	-0.987711465197671
44	chr1	86042002	86044000	+	0	NA	intron (NM_001134445, intron 1 of 6)	intron (NM_001134445, intron 1 of 6)	882	NM_001134445	23576	Hs.713411	NM_012137	ENSG00000153904	DDAH1	DDAH|DDAH-1|DDAHI|HEL-S-16	dimethylarginine dimethylaminohydrolase 1	protein-coding	0.0037601016155824	-0.643499708823375
45	chr1	86173502	86174800	+	0	NA	promoter-TSS (NM_001170670)	promoter-TSS (NM_001170670)	-35	NM_017953	54680	Hs.5111	NM_017953	ENSG00000117174	ZNHIT6	BCD1|C1orf181|NY-BR-75	zinc finger HIT-type containing 6	protein-coding	0.000196580547055106	-0.609291867624678
46	chr1	87169652	87171750	+	0	NA	promoter-TSS (NR_135837)	promoter-TSS (NR_135837)	442	NM_001206652	51100	Hs.136309	NM_016009	ENSG00000097033	SH3GLB1	Bif-1|CGI-61|PPP1R70|dJ612B15.2	SH3 domain containing GRB2 like, endophilin B1	protein-coding	0.000497942327305128	-0.548256150491656
47	chr1	87793702	87795200	+	0	NA	promoter-TSS (NM_006769)	promoter-TSS (NM_006769)	-112	NM_006769	8543	Hs.436792	NM_006769	ENSG00000143013	LMO4	-	LIM domain only 4	protein-coding	0.00632954761313423	-0.50358745120213
48	chr1	89148702	89151100	+	0	NA	promoter-TSS (NM_001320707)	promoter-TSS (NM_001320707)	-55	NM_001320709	5586	Hs.440833	NM_006256	ENSG00000065243	PKN2	PAK2|PRK2|PRKCL2|PRO2042|Pak-2|STK7	protein kinase N2	protein-coding	1.09027975094507e-06	-0.897886656393237
49	chr1	89457252	89459150	+	0	NA	intron (NM_001008661, intron 1 of 13)	CpG	111	NM_001162536	494115	Hs.481898	NM_019610	ENSG00000213516	RBMXL1	RBM1	RBMX like 1	protein-coding	0.00800262045162249	-0.472895736025126
50	chr1	91486552	91488250	+	0	NA	promoter-TSS (NM_016620)	promoter-TSS (NM_016620)	191	NM_201269	84146	Hs.173001	NM_016620	ENSG00000122482	ZNF644	BM-005|MYP21|NatF|ZEP-2	zinc finger protein 644	protein-coding	0.00615424283398806	-0.587263064319145
51	chr1	94167252	94167650	+	0	NA	intron (NM_001261408, intron 3 of 13)	intron (NM_001261408, intron 3 of 13)	-20058	NM_003567	8412	Hs.36958	NM_003567	ENSG00000137936	BCAR3	AND-34|NSP2|SH2D3B	BCAR3 adaptor protein, NSP family member	protein-coding	0.000206779994771612	-1.16507173615627
52	chr1	94241902	94242800	+	0	NA	intron (NM_001261408, intron 2 of 13)	L1MC5|LINE|L1	-1412	NR_148965	723788	Hs.659312	NR_148965	ENSG00000137936	MIG7	-	mig-7	ncRNA	5.98554968210878e-05	-0.989921509658333
53	chr1	94244152	94246000	+	0	NA	intron (NM_001261408, intron 2 of 13)	L2a|LINE|L2	-4137	NR_148965	723788	Hs.659312	NR_148965	ENSG00000137936	MIG7	-	mig-7	ncRNA	2.11744222975916e-07	-0.876189133636515
54	chr1	95537752	95539250	+	0	NA	promoter-TSS (NM_001305242)	promoter-TSS (NM_001305242)	6	NR_131032	199857	Hs.408927	NM_144988	ENSG00000172339	ALG14	CMS15	ALG14 UDP-N-acetylglucosaminyltransferase subunit	protein-coding	0.00531547913749661	-0.610678300535205
55	chr1	98385952	98387200	+	0	NA	promoter-TSS (NM_001160301)	promoter-TSS (NM_001160301)	39	NM_001160301	1806	Hs.335034	NM_000110	ENSG00000188641	DPYD	DHP|DHPDHASE|DPD	dihydropyrimidine dehydrogenase	protein-coding	0.00882166761980139	-0.602962826978846
56	chr1	98518502	98520300	+	0	NA	Intergenic	CpG	-4152	NR_046105	400765	Hs.451802	NM_001001688	ENSG00000225206	MIR137HG	-	MIR137 host gene	ncRNA	0.00615551278427303	-0.682443171823474
57	chr1	99126802	99128150	+	0	NA	intron (NM_152238, intron 1 of 7)	CpG	199	NM_001364903	51375	Hs.197015	NM_015976	ENSG00000162627	SNX7	-	sorting nexin 7	protein-coding	0.00940657724511797	-0.585783883144744
58	chr1	100315102	100316300	+	0	NA	promoter-TSS (NM_000644)	promoter-TSS (NM_000644)	-216	NM_000642	178	Hs.904	NM_000028	ENSG00000162688	AGL	GDE	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	protein-coding	0.00738465969513396	-0.638793336296022
59	chr1	101360102	101362600	+	0	NA	promoter-TSS (NM_001261441)	promoter-TSS (NM_001261441)	-295	NM_001144884	148867	Hs.533903	NM_133496	ENSG00000162695	SLC30A7	ZNT7|ZnT-7|ZnTL2	solute carrier family 30 member 7	protein-coding	9.27980309535422e-06	-0.827497816171365
60	chr1	108741802	108743750	+	0	NA	5' UTR (NM_013386, exon 1 of 10)	5' UTR (NM_013386, exon 1 of 10)	189	NM_013386	29957	Hs.656870	NM_013386	ENSG00000085491	SLC25A24	APC1|SCAMC-1|SCAMC1	solute carrier family 25 member 24	protein-coding	0.000990429243037395	-0.652458780061213
61	chr1	109618352	109618950	+	0	NA	promoter-TSS (NM_005645)	promoter-TSS (NM_005645)	-26	NM_005645	6884	Hs.632426	NM_005645	ENSG00000197780	TAF13	MRT60|TAF(II)18|TAF2K|TAFII-18|TAFII18	TATA-box binding protein associated factor 13	protein-coding	0.00855509628466841	-0.581107095316749
62	chr1	112794302	112794950	+	0	NA	Intergenic	Intergenic	-144210	NM_018704	55917	Hs.744100	NM_018704	ENSG00000143079	CTTNBP2NL	-	CTTNBP2 N-terminal like	protein-coding	0.000827960356789947	-0.885264820548765
63	chr1	115212152	115213450	+	0	NA	promoter-TSS (NM_001256404)	promoter-TSS (NM_001256404)	-131	NM_001256404	163259	Hs.654928	NM_198459	ENSG00000175984	DENND2C	dJ1156J9.1	DENN domain containing 2C	protein-coding	0.00267576447562632	-0.661488955601123
64	chr1	115322802	115323700	+	0	NA	promoter-TSS (NR_049741)	promoter-TSS (NR_049741)	55	NM_025073	80143	Hs.709277	NM_025073	ENSG00000052723	SIKE1	SIKE	suppressor of IKBKE 1	protein-coding	0.00432864263394653	-0.570529793450213
65	chr1	118471452	118473350	+	0	NA	promoter-TSS (NM_006784)	promoter-TSS (NM_006784)	39	NM_006784	10885	Hs.310809	NM_006784	ENSG00000065183	WDR3	DIP2|UTP12	WD repeat domain 3	protein-coding	0.00069798162663718	-0.642338280764994
66	chr1	119822052	119822400	+	0	NA	Intergenic	Intergenic	-48649	NR_146623	105378934		NR_146623	ENSG00000232650	LINC01780	-	long intergenic non-protein coding RNA 1780	ncRNA	5.66283474572846e-08	-1.36690553649306
67	chr1	143913152	143913900	+	0	NA	promoter-TSS (NM_001346070)	promoter-TSS (NM_001346070)	-357	NM_207418	728833	Hs.535577	NM_207418	ENSG00000215784	FAM72D	GCUD2	family with sequence similarity 72 member D	protein-coding	0.00804651494843252	-0.933000488518253
68	chr1	146555652	146556850	+	0	NA	promoter-TSS (NR_121645)	promoter-TSS (NR_121645)	52	NR_121645	101447996		NR_121645	ENSG00000286172	RNVU1-8	RNU1-145|vU1.8	RNA, variant U1 small nuclear 8	snRNA	0.000413756435471332	-1.42594006239806
69	chr1	147735402	147736400	+	0	NA	intron (NM_001351365, intron 71 of 94)	U1|snRNA|snRNA	-16559	NR_120331	101927468	Hs.515867	NR_120331		LOC101927468	-	uncharacterized LOC101927468	ncRNA	0.00128695452251392	-1.19840167641962
70	chr1	149223202	149224900	+	0	NA	TTS (NR_004400).5	TTS (NR_004400).5	170	NR_004427	26870		NR_004427	ENSG00000207005	RNU1-2	RNU1C1|RNU1C2|U1C1|U1C21	RNA, U1 small nuclear 2	snRNA	0.000401438403472767	-1.0717854701329
71	chr1	151284052	151284400	+	0	NA	intron (NM_001369623, intron 2 of 11)	intron (NM_001369623, intron 2 of 11)	15666	NM_001198775	5298	Hs.632465	NM_002651	ENSG00000143393	PI4KB	NPIK|PI4K-BETA|PI4K92|PI4KBETA|PI4KIIIBETA|PIK4CB	phosphatidylinositol 4-kinase beta	protein-coding	0.000246442807243113	-1.10950170704088
72	chr1	152019952	152021300	+	0	NA	Intergenic	Intergenic	-11146	NM_005620	6282	Hs.417004	NM_005620	ENSG00000163191	S100A11	HEL-S-43|MLN70|S100C	S100 calcium binding protein A11	protein-coding	6.52796035952868e-10	-0.979148505850561
73	chr1	153462802	153463400	+	0	NA	Intergenic	Intergenic	-29974	NM_002963	6278	Hs.112408	NM_002963	ENSG00000143556	S100A7	PSOR1|S100A7c	S100 calcium binding protein A7	protein-coding	0.000304643263930866	-1.12137165959591
74	chr1	153540152	153541500	+	0	NA	Intergenic	Intergenic	-2506	NM_005978	6273	Hs.516484	NM_005978	ENSG00000196754	S100A2	CAN19|S100L	S100 calcium binding protein A2	protein-coding	0.000289398514672437	-0.991227874586208
75	chr1	155931752	155932100	+	0	NA	exon (NM_001162383, exon 10 of 22)	exon (NM_001162383, exon 10 of 22)	-10799	NR_106796	102465442		NR_106796	ENSG00000277817	MIR6738	hsa-mir-6738	microRNA 6738	ncRNA	4.966372418519e-05	-1.15510630257275
76	chr1	156736602	156737750	+	0	NA	promoter-TSS (NM_005973)	promoter-TSS (NM_005973)	-151	NM_005973	5546	Hs.516948	NM_005973	ENSG00000143294	PRCC	RCCP1|TPRC	proline rich mitotic checkpoint control factor	protein-coding	0.00592980571754819	-0.596537496082405
77	chr1	157107452	157108850	+	0	NA	promoter-TSS (NM_001145312)	promoter-TSS (NM_001145312)	36	NM_001145312	2117	Hs.105636	NM_005240	ENSG00000117036	ETV3	METS|PE-1|PE1	ETS variant 3	protein-coding	0.00208281709860915	-0.62391982420501
78	chr1	159893052	159895900	+	0	NA	promoter-TSS (NM_001277224)	promoter-TSS (NM_001277224)	-91	NM_001277223	8407	Hs.517168	NM_003564	ENSG00000158710	TAGLN2	HA1756	transgelin 2	protein-coding	0.0040376769331379	-0.689179054216285
79	chr1	162508652	162509250	+	0	NA	Intergenic	Intergenic	-22279	NM_001324116	6675	Hs.492859	NM_003115	ENSG00000117143	UAP1	AGX|AGX1|AGX2|SPAG2	UDP-N-acetylglucosamine pyrophosphorylase 1	protein-coding	0.00886068025840143	-0.771561103095381
80	chr1	162824002	162826550	+	0	NA	intron (NM_178550, intron 3 of 3)	intron (NM_178550, intron 3 of 3)	13329	NM_178550	339512	Hs.407631	NM_178550	ENSG00000185860	CCDC190	C1orf110	coiled-coil domain containing 190	protein-coding	3.38425040413056e-06	-0.971309160995499
81	chr1	163063002	163063900	+	0	NA	Intergenic	LTR1|LTR|ERV1	21756	NM_001113380	5999	Hs.386726	NM_005613	ENSG00000117152	RGS4	RGP4|SCZD9	regulator of G protein signaling 4	protein-coding	0.00229257586554219	-0.9654316957157
82	chr1	164527752	164528750	+	0	NA	promoter-TSS (NM_001204961)	promoter-TSS (NM_001204961)	-346	NM_001204963	5087	Hs.557097	NM_002585	ENSG00000185630	PBX1	CAKUHED	PBX homeobox 1	protein-coding	0.00424329507609627	-0.614404504830418
83	chr1	165666902	165668400	+	0	NA	promoter-TSS (NR_036683)	promoter-TSS (NR_036683)	148	NM_001365774	223	Hs.2533	NM_000696	ENSG00000143149	ALDH9A1	ALDH4|ALDH7|ALDH9|E3|TMABADH	aldehyde dehydrogenase 9 family member A1	protein-coding	0.00837430491977364	-0.597617182184495
84	chr1	165737702	165738800	+	0	NA	promoter-TSS (NR_125374)	promoter-TSS (NR_125374)	85	NR_125374	100147773	Hs.633824	NR_125374		TMCO1-AS1	-	TMCO1 antisense RNA 1	ncRNA	0.000568476879031417	-0.744784390543058
85	chr1	166807852	166809750	+	0	NA	promoter-TSS (NM_017542)	promoter-TSS (NM_017542)	89	NM_017542	57645	Hs.432752	NM_017542	ENSG00000143157	POGK	BASS2|KRBOX2|LST003	pogo transposable element derived with KRAB domain	protein-coding	0.00562327362217646	-0.533309319355368
86	chr1	169074802	169077300	+	0	NA	5' UTR (NM_001677, exon 1 of 6)	5' UTR (NM_001677, exon 1 of 6)	123	NM_001677	481	Hs.291196	NM_001677	ENSG00000143153	ATP1B1	ATP1B	ATPase Na+/K+ transporting subunit beta 1	protein-coding	0.00664466969634331	-0.527945859542384
87	chr1	169827752	169827850	+	0	NA	intron (NM_181093, intron 11 of 13)	Tigger3b|DNA|TcMar-Tigger	35236	NM_020423	57147	Hs.435560	NM_020423	ENSG00000000457	SCYL3	PACE-1|PACE1	SCY1 like pseudokinase 3	protein-coding	0.00143213142676898	-1.06781433557865
88	chr1	169861852	169863950	+	0	NA	intron (NM_181093, intron 1 of 13)	intron (NM_181093, intron 1 of 13)	136	NM_020423	57147	Hs.435560	NM_020423	ENSG00000000457	SCYL3	PACE-1|PACE1	SCY1 like pseudokinase 3	protein-coding	0.00219174955066652	-0.62218175470978
89	chr1	170500352	170501900	+	0	NA	promoter-TSS (NM_001320252)	promoter-TSS (NM_001320252)	-137	NM_001146039	92344	Hs.183702	NM_152281	ENSG00000120370	GORAB	GO|NTKLBP1|SCYL1BP1	golgin, RAB6 interacting	protein-coding	3.33120250246283e-06	-0.687783353193069
90	chr1	172501102	172503400	+	0	NA	promoter-TSS (NM_001282751)	promoter-TSS (NM_001282751)	-7	NM_001282751	51430	Hs.204559	NM_014283	ENSG00000094975	SUCO	C1orf9|CH1|OPT|SLP1	SUN domain containing ossification factor	protein-coding	0.00156702543800153	-0.488473981563162
91	chr1	176174802	176177100	+	0	NA	exon (NM_001001740, exon 1 of 19)	exon (NM_001001740, exon 1 of 19)	429	NM_001001740	64326	Hs.523744	NM_022457	ENSG00000143207	COP1	RFWD2|RNF200	COP1 E3 ubiquitin ligase	protein-coding	0.00531547913749661	-0.530917531339469
92	chr1	178994452	178996150	+	0	NA	promoter-TSS (NM_001324311)	promoter-TSS (NM_001324311)	42	NM_001324311	9917	Hs.5737	NM_014864	ENSG00000116199	FAM20B	gxk1	FAM20B glycosaminoglycan xylosylkinase	protein-coding	0.00309205430167437	-0.616632745967968
93	chr1	183029552	183029800	+	0	NA	intron (NM_002293, intron 1 of 27)	L2c|LINE|L2	37121	NM_002293	3915	Hs.609663	NM_002293	ENSG00000135862	LAMC1	LAMB2	laminin subunit gamma 1	protein-coding	0.00151251514378359	-1.18215408674222
94	chr1	186343452	186345400	+	0	NA	promoter-TSS (NM_001164245)	promoter-TSS (NM_001164245)	-41	NM_003292	7175	Hs.279640	NM_003292	ENSG00000047410	TPR	-	translocated promoter region, nuclear basket protein	protein-coding	8.55335375420113e-05	-0.679641487560968
95	chr1	193027602	193029450	+	0	NA	promoter-TSS (NM_001350841)	promoter-TSS (NM_001350841)	-36	NM_001199262	51377	Hs.145469	NM_015984	ENSG00000116750	UCHL5	CGI-70|INO80R|UCH-L5|UCH37	ubiquitin C-terminal hydrolase L5	protein-coding	0.000673001234031035	-0.584165523197585
96	chr1	193073502	193075000	+	0	NA	intron (NM_001243399, intron 1 of 3)	CpG	357	NM_197962	51022	Hs.458283	NM_016066	ENSG00000023572	GLRX2	CGI-133|GRX2	glutaredoxin 2	protein-coding	0.00216964116135022	-0.58243735385016
97	chr1	193084702	193085400	+	0	NA	Intergenic	L1MCa|LINE|L1	-6037	NM_024529	79577	Hs.378996	NM_024529	ENSG00000134371	CDC73	C1orf28|FIHP|HPTJT|HRPT1|HRPT2|HYX	cell division cycle 73	protein-coding	0.00231134120029589	-0.753084707461472
