PeakID (cmd=annotatePeaks.pl /dev/fd/63 hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	FDR	logFC
11	chr1	48462902	48463700	+	0	NA	promoter-TSS (NM_001194986)	promoter-TSS (NM_001194986)	-244	NM_001194986	388630	Hs.61504	NM_001194986	ENSG00000269113	TRABD2B	TIKI2	TraB domain containing 2B	protein-coding	0.00566961366115416	1.29390361218117
12	chr1	48526952	48527150	+	0	NA	Intergenic	Intergenic	-63994	NM_001194986	388630	Hs.61504	NM_001194986	ENSG00000269113	TRABD2B	TIKI2	TraB domain containing 2B	protein-coding	3.14856881655345e-06	1.26828162488955
13	chr1	48559402	48560000	+	0	NA	Intergenic	MER5B|DNA|hAT-Charlie	88399	NR_026749	391037	Hs.585393	NR_026749		SKINT1L	BTN12|SKINT1|SKINTL|SKINTP	Skint1 like (pseudogene)	pseudo	3.46000588161427e-07	1.15864021219194
14	chr1	48575152	48575400	+	0	NA	intron (NR_026749, intron 9 of 9)	intron (NR_026749, intron 9 of 9)	72824	NR_026749	391037	Hs.585393	NR_026749		SKINT1L	BTN12|SKINT1|SKINTL|SKINTP	Skint1 like (pseudogene)	pseudo	6.35875290194626e-09	1.62577276110469
15	chr1	48667902	48668150	+	0	NA	Intergenic	Intergenic	-19926	NR_026749	391037	Hs.585393	NR_026749		SKINT1L	BTN12|SKINT1|SKINTL|SKINTP	Skint1 like (pseudogene)	pseudo	0.00716591215005044	1.03608153581714
16	chr1	48669052	48669250	+	0	NA	Intergenic	Intergenic	-19237	NM_001135181	200010	Hs.37890	NM_001011547	ENSG00000117834	SLC5A9	SGLT4	solute carrier family 5 member 9	protein-coding	0.00379913167570372	1.11123262359255
17	chr1	48702602	48702800	+	0	NA	intron (NM_001011547, intron 10 of 13)	intron (NM_001011547, intron 10 of 13)	14313	NM_001011547	200010	Hs.37890	NM_001011547	ENSG00000117834	SLC5A9	SGLT4	solute carrier family 5 member 9	protein-coding	1.49088531573974e-09	1.71247417899317
18	chr1	48937502	48938250	+	0	NA	promoter-TSS (NM_001286239)	promoter-TSS (NM_001286239)	0	NM_001286238	54558	Hs.538103	NM_019073	ENSG00000132122	SPATA6	HASH|SRF-1|SRF1	spermatogenesis associated 6	protein-coding	5.11113581364397e-07	1.01861949345939
19	chr1	48963802	48964450	+	0	NA	Intergenic	MamGypLTR3|LTR|Gypsy	-26246	NM_001286239	54558	Hs.538103	NM_019073	ENSG00000132122	SPATA6	HASH|SRF-1|SRF1	spermatogenesis associated 6	protein-coding	5.18956821238721e-10	1.46328294400398
20	chr1	49038402	49038650	+	0	NA	intron (NR_136623, intron 11 of 12)	intron (NR_136623, intron 11 of 12)	-100646	NM_001286239	54558	Hs.538103	NM_019073	ENSG00000132122	SPATA6	HASH|SRF-1|SRF1	spermatogenesis associated 6	protein-coding	1.30004403282249e-08	1.9847292851397
21	chr1	49143052	49143300	+	0	NA	intron (NM_001323575, intron 6 of 12)	MIRb|SINE|MIR	99387	NM_024603	79656	Hs.475348	NM_024603	ENSG00000162373	BEND5	C1orf165	BEN domain containing 5	protein-coding	6.3162512160187e-09	1.51774304529167
22	chr1	49154202	49154300	+	0	NA	intron (NM_001323575, intron 6 of 12)	intron (NM_001323575, intron 6 of 12)	88312	NM_024603	79656	Hs.475348	NM_024603	ENSG00000162373	BEND5	C1orf165	BEN domain containing 5	protein-coding	2.09673724509437e-05	1.42334648601954
23	chr1	49162852	49163050	+	0	NA	intron (NR_136623, intron 5 of 12)	intron (NR_136623, intron 5 of 12)	79612	NM_024603	79656	Hs.475348	NM_024603	ENSG00000162373	BEND5	C1orf165	BEN domain containing 5	protein-coding	8.42551660192456e-06	1.52608793746853
24	chr1	49283252	49283500	+	0	NA	intron (NR_136623, intron 5 of 12)	intron (NR_136623, intron 5 of 12)	-40735	NR_146232	79656	Hs.475348	NM_024603	ENSG00000162373	BEND5	C1orf165	BEN domain containing 5	protein-coding	1.03258743018961e-07	1.41249217662488
25	chr1	49381902	49382450	+	0	NA	intron (NR_136623, intron 4 of 12)	intron (NR_136623, intron 4 of 12)	-139535	NR_146232	79656	Hs.475348	NM_024603	ENSG00000162373	BEND5	C1orf165	BEN domain containing 5	protein-coding	5.94578765676331e-06	1.52174445172029
26	chr1	50737702	50737950	+	0	NA	Intergenic	Intergenic	151289	NM_032110	63950	Hs.334481	NM_032110	ENSG00000142700	DMRTA2	-	DMRT like family A2	protein-coding	4.78138529601377e-07	1.55878394552157
27	chr1	50774602	50774800	+	0	NA	Intergenic	Intergenic	114414	NM_032110	63950	Hs.334481	NM_032110	ENSG00000142700	DMRTA2	-	DMRT like family A2	protein-coding	0.00363282567440339	1.13051600543604
28	chr1	50798702	50799550	+	0	NA	Intergenic	CpG	89989	NM_032110	63950	Hs.334481	NM_032110	ENSG00000142700	DMRTA2	-	DMRT like family A2	protein-coding	1.61316949803132e-07	1.77328172254896
29	chr1	50814252	50814850	+	0	NA	Intergenic	Intergenic	74564	NM_032110	63950	Hs.334481	NM_032110	ENSG00000142700	DMRTA2	-	DMRT like family A2	protein-coding	4.84654382938137e-11	1.57954205121363
30	chr1	50834002	50834600	+	0	NA	Intergenic	Intergenic	54814	NM_032110	63950	Hs.334481	NM_032110	ENSG00000142700	DMRTA2	-	DMRT like family A2	protein-coding	8.7545220282558e-08	1.4825375988588
31	chr1	51071252	51071450	+	0	NA	intron (NM_007051, intron 8 of 18)	intron (NM_007051, intron 8 of 18)	-182236	NM_032110	63950	Hs.334481	NM_032110	ENSG00000142700	DMRTA2	-	DMRT like family A2	protein-coding	0.00147522448943386	1.07601342941741
32	chr1	51339202	51339350	+	0	NA	intron (NM_007051, intron 1 of 18)	MER66C|LTR|ERV1	86663	NM_007051	11124	Hs.530402	NM_007051	ENSG00000185104	FAF1	CGI-03|HFAF1s|UBXD12|UBXN3A|hFAF1	Fas associated factor 1	protein-coding	0.000197119282888247	1.31724719434142
33	chr1	51762502	51763000	+	0	NA	intron (NM_001080494, intron 12 of 17)	intron (NM_001080494, intron 12 of 17)	882	NM_001297667	22996	Hs.112949	NM_001080494	ENSG00000085831	TTC39A	C1orf34|DEME-6	tetratricopeptide repeat domain 39A	protein-coding	0.00359883901552569	0.827965871165677
34	chr1	55276152	55276450	+	0	NA	intron (NM_001110533, intron 4 of 9)	intron (NM_001110533, intron 4 of 9)	4565	NM_152607	163747	Hs.376018	NM_152607	ENSG00000162398	LEXM	C1orf177|LEM	lymphocyte expansion molecule	protein-coding	0.00313008198747038	0.880572891682948
35	chr1	55537202	55537500	+	0	NA	intron (NM_015306, intron 67 of 67)	intron (NM_015306, intron 67 of 67)	31456	NR_110451	255738	Hs.18844	NM_174936	ENSG00000169174	PCSK9	FH3|HCHOLA3|LDLCQ1|NARC-1|NARC1|PC9	proprotein convertase subtilisin/kexin type 9	protein-coding	0.000444585914542626	1.23163978312623
36	chr1	55606252	55606550	+	0	NA	intron (NM_015306, intron 24 of 67)	intron (NM_015306, intron 24 of 67)	74636	NM_015306	23358	Hs.477009	NM_015306	ENSG00000162402	USP24	-	ubiquitin specific peptidase 24	protein-coding	4.8976849185697e-05	1.07108618778929
37	chr1	55609402	55609700	+	0	NA	intron (NM_015306, intron 21 of 67)	intron (NM_015306, intron 21 of 67)	71486	NM_015306	23358	Hs.477009	NM_015306	ENSG00000162402	USP24	-	ubiquitin specific peptidase 24	protein-coding	0.00655134644379664	0.720012653501166
38	chr1	55743052	55743550	+	0	NA	Intergenic	Intergenic	51987	NR_039618	100616272		NR_039618	ENSG00000265822	MIR4422	mir-4422	microRNA 4422	ncRNA	0.00166956796369164	0.69801239520835
39	chr1	55750502	55750700	+	0	NA	Intergenic	Intergenic	59287	NR_039618	100616272		NR_039618	ENSG00000265822	MIR4422	mir-4422	microRNA 4422	ncRNA	1.54960561366448e-07	1.51004192855842
40	chr1	55841402	55841600	+	0	NA	Intergenic	Intergenic	150187	NR_039618	100616272		NR_039618	ENSG00000265822	MIR4422	mir-4422	microRNA 4422	ncRNA	0.00809661152360852	0.945355764593353
41	chr1	56167802	56168050	+	0	NA	Intergenic	Intergenic	242710	NR_147162	105378739	Hs.98895	NR_147162	ENSG00000230250	LINC01753	-	long intergenic non-protein coding RNA 1753	ncRNA	3.37972647619613e-06	1.21386472539844
42	chr1	56358902	56359150	+	0	NA	Intergenic	L1PREC2|LINE|L1	51610	NR_147162	105378739	Hs.98895	NR_147162	ENSG00000230250	LINC01753	-	long intergenic non-protein coding RNA 1753	ncRNA	0.0002241684834143	1.0668008078675
43	chr1	57042952	57043050	+	0	NA	intron (NM_003713, intron 1 of 5)	intron (NM_003713, intron 1 of 5)	2235	NM_003713	8613	Hs.405156	NM_003713	ENSG00000162407	PLPP3	Dri42|LPP3|PAP2B|PPAP2B|VCIP	phospholipid phosphatase 3	protein-coding	0.00127025790589089	1.28245090408124
44	chr1	57044002	57045350	+	0	NA	exon (NM_003713, exon 1 of 6)	exon (NM_003713, exon 1 of 6)	560	NM_003713	8613	Hs.405156	NM_003713	ENSG00000162407	PLPP3	Dri42|LPP3|PAP2B|PPAP2B|VCIP	phospholipid phosphatase 3	protein-coding	2.11714864621217e-06	1.47931810780847
45	chr1	57110802	57111100	+	0	NA	promoter-TSS (NR_135111)	promoter-TSS (NR_135111)	-36	NM_006252	5563	Hs.437039	NM_006252	ENSG00000162409	PRKAA2	AMPK|AMPK2|AMPKa2|PRKAA	protein kinase AMP-activated catalytic subunit alpha 2	protein-coding	0.00027114557415653	1.37809345364181
46	chr1	57175102	57175250	+	0	NA	3' UTR (NM_006252, exon 9 of 9)	3' UTR (NM_006252, exon 9 of 9)	-64185	NR_135111	101929935		NR_135111		LOC101929935	-	uncharacterized LOC101929935	ncRNA	1.60604858348351e-07	1.80764171217712
47	chr1	57286752	57287000	+	0	NA	Intergenic	Intergenic	-1799	NM_001004303	199920	Hs.437655	NM_001004303	ENSG00000187889	FYB2	ARAP|C1orf168	FYN binding protein 2	protein-coding	0.000184219786685781	1.24252294753349
48	chr1	57297652	57297850	+	0	NA	Intergenic	Intergenic	-12674	NM_001004303	199920	Hs.437655	NM_001004303	ENSG00000187889	FYB2	ARAP|C1orf168	FYN binding protein 2	protein-coding	0.00310223241725106	1.03377349599828
49	chr1	58236602	58236700	+	0	NA	intron (NM_021080, intron 2 of 16)	MIRb|SINE|MIR	-89602	NR_104363	101926890	Hs.662207	NR_104362	ENSG00000226759	DAB1-AS1	-	DAB1 antisense RNA 1	ncRNA	1.23323915871428e-05	1.53082311082314
50	chr1	58628652	58629000	+	0	NA	intron (NM_001353980, intron 1 of 5)	LTR50|LTR|ERVL	87349	NM_021080	1600	Hs.477370	NM_021080	ENSG00000173406	DAB1	SCA37	DAB adaptor protein 1	protein-coding	9.79226239099962e-10	1.48562623988462
51	chr1	59011302	59012850	+	0	NA	intron (NM_145243, intron 1 of 8)	intron (NM_145243, intron 1 of 8)	322	NM_145243	115209	Hs.425769	NM_145243	ENSG00000162600	OMA1	2010001O09Rik|DAB1|MPRP-1|MPRP1|YKR087C|ZMPOMA1|peptidase	OMA1 zinc metallopeptidase	protein-coding	0.000176294457290236	1.55161422111494
52	chr1	59038502	59038600	+	0	NA	Intergenic	Intergenic	4373	NM_002353	4070	Hs.23582	NM_002353	ENSG00000184292	TACSTD2	EGP-1|EGP1|GA733-1|GA7331|GP50|M1S1|TROP2	tumor associated calcium signal transducer 2	protein-coding	4.02701237289943e-10	2.75229967503383
53	chr1	59039652	59039900	+	0	NA	Intergenic	Intergenic	3148	NM_002353	4070	Hs.23582	NM_002353	ENSG00000184292	TACSTD2	EGP-1|EGP1|GA733-1|GA7331|GP50|M1S1|TROP2	tumor associated calcium signal transducer 2	protein-coding	0.000164482614493769	1.54138647221157
54	chr1	59058352	59058450	+	0	NA	Intergenic	Intergenic	-15477	NM_002353	4070	Hs.23582	NM_002353	ENSG00000184292	TACSTD2	EGP-1|EGP1|GA733-1|GA7331|GP50|M1S1|TROP2	tumor associated calcium signal transducer 2	protein-coding	0.000503600308784526	1.33671635426336
55	chr1	59118152	59118600	+	0	NA	Intergenic	Intergenic	47358	NM_001085487	114803	Hs.744921	NM_001085487	ENSG00000162601	MYSM1	2A-DUB|2ADUB|BMFS4	Myb like, SWIRM and MPN domains 1	protein-coding	0.000546009740943287	1.25131849485973
56	chr1	59239102	59239350	+	0	NA	Intergenic	Intergenic	10493	NM_002228	3725	Hs.696684	NM_002228	ENSG00000177606	JUN	AP-1|AP1|c-Jun|p39	Jun proto-oncogene, AP-1 transcription factor subunit	protein-coding	0.000610338055781317	1.30395635993138
57	chr1	59245302	59248450	+	0	NA	3' UTR (NM_002228, exon 1 of 1)	3' UTR (NM_002228, exon 1 of 1)	2843	NM_002228	3725	Hs.696684	NM_002228	ENSG00000177606	JUN	AP-1|AP1|c-Jun|p39	Jun proto-oncogene, AP-1 transcription factor subunit	protein-coding	7.72809653848513e-06	1.76595842836342
58	chr1	59478852	59479550	+	0	NA	Intergenic	Intergenic	-6947	NR_110626	101926925		NR_110626		LINC01358	-	long intergenic non-protein coding RNA 1358	ncRNA	0.00138032835542622	1.14462950140295
59	chr1	60224902	60225450	+	0	NA	intron (NM_001244714, intron 13 of 13)	intron (NM_001244714, intron 13 of 13)	-13291	NR_110627	101926944	Hs.720353	NR_110627		LOC101926944	-	uncharacterized LOC101926944	ncRNA	1.51254520306601e-06	0.991274750138876
60	chr1	60345302	60345550	+	0	NA	Intergenic	Intergenic	47019	NM_000775	1573	Hs.152096	NM_000775	ENSG00000134716	CYP2J2	CPJ2|CYPIIJ2	cytochrome P450 family 2 subfamily J member 2	protein-coding	2.6205645940906e-05	1.08828244827525
61	chr1	60412852	60413500	+	0	NA	Intergenic	Intergenic	-20706	NR_134982	1573	Hs.152096	NM_000775	ENSG00000134716	CYP2J2	CPJ2|CYPIIJ2	cytochrome P450 family 2 subfamily J member 2	protein-coding	1.39942018035352e-11	1.46116302149897
62	chr1	60436952	60437550	+	0	NA	Intergenic	Intergenic	-44781	NR_134982	1573	Hs.152096	NM_000775	ENSG00000134716	CYP2J2	CPJ2|CYPIIJ2	cytochrome P450 family 2 subfamily J member 2	protein-coding	2.52730506127333e-07	1.34037722899011
63	chr1	60442352	60442800	+	0	NA	Intergenic	Intergenic	-50106	NR_134982	1573	Hs.152096	NM_000775	ENSG00000134716	CYP2J2	CPJ2|CYPIIJ2	cytochrome P450 family 2 subfamily J member 2	protein-coding	4.09521144661774e-08	1.32042690364985
64	chr1	60747052	60747350	+	0	NA	Intergenic	Intergenic	-207759	NM_152377	127795	Hs.47385	NM_152377	ENSG00000162598	C1orf87	CREF	chromosome 1 open reading frame 87	protein-coding	6.79709026470356e-11	1.47770299553034
65	chr1	60891302	60891500	+	0	NA	Intergenic	L1MA9|LINE|L1	196956	NR_146508	105378763	Hs.551175	NR_146508	ENSG00000226476	LINC01748	-	long intergenic non-protein coding RNA 1748	ncRNA	3.97138499656142e-09	1.61886260163194
66	chr1	61105602	61106350	+	0	NA	Intergenic	L1PA2|LINE|L1	-17619	NR_146508	105378763	Hs.551175	NR_146508	ENSG00000226476	LINC01748	-	long intergenic non-protein coding RNA 1748	ncRNA	0.000406801455506571	0.748787032008154
67	chr1	61231002	61231150	+	0	NA	intron (NR_110628, intron 1 of 5)	intron (NR_110628, intron 1 of 5)	60180	NR_110628	101926964	Hs.650459	NR_110628	ENSG00000231252	LOC101926964	-	uncharacterized LOC101926964	ncRNA	0.00122971220090007	1.21100873294046
68	chr1	61444702	61444900	+	0	NA	Intergenic	Intergenic	-8353	NR_110618	100996570	Hs.46616	NR_110617	ENSG00000237928	NFIA-AS2	-	NFIA antisense RNA 2	ncRNA	2.8319237592583e-07	1.91421377825666
69	chr1	61508602	61508950	+	0	NA	Intergenic	CpG	-34123	NM_001145511	4774	Hs.740757	NM_005595	ENSG00000162599	NFIA	BRMUTD|CTF|NF-I/A|NF1-A|NFI-A|NFI-L	nuclear factor I A	protein-coding	0.000201109462456378	0.949246783738913
70	chr1	61515402	61516450	+	0	NA	Intergenic	CpG	-26973	NM_001145511	4774	Hs.740757	NM_005595	ENSG00000162599	NFIA	BRMUTD|CTF|NF-I/A|NF1-A|NFI-A|NFI-L	nuclear factor I A	protein-coding	4.60082235012997e-07	0.955912654169048
71	chr1	61542352	61543950	+	0	NA	5' UTR (NM_001145511, exon 1 of 11)	5' UTR (NM_001145511, exon 1 of 11)	252	NM_001145511	4774	Hs.740757	NM_005595	ENSG00000162599	NFIA	BRMUTD|CTF|NF-I/A|NF1-A|NFI-A|NFI-L	nuclear factor I A	protein-coding	2.86340890487861e-07	1.06526471568156
72	chr1	61803652	61804350	+	0	NA	intron (NM_001145512, intron 5 of 11)	intron (NM_001145512, intron 5 of 11)	-84811	NR_104180	645030	Hs.632410	NR_104180	ENSG00000237853	NFIA-AS1	-	NFIA antisense RNA 1	ncRNA	0.000308866148059296	0.955998566034489
73	chr1	61919102	61919350	+	0	NA	intron (NM_001145512, intron 11 of 11)	intron (NM_001145512, intron 11 of 11)	-200036	NR_104180	645030	Hs.632410	NR_104180	ENSG00000237853	NFIA-AS1	-	NFIA antisense RNA 1	ncRNA	2.37074935565522e-07	1.33773940736669
74	chr1	62054252	62054800	+	0	NA	Intergenic	Intergenic	-65388	NR_073400	414927	Hs.123471	NR_073400		MGC34796	-	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) pseudogene	pseudo	9.45495288678943e-06	1.06698105202065
75	chr1	62207452	62209200	+	0	NA	intron (NM_176877, intron 1 of 42)	CpG	174	NM_001350145	10207	Hs.478125	NM_005799	ENSG00000132849	PATJ	Cipp|INADL|InaD-like|hINADL	PATJ crumbs cell polarity complex component	protein-coding	0.00130229219806148	0.78345337446264
76	chr1	62641402	62641550	+	0	NA	Intergenic	Intergenic	-19045	NM_001164835	54596	Hs.685462	NM_019079	ENSG00000240563	L1TD1	ECAT11	LINE1 type transposase domain containing 1	protein-coding	0.0076738057897139	1.00924857447432
77	chr1	63614802	63615050	+	0	NA	Intergenic	MER117|DNA|hAT-Charlie	-136784	NR_146606	105378769	Hs.435002	NR_146605	ENSG00000229537	LINC01739	-	long intergenic non-protein coding RNA 1739	ncRNA	0.00110623709445461	1.15893675893379
78	chr1	64140102	64140400	+	0	NA	Intergenic	Intergenic	51364	NM_001172818	5236	Hs.1869	NM_002633	ENSG00000079739	PGM1	CDG1T|GSD14	phosphoglucomutase 1	protein-coding	4.45650180409272e-06	1.27392551101419
79	chr1	64157652	64157900	+	0	NA	Intergenic	Intergenic	68889	NM_001172818	5236	Hs.1869	NM_002633	ENSG00000079739	PGM1	CDG1T|GSD14	phosphoglucomutase 1	protein-coding	4.36488141698141e-05	1.22152340535254
80	chr1	64239302	64240850	+	0	NA	5' UTR (NM_001083592, exon 1 of 7)	5' UTR (NM_001083592, exon 1 of 7)	388	NM_001083592	4919	Hs.128753	NM_005012	ENSG00000185483	ROR1	NTRKR1|dJ537F10.1	receptor tyrosine kinase like orphan receptor 1	protein-coding	0.00683922899548178	1.15568735713157
81	chr1	64711152	64711550	+	0	NA	non-coding (NR_158768, exon 10 of 10)	non-coding (NR_158768, exon 10 of 10)	42045	NM_001366232	148581	Hs.388746	NM_152489	ENSG00000177414	UBE2U	-	ubiquitin conjugating enzyme E2 U	protein-coding	0.00904221081817136	0.804723512544553
82	chr1	65532302	65534050	+	0	NA	intron (NM_001321853, intron 1 of 26)	CpG-1205	253	NM_001321853	3716	Hs.207538	NM_002227	ENSG00000162434	JAK1	JAK1A|JAK1B|JTK3	Janus kinase 1	protein-coding	0.00744315262137118	1.10940977417376
83	chr1	65541102	65541350	+	0	NA	Intergenic	Intergenic	-7797	NM_001321852	3716	Hs.207538	NM_002227	ENSG00000162434	JAK1	JAK1A|JAK1B|JTK3	Janus kinase 1	protein-coding	1.8831053165658e-07	1.25560413399203
84	chr1	65612952	65615050	+	0	NA	promoter-TSS (NM_001330616)	promoter-TSS (NM_001330616)	115	NM_013410	205	Hs.10862	NM_013410	ENSG00000162433	AK4	AK 4|AK3|AK3L1|AK3L2	adenylate kinase 4	protein-coding	0.00123517505035899	0.834286722535712
85	chr1	65675052	65675450	+	0	NA	intron (NM_001330616, intron 2 of 4)	intron (NM_001330616, intron 2 of 4)	-55126	NM_001256865	9829	Hs.647643	NM_014787	ENSG00000116675	DNAJC6	DJC6|PARK19	DnaJ heat shock protein family (Hsp40) member C6	protein-coding	8.76313673267638e-08	1.34085049522236
86	chr1	65681402	65681500	+	0	NA	intron (NM_001330616, intron 2 of 4)	intron (NM_001330616, intron 2 of 4)	-48926	NM_001256865	9829	Hs.647643	NM_014787	ENSG00000116675	DNAJC6	DJC6|PARK19	DnaJ heat shock protein family (Hsp40) member C6	protein-coding	0.00207062722730834	1.23291712006166
87	chr1	65719702	65720750	+	0	NA	Intergenic	CpG	-10151	NM_001256865	9829	Hs.647643	NM_014787	ENSG00000116675	DNAJC6	DJC6|PARK19	DnaJ heat shock protein family (Hsp40) member C6	protein-coding	7.5423621270598e-09	1.10918722417636
88	chr1	65885302	65887350	+	0	NA	promoter-TSS (NM_001198681)	promoter-TSS (NM_001198681)	-9	NM_001003680	3953	Hs.23581	NM_002303	ENSG00000116678	LEPR	CD295|LEP-R|LEPRD|OB-R|OBR	leptin receptor	protein-coding	1.53864670099055e-10	0.76351391325304
89	chr1	65896902	65897100	+	0	NA	intron (NM_017526, intron 3 of 3)	intron (NM_017526, intron 3 of 3)	10602	NM_001198681	54741	Hs.23581	NM_017526	ENSG00000213625	LEPROT	LEPR|OB-RGRP|OBRGRP|VPS55	leptin receptor overlapping transcript	protein-coding	1.43342117751416e-06	1.50331080074205
90	chr1	65925152	65925350	+	0	NA	intron (NM_001003680, intron 2 of 19)	LTR41|LTR|ERVL	38852	NM_001198681	54741	Hs.23581	NM_017526	ENSG00000213625	LEPROT	LEPR|OB-RGRP|OBRGRP|VPS55	leptin receptor overlapping transcript	protein-coding	1.00802630751912e-13	2.41226271179057
91	chr1	66153452	66153800	+	0	NA	Intergenic	Intergenic	-104567	NM_001297440	5142	Hs.198072	NM_002600	ENSG00000184588	PDE4B	DPDE4|PDEIVB	phosphodiesterase 4B	protein-coding	3.55238049120334e-09	1.59927744030657
92	chr1	66424602	66425000	+	0	NA	intron (NM_001037341, intron 3 of 16)	intron (NM_001037341, intron 3 of 16)	-33498	NM_001037340	5142	Hs.198072	NM_002600	ENSG00000184588	PDE4B	DPDE4|PDEIVB	phosphodiesterase 4B	protein-coding	1.52075838547495e-06	1.24353756193873
93	chr1	66708352	66708700	+	0	NA	intron (NM_001037340, intron 1 of 14)	intron (NM_001037340, intron 1 of 14)	-89265	NM_001037339	5142	Hs.198072	NM_002600	ENSG00000184588	PDE4B	DPDE4|PDEIVB	phosphodiesterase 4B	protein-coding	6.5247907683102e-09	1.05442572216349
94	chr1	66719052	66719300	+	0	NA	intron (NM_001297441, intron 3 of 15)	intron (NM_001297441, intron 3 of 15)	-78615	NM_001037339	5142	Hs.198072	NM_002600	ENSG00000184588	PDE4B	DPDE4|PDEIVB	phosphodiesterase 4B	protein-coding	8.25055303569674e-11	1.69864747011252
95	chr1	66911952	66912450	+	0	NA	Intergenic	Intergenic	-87075	NM_001308203	84251	Hs.132121	NM_032291	ENSG00000118473	SGIP1	-	SH3 domain GRB2 like endophilin interacting protein 1	protein-coding	1.11358391872614e-06	1.36602085740082
96	chr1	66969602	66969850	+	0	NA	Intergenic	Intergenic	-29550	NM_001308203	84251	Hs.132121	NM_032291	ENSG00000118473	SGIP1	-	SH3 domain GRB2 like endophilin interacting protein 1	protein-coding	8.04222804629515e-08	1.42429000104799
97	chr1	67191602	67192100	+	0	NA	intron (NM_001350218, intron 17 of 22)	LTR41|LTR|ERVL	-26291	NM_152665	200132	Hs.479226	NM_152665	ENSG00000152760	TCTEX1D1	-	Tctex1 domain containing 1	protein-coding	3.12061000687393e-14	1.90640646175331
98	chr1	67230752	67230950	+	0	NA	intron (NM_152665, intron 2 of 4)	intron (NM_152665, intron 2 of 4)	12709	NM_152665	200132	Hs.479226	NM_152665	ENSG00000152760	TCTEX1D1	-	Tctex1 domain containing 1	protein-coding	0.00018080768798326	1.35990236399391
99	chr1	67389652	67391950	+	0	NA	promoter-TSS (NM_207014)	promoter-TSS (NM_207014)	128	NM_001146112	57708	Hs.605432	NM_020948	ENSG00000198160	MIER1	ER1|MI-ER1	MIER1 transcriptional regulator	protein-coding	0.000375086411273877	1.63693848955593
