PeakID (cmd=annotatePeaks.pl /dev/fd/63 hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	FDR	logFC
37	chr1	59245302	59248450	+	0	NA	3' UTR (NM_002228, exon 1 of 1)	3' UTR (NM_002228, exon 1 of 1)	2843	NM_002228	3725	Hs.696684	NM_002228	ENSG00000177606	JUN	AP-1|AP1|c-Jun|p39	Jun proto-oncogene, AP-1 transcription factor subunit	protein-coding	0.000351430559852791	-0.971830933177925
38	chr1	59248402	59251500	+	0	NA	promoter-TSS (NR_034014)	promoter-TSS (NR_034014)	-232	NM_002228	3725	Hs.696684	NM_002228	ENSG00000177606	JUN	AP-1|AP1|c-Jun|p39	Jun proto-oncogene, AP-1 transcription factor subunit	protein-coding	0.00729765068956299	-0.903656473260774
39	chr1	59314302	59315350	+	0	NA	intron (NR_108106, intron 1 of 1)	intron (NR_108106, intron 1 of 1)	64003	NR_034015	100131060	Hs.680604	NR_034014	ENSG00000234807	LINC01135	-	long intergenic non-protein coding RNA 1135	ncRNA	0.00322020222814188	-0.997279115409409
40	chr1	59347002	59347550	+	0	NA	intron (NR_108106, intron 1 of 1)	intron (NR_108106, intron 1 of 1)	96453	NR_034015	100131060	Hs.680604	NR_034014	ENSG00000234807	LINC01135	-	long intergenic non-protein coding RNA 1135	ncRNA	0.004188124872257	-1.28024700213904
41	chr1	59348702	59349800	+	0	NA	intron (NR_108106, intron 1 of 1)	L3|LINE|CR1	98428	NR_034015	100131060	Hs.680604	NR_034014	ENSG00000234807	LINC01135	-	long intergenic non-protein coding RNA 1135	ncRNA	5.46227752446778e-05	-1.42171215143191
42	chr1	64811152	64811600	+	0	NA	Intergenic	(CA)n|Simple_repeat|Simple_repeat	-124436	NM_020925	57685	Hs.443891	NM_020925	ENSG00000158966	CACHD1	-	cache domain containing 1	protein-coding	0.00907140882071567	-2.18840996276956
43	chr1	85724302	85725950	+	0	NA	exon (NM_198077, exon 1 of 3)	exon (NM_198077, exon 1 of 3)	219	NM_198077	148423	Hs.26226	NM_198077	ENSG00000162642	C1orf52	gm117	chromosome 1 open reading frame 52	protein-coding	6.95359589694627e-05	-1.74565540768934
44	chr1	90418852	90419100	+	0	NA	Intergenic	LTR8A|LTR|ERV1	41549	NR_002830	492303	Hs.550796	NR_002830		GEMIN8P4	-	gem nuclear organelle associated protein 8 pseudogene 4	pseudo	0.00413879066435615	-1.36564174040983
45	chr1	90868702	90869050	+	0	NA	Intergenic	Zaphod|DNA|hAT-Tip100	-254431	NR_145742	109616984		NR_145742	ENSG00000199666	SNORD3G	-	small nucleolar RNA, C/D box 3G	snoRNA	0.000606858525614643	-1.25984471746853
46	chr1	94167252	94167650	+	0	NA	intron (NM_001261408, intron 3 of 13)	intron (NM_001261408, intron 3 of 13)	-20058	NM_003567	8412	Hs.36958	NM_003567	ENSG00000137936	BCAR3	AND-34|NSP2|SH2D3B	BCAR3 adaptor protein, NSP family member	protein-coding	0.00368356137389892	-1.27467158553648
47	chr1	94244152	94246000	+	0	NA	intron (NM_001261408, intron 2 of 13)	L2a|LINE|L2	-4137	NR_148965	723788	Hs.659312	NR_148965	ENSG00000137936	MIG7	-	mig-7	ncRNA	0.000380774374131833	-0.904518919626403
48	chr1	94790952	94791650	+	0	NA	Intergenic	Intergenic	-77999	NM_001328664	9411	Hs.483238	NM_004815	ENSG00000137962	ARHGAP29	PARG1	Rho GTPase activating protein 29	protein-coding	0.00718910316714092	-1.73113546716433
49	chr1	109262602	109263000	+	0	NA	intron (NM_001144937, intron 4 of 12)	C-rich|Low_complexity|Low_complexity	7271	NM_001144937	163479	Hs.258253	NM_173532	ENSG00000143107	FNDC7	-	fibronectin type III domain containing 7	protein-coding	0.000215131727667914	-1.84346369283599
50	chr1	112794302	112794950	+	0	NA	Intergenic	Intergenic	-144210	NM_018704	55917	Hs.744100	NM_018704	ENSG00000143079	CTTNBP2NL	-	CTTNBP2 N-terminal like	protein-coding	7.92323509151488e-07	-1.82605804997447
51	chr1	119822052	119822400	+	0	NA	Intergenic	Intergenic	-48649	NR_146623	105378934		NR_146623	ENSG00000232650	LINC01780	-	long intergenic non-protein coding RNA 1780	ncRNA	0.00716878478609471	-1.32404375893109
52	chr1	148000252	148001000	+	0	NA	intron (NR_148945, intron 1 of 1)	CpG	6480	NR_104086	101954277		NR_104086	ENSG00000275538	RNVU1-19	RNU1-126|RNU1-147|RNVU1-13|vU1.13|vU1.19	RNA, variant U1 small nuclear 19	snRNA	0.00899866820309335	-1.728620543025
53	chr1	151284052	151284400	+	0	NA	intron (NM_001369623, intron 2 of 11)	intron (NM_001369623, intron 2 of 11)	15666	NM_001198775	5298	Hs.632465	NM_002651	ENSG00000143393	PI4KB	NPIK|PI4K-BETA|PI4K92|PI4KBETA|PI4KIIIBETA|PIK4CB	phosphatidylinositol 4-kinase beta	protein-coding	0.000341161411334829	-1.42482450957106
54	chr1	153462802	153463400	+	0	NA	Intergenic	Intergenic	-29974	NM_002963	6278	Hs.112408	NM_002963	ENSG00000143556	S100A7	PSOR1|S100A7c	S100 calcium binding protein A7	protein-coding	0.00187626954384568	-1.66451701783424
55	chr1	153538102	153539550	+	0	NA	promoter-TSS (NM_001366407)	promoter-TSS (NM_001366407)	-506	NM_005978	6273	Hs.516484	NM_005978	ENSG00000196754	S100A2	CAN19|S100L	S100 calcium binding protein A2	protein-coding	0.00512824425613023	-1.03186450290666
56	chr1	155931752	155932100	+	0	NA	exon (NM_001162383, exon 10 of 22)	exon (NM_001162383, exon 10 of 22)	-10799	NR_106796	102465442		NR_106796	ENSG00000277817	MIR6738	hsa-mir-6738	microRNA 6738	ncRNA	0.00860803674967959	-0.972448040959006
57	chr1	156083902	156084800	+	0	NA	promoter-TSS (NM_001282626)	promoter-TSS (NM_001282626)	-110	NM_005572	4000	Hs.594444	NM_005572	ENSG00000160789	LMNA	CDCD1|CDDC|CMD1A|CMT2B1|EMD2|FPL|FPLD|FPLD2|HGPS|IDC|LDP1|LFP|LGMD1B|LMN1|LMNC|LMNL1|MADA|PRO1	lamin A/C	protein-coding	0.0078584553111178	-1.84605289895525
58	chr1	162508652	162509250	+	0	NA	Intergenic	Intergenic	-22279	NM_001324116	6675	Hs.492859	NM_003115	ENSG00000117143	UAP1	AGX|AGX1|AGX2|SPAG2	UDP-N-acetylglucosamine pyrophosphorylase 1	protein-coding	0.000586514768588692	-1.4964496393321
59	chr1	181104602	181104800	+	0	NA	Intergenic	Intergenic	-38919	NR_125966	101928973	Hs.637822	NR_125966	ENSG00000237292	LINC01732	-	long intergenic non-protein coding RNA 1732	ncRNA	0.00391476625219947	-1.70826034940211
60	chr1	187996202	187997250	+	0	NA	Intergenic	MIR|SINE|MIR	583966	NR_132374	106144535	Hs.568709	NR_132374		LINC01037	-	long intergenic non-protein coding RNA 1037	ncRNA	1.10223054602886e-06	-1.3114360500325
61	chr1	193084702	193085400	+	0	NA	Intergenic	L1MCa|LINE|L1	-6037	NM_024529	79577	Hs.378996	NM_024529	ENSG00000134371	CDC73	C1orf28|FIHP|HPTJT|HRPT1|HRPT2|HYX	cell division cycle 73	protein-coding	4.49912984445752e-05	-1.02411714940692
62	chr1	200609152	200609400	+	0	NA	TTS (NM_001320181)	TTS (NM_001320181)	-19397	NM_014875	9928	Hs.3104	NM_014875	ENSG00000118193	KIF14	MCPH20|MKS12	kinesin family member 14	protein-coding	0.00427670934240185	-1.20677429609021
63	chr1	201430102	201431350	+	0	NA	Intergenic	Intergenic	7573	NR_073080	23612	Hs.153944	NM_012396	ENSG00000174307	PHLDA3	TIH1	pleckstrin homology like domain family A member 3	protein-coding	7.43629203476544e-05	-1.55019030730087
64	chr1	201682452	201684400	+	0	NA	intron (NM_020443, intron 2 of 29)	intron (NM_020443, intron 2 of 29)	-5210	NR_049823	100847050		NR_049823	ENSG00000264802	MIR5191	-	microRNA 5191	ncRNA	0.000509654135263545	-1.18713956238197
65	chr1	202558102	202558800	+	0	NA	TTS (NM_001197131)	TTS (NM_001197131)	49209	NM_001197131	4660	Hs.444403	NM_002481	ENSG00000077157	PPP1R12B	MYPT2|PP1bp55	protein phosphatase 1 regulatory subunit 12B	protein-coding	0.00156189018845384	-1.10732355772142
66	chr1	203632502	203632750	+	0	NA	intron (NM_001365784, intron 1 of 20)	intron (NM_001365784, intron 1 of 20)	35561	NM_001365784	493	Hs.343522	NM_001684	ENSG00000058668	ATP2B4	ATP2B2|MXRA1|PMCA4|PMCA4b|PMCA4x	ATPase plasma membrane Ca2+ transporting 4	protein-coding	0.0045633655382838	-1.70945922357561
67	chr1	210013102	210013700	+	0	NA	intron (NM_014388, intron 7 of 11)	L2b|LINE|L2	12084	NM_014388	27042	Hs.194754	NM_014388	ENSG00000117597	UTP25	C1orf107|DEF|DIEXF|DJ434O14.5	UTP25 small subunit processor component	protein-coding	0.00602090640506823	-0.844274430891534
68	chr1	210058052	210058350	+	0	NA	Intergenic	Intergenic	-53318	NM_001146261	255928	Hs.658866	NM_153262	ENSG00000143469	SYT14	SCAR11|sytXIV	synaptotagmin 14	protein-coding	0.00334803892529484	-0.902888951196481
69	chr1	212605802	212607000	+	0	NA	exon (NM_013349, exon 1 of 4)	exon (NM_013349, exon 1 of 4)	139	NM_013349	29937	Hs.461787	NM_013349	ENSG00000117691	NENF	CIR2|SCIRP10|SPUF	neudesin neurotrophic factor	protein-coding	0.00442594993908294	-1.45083380661957
70	chr1	212781252	212783250	+	0	NA	5' UTR (NM_001040619, exon 1 of 4)	5' UTR (NM_001040619, exon 1 of 4)	148	NM_001206488	467	Hs.460	NM_001674	ENSG00000162772	ATF3	-	activating transcription factor 3	protein-coding	0.000166249951953794	-1.10930920820994
71	chr1	223316102	223316950	+	0	NA	promoter-TSS (NM_003268)	promoter-TSS (NM_003268)	64	NM_003268	7100	Hs.604542	NM_003268	ENSG00000187554	TLR5	MELIOS|SLE1|SLEB1|TIL3	toll like receptor 5	protein-coding	0.0030990773463919	-0.765192071998871
72	chr1	223890552	223891350	+	0	NA	intron (NM_001146068, intron 1 of 20)	MIR|SINE|MIR	1656	NM_001146068	824	Hs.350899	NM_001748	ENSG00000162909	CAPN2	CANP2|CANPL2|CANPml|mCANP	calpain 2	protein-coding	8.96160553363273e-05	-1.54673016683461
73	chr1	223894252	223896050	+	0	NA	intron (NM_001146068, intron 1 of 20)	intron (NM_001146068, intron 1 of 20)	-5090	NM_001748	824	Hs.350899	NM_001748	ENSG00000162909	CAPN2	CANP2|CANPL2|CANPml|mCANP	calpain 2	protein-coding	2.83546578526313e-05	-1.23496815415396
74	chr1	223959152	223960200	+	0	NA	intron (NM_001146068, intron 19 of 20)	intron (NM_001146068, intron 19 of 20)	59435	NM_001748	824	Hs.350899	NM_001748	ENSG00000162909	CAPN2	CANP2|CANPL2|CANPml|mCANP	calpain 2	protein-coding	0.00524742640694919	-1.38815296202854
75	chr1	223963702	223964450	+	0	NA	TTS (NM_001748)	TTS (NM_001748)	63835	NM_001748	824	Hs.350899	NM_001748	ENSG00000162909	CAPN2	CANP2|CANPL2|CANPml|mCANP	calpain 2	protein-coding	6.82266408787917e-06	-1.30287699765104
76	chr1	224075652	224076200	+	0	NA	Intergenic	Intergenic	-42252	NM_005426	7159	Hs.523968	NM_005426	ENSG00000143514	TP53BP2	53BP2|ASPP2|BBP|P53BP2|PPP1R13A	tumor protein p53 binding protein 2	protein-coding	0.000505932452594776	-1.44674679670363
77	chr1	228352902	228354550	+	0	NA	promoter-TSS (NR_103540)	promoter-TSS (NR_103540)	221	NM_001010867	200205	Hs.237017	NM_001010867	ENSG00000181873	IBA57	C1orf69|MMDS3|SPG74	iron-sulfur cluster assembly factor IBA57	protein-coding	0.00320499248097468	-0.880374771602098
78	chr1	228974052	228974450	+	0	NA	Intergenic	Intergenic	103025	NM_021205	58480	Hs.647774	NM_021205	ENSG00000116574	RHOU	ARHU|CDC42L1|G28K|WRCH1|hG28K	ras homolog family member U	protein-coding	0.00290655796586146	-1.64060188593242
79	chr1	229160452	229160700	+	0	NA	Intergenic	Intergenic	149972	NR_039659	100616234		NR_039659	ENSG00000283468	MIR4454	-	microRNA 4454	ncRNA	0.0052554558809746	-1.28693766790532
80	chr1	229643502	229644600	+	0	NA	promoter-TSS (NR_110630)	promoter-TSS (NR_110630)	37	NM_018230	55746	Hs.12457	NM_018230	ENSG00000069248	NUP133	GAMOS8|NPHS18|hNUP133	nucleoporin 133	protein-coding	0.000986476863529409	-1.05927317500699
81	chr1	231003552	231005050	+	0	NA	promoter-TSS (NM_032800)	promoter-TSS (NM_032800)	1	NM_032800	84886	Hs.520494	NM_032800	ENSG00000119280	C1orf198	-	chromosome 1 open reading frame 198	protein-coding	0.00105143134951014	-1.22131456379872
82	chr1	231663752	231664950	+	0	NA	promoter-TSS (NR_028399)	promoter-TSS (NR_028399)	-48	NR_028395	100303453	Hs.13318	NR_028393	ENSG00000270106	TSNAX-DISC1	-	TSNAX-DISC1 readthrough (NMD candidate)	ncRNA	0.00337315312228244	-0.745965731305084
83	chr1	234630752	234631600	+	0	NA	Intergenic	Intergenic	-16251	NM_005646	6894	Hs.498115	NM_005646	ENSG00000059588	TARBP1	TRM3|TRMT3|TRP-185|TRP185	TAR (HIV-1) RNA binding protein 1	protein-coding	0.000360270625682658	-1.05407266670259
84	chr1	234857602	234860950	+	0	NA	promoter-TSS (NR_038856)	promoter-TSS (NR_038856)	-513	NR_038856	100506810	Hs.586634	NR_038856	ENSG00000227630	LINC01132	-	long intergenic non-protein coding RNA 1132	ncRNA	0.00912559821584259	-1.39718275763665
85	chr1	234908102	234908500	+	0	NA	Intergenic	Intergenic	-12498	NR_148962	100130249	Hs.617350	NR_148962	ENSG00000279261	PP2672	-	uncharacterized LOC100130249	ncRNA	0.00148207392507557	-1.8627566837914
86	chr1	236073602	236074500	+	0	NA	Intergenic	Intergenic	-27038	NR_102436	1130	Hs.532411	NM_000081	ENSG00000143669	LYST	CHS|CHS1	lysosomal trafficking regulator	protein-coding	1.00822056321913e-08	-1.35284445923761
87	chr1	236080502	236081750	+	0	NA	Intergenic	Intergenic	-34113	NR_102436	1130	Hs.532411	NM_000081	ENSG00000143669	LYST	CHS|CHS1	lysosomal trafficking regulator	protein-coding	0.000537452816197282	-1.15820049564519
88	chr1	243451052	243451300	+	0	NA	intron (NM_001350249, intron 5 of 17)	intron (NM_001350249, intron 5 of 17)	31833	NM_006642	10806	Hs.591530	NM_006642	ENSG00000054282	SDCCAG8	BBS16|CCCAP|CCCAP SLSN7|HSPC085|NPHP10|NY-CO-8|SLSN7|hCCCAP	serologically defined colon cancer antigen 8	protein-coding	0.00526453022534829	-1.57505866078938
89	chr1	244327102	244327950	+	0	NA	Intergenic	Intergenic	111019	NM_006352	10472	Hs.69997	NM_006352	ENSG00000179456	ZBTB18	C2H2-171|MRD22|RP58|TAZ-1|ZNF238	zinc finger and BTB domain containing 18	protein-coding	6.03062383428996e-05	-1.31550511601671
90	chr10	4775352	4776300	+	0	NA	Intergenic	ERVL-E-int|LTR|ERVL	-55564	NR_024475	100216001	Hs.634869	NR_024475	ENSG00000231298	MANCR	LINC00704	mitotically associated long non coding RNA	ncRNA	0.00863399996360606	-1.21809157145823
91	chr10	5627002	5627350	+	0	NA	Intergenic	Intergenic	10905	NR_134491	105376382	Hs.460282	NR_134491	ENSG00000242147	LINC02657	-	long intergenic non-protein coding RNA 2657	ncRNA	0.000108844688936502	-2.85958798090297
92	chr10	6316952	6317800	+	0	NA	Intergenic	Intergenic	-51131	NR_040079	399715		NR_040079	ENSG00000215244	LINC02649	-	long intergenic non-protein coding RNA 2649	ncRNA	3.40580633974124e-07	-1.13841774963056
93	chr10	43851152	43851750	+	0	NA	Intergenic	LTR8|LTR|ERV1	-15633	NM_173160	53828	Hs.130497	NM_173160	ENSG00000150201	FXYD4	CHIF	FXYD domain containing ion transport regulator 4	protein-coding	0.000125624619515785	-1.25770358875771
94	chr10	50757802	50759100	+	0	NA	Intergenic	AluSz6|SINE|Alu	-10867	NM_001277059	2074	Hs.49063	NM_000124	ENSG00000225830	ERCC6	ARMD5|CKN2|COFS|COFS1|CSB|CSB-PGBD3|POF11|RAD26|UVSS1	ERCC excision repair 6, chromatin remodeling factor	protein-coding	0.0087697569316976	-1.39002718710281
95	chr10	64865652	64866650	+	0	NA	Intergenic	LTR8|LTR|ERV1	-26856	NM_001282405	29982	Hs.449628	NM_030759	ENSG00000148572	NRBF2	COPR|COPR1|COPR2|NRBF-2	nuclear receptor binding factor 2	protein-coding	0.00774608730077819	-0.801122205900629
96	chr10	75667952	75669350	+	0	NA	Intergenic	FLAM_C|SINE|Alu	-2208	NM_001145031	5328	Hs.77274	NM_002658	ENSG00000122861	PLAU	ATF|BDPLT5|QPD|UPA|URK|u-PA	plasminogen activator, urokinase	protein-coding	0.000205744104330642	-1.48729443996863
97	chr10	75725602	75726250	+	0	NA	Intergenic	Intergenic	-31946	NM_014000	7414	Hs.643896	NM_003373	ENSG00000035403	VCL	CMD1W|CMH15|HEL114|MV|MVCL	vinculin	protein-coding	0.00114223878157399	-1.12779167171409
98	chr10	76677202	76677550	+	0	NA	intron (NR_134476, intron 1 of 1)	L2c|LINE|L2	4832	NR_134476	101929165	Hs.670533	NR_134476		LOC101929165	-	uncharacterized LOC101929165	ncRNA	0.000213173343373469	-1.55428936871984
