PeakID (cmd=annotatePeaks.pl /dev/fd/63 hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	FDR	logFC
16	chr1	185614652	185614750	+	0	NA	Intergenic	LTR48B|LTR|ERV1	-17081	NR_110793	101929093	Hs.535227	NR_110793	ENSG00000228309	LINC01350	GS1-204I12.1	long intergenic non-protein coding RNA 1350	ncRNA	0.000258218584425623	1.67709476535402
17	chr1	185615452	185615750	+	0	NA	Intergenic	Intergenic	-17981	NR_110793	101929093	Hs.535227	NR_110793	ENSG00000228309	LINC01350	GS1-204I12.1	long intergenic non-protein coding RNA 1350	ncRNA	0.000258218584425623	1.40909003601881
18	chr1	196117602	196117800	+	0	NA	Intergenic	Intergenic	-59856	NR_146895	105371673		NR_146895		LINC01724	-	long intergenic non-protein coding RNA 1724	ncRNA	0.00775273210066818	1.44332700835397
19	chr1	197169352	197171450	+	0	NA	promoter-TSS (NM_194314)	promoter-TSS (NM_194314)	-233	NM_001257965	23418	Hs.126135	NM_012076	ENSG00000134376	CRB1	LCA8|RP12	crumbs cell polarity complex component 1	protein-coding	0.00174314179186224	1.47648199342828
20	chr1	210546452	210548150	+	0	NA	intron (NM_018194, intron 3 of 11)	intron (NM_018194, intron 3 of 11)	44591	NM_001170580	55733	Hs.58650	NM_018194	ENSG00000054392	HHAT	MART2|SKI1|Skn	hedgehog acyltransferase	protein-coding	0.000109272702645101	0.844289659475861
21	chr1	213188152	213189900	+	0	NA	promoter-TSS (NM_001300755)	promoter-TSS (NM_001300755)	-175	NM_001300755	90806	Hs.157078	NM_144567	ENSG00000174606	ANGEL2	Ccr4d|KIAA0759L	angel homolog 2	protein-coding	0.00262548718013043	1.93392720915071
22	chr1	214801352	214801800	+	0	NA	intron (NM_016343, intron 7 of 19)	intron (NM_016343, intron 7 of 19)	25038	NM_016343	1063	Hs.497741	NM_016343	ENSG00000117724	CENPF	CENF|CILD31|PRO1779|STROMS|hcp-1	centromere protein F	protein-coding	0.00524448417779241	1.39223870673715
23	chr1	220262852	220263950	+	0	NA	promoter-TSS (NM_006085)	promoter-TSS (NM_006085)	-206	NM_001286151	10380	Hs.406134	NM_006085	ENSG00000162813	BPNT1	HEL20|PIP	3'(2'), 5'-bisphosphate nucleotidase 1	protein-coding	0.00100695176308115	0.902858141625487
24	chr1	232765602	232766700	+	0	NA	Intergenic	CpG	-87666	NR_146922	105373199	Hs.254475	NR_146922	ENSG00000225919	LINC01745	-	long intergenic non-protein coding RNA 1745	ncRNA	9.73376457201084e-05	0.984945322946684
25	chr1	233248552	233249500	+	0	NA	intron (NM_014801, intron 21 of 33)	intron (NM_014801, intron 21 of 33)	162438	NR_138027	84284	Hs.642715	NM_032324	ENSG00000135778	NTPCR	C1orf57|HCR-NTPase|THEP1	nucleoside-triphosphatase, cancer-related	protein-coding	0.000123674075333596	1.48906220356256
26	chr1	233431402	233431550	+	0	NA	promoter-TSS (NM_014801)	promoter-TSS (NM_014801)	-5	NM_001328607	80003	Hs.370605	NM_014801	ENSG00000135749	PCNX2	PCNXL2	pecanex 2	protein-coding	0.000258218584425623	1.45217875704712
27	chr1	233463052	233463350	+	0	NA	promoter-TSS (NM_032435)	promoter-TSS (NM_032435)	-269	NM_032435	84451	Hs.547779	NM_032435	ENSG00000143674	MAP3K21	MLK4|dJ862P8.3	mitogen-activated protein kinase kinase kinase 21	protein-coding	0.000235929121433413	1.14107169798087
28	chr1	240139602	240140000	+	0	NA	Intergenic	Intergenic	-31023	NR_036695	645884	Hs.613280	NR_036695		RPS7P5	RPS7_2_183	ribosomal protein S7 pseudogene 5	pseudo	0.00615483172895331	1.94651655093331
29	chr10	58120502	58122050	+	0	NA	promoter-TSS (NM_032997)	promoter-TSS (NM_032997)	-242	NM_032997	11130	Hs.591363	NM_007057	ENSG00000122952	ZWINT	HZwint-1|KNTC2AP|SIP30|ZWINT1	ZW10 interacting kinetochore protein	protein-coding	0.00486985039601064	1.26512930899447
30	chr10	62537702	62539200	+	0	NA	intron (NM_001170407, intron 1 of 3)	CpG	215	NM_001786	983	Hs.732435	NM_001786	ENSG00000170312	CDK1	CDC2|CDC28A|P34CDC2	cyclin dependent kinase 1	protein-coding	0.00674761501733714	1.1353327624348
31	chr11	94964402	94964650	+	0	NA	promoter-TSS (NM_144665)	promoter-TSS (NM_144665)	-160	NM_144665	143686	Hs.120633	NM_144665	ENSG00000149212	SESN3	SEST3	sestrin 3	protein-coding	0.00323905009638453	1.53917548552747
32	chr11	104034702	104035200	+	0	NA	promoter-TSS (NM_033135)	promoter-TSS (NM_033135)	-76	NM_025208	80310	Hs.352298	NM_025208	ENSG00000170962	PDGFD	IEGF|MSTP036|SCDGF-B|SCDGFB	platelet derived growth factor D	protein-coding	0.000637694120925766	1.22709607588775
33	chr12	8761652	8762050	+	0	NA	intron (NM_001330343, intron 1 of 4)	L1ME1|LINE|L1	3604	NM_020661	57379	Hs.149342	NM_020661	ENSG00000111732	AICDA	AID|ARP2|CDA2|HEL-S-284|HIGM2	activation induced cytidine deaminase	protein-coding	0.00237513719806879	1.70293279899034
34	chr12	10516552	10518150	+	0	NA	intron (NR_120430, intron 1 of 3)	HERV15-int|LTR|ERV1	983	NR_120430	101928100	Hs.638425	NR_120430	ENSG00000245648	LOC101928100	-	uncharacterized LOC101928100	ncRNA	0.00644593345017186	1.19382678074091
35	chr12	10765702	10766950	+	0	NA	promoter-TSS (NM_018048)	promoter-TSS (NM_018048)	-118	NM_018048	55110	Hs.104650	NM_018048	ENSG00000111196	MAGOHB	MGN2|mago|magoh	mago homolog B, exon junction complex subunit	protein-coding	0.00873619936583769	0.853288237833179
36	chr12	13068602	13069550	+	0	NA	TTS (NR_030345)	TTS (NR_030345)	313	NR_030345	693199		NR_030345	ENSG00000283759	MIR614	MIRN614|hsa-mir-614	microRNA 614	ncRNA	0.00972604312574624	1.507028083793
37	chr12	14094752	14094900	+	0	NA	intron (NM_000834, intron 1 of 12)	intron (NM_000834, intron 1 of 12)	38464	NM_000834	2904	Hs.504844	NM_000834	ENSG00000273079	GRIN2B	EIEE27|GluN2B|MRD6|NMDAR2B|NR2B|NR3|hNR3	glutamate ionotropic receptor NMDA type subunit 2B	protein-coding	0.00323905009638453	1.59186792584818
38	chr12	16034552	16036700	+	0	NA	5' UTR (NM_007178, exon 1 of 10)	5' UTR (NM_007178, exon 1 of 10)	305	NM_007178	11171	Hs.743971	NM_007178	ENSG00000023734	STRAP	MAWD|PT-WD|UNRIP	serine/threonine kinase receptor associated protein	protein-coding	0.00994158942668001	1.9393158998329
39	chr12	16063102	16065600	+	0	NA	promoter-TSS (NM_015954)	promoter-TSS (NM_015954)	85	NM_015954	51071	Hs.39429	NM_015954	ENSG00000023697	DERA	CGI-26|DEOC	deoxyribose-phosphate aldolase	protein-coding	0.00828786197023342	2.1629318890736
40	chr12	29301902	29302650	+	0	NA	promoter-TSS (NM_001271783)	promoter-TSS (NM_001271783)	65	NM_001271783	55711	Hs.684482	NM_018099	ENSG00000064763	FAR2	HEL-S-81|MLSTD1|SDR10E2	fatty acyl-CoA reductase 2	protein-coding	0.00506035604254696	1.03390957877413
41	chr12	29533402	29534700	+	0	NA	promoter-TSS (NM_016570)	promoter-TSS (NM_016570)	54	NM_016570	51290	Hs.339453	NM_016570	ENSG00000087502	ERGIC2	CDA14|Erv41|PTX1|cd002	ERGIC and golgi 2	protein-coding	4.33308875408903e-06	1.86798337329865
42	chr12	34175102	34176000	+	0	NA	exon (NM_032834, exon 1 of 3)	exon (NM_032834, exon 1 of 3)	120	NM_032834	84920	Hs.102971	NM_032834	ENSG00000139133	ALG10	ALG10A|DIE2|KCR1	ALG10 alpha-1,2-glucosyltransferase	protein-coding	0.00764344239413926	1.69383205331536
43	chr12	74931052	74932650	+	0	NA	5' UTR (NM_001136262, exon 1 of 1)	5' UTR (NM_001136262, exon 1 of 1)	236	NM_001136262	552889	Hs.744849	NM_001136262	ENSG00000253719	ATXN7L3B	lnc-SCA7	ataxin 7 like 3B	protein-coding	0.00415511648962349	1.24175136362159
44	chr13	91491352	91492400	+	0	NA	Intergenic	LTR7Y|LTR|ERV1	86975	NR_027039	144776	Hs.434120	NR_027039	ENSG00000231674	LINC00410	-	long intergenic non-protein coding RNA 410	ncRNA	0.000946672406976871	1.43413236767395
45	chr13	97912102	97912900	+	0	NA	intron (NM_207304, intron 1 of 6)	L2a|LINE|L2	37914	NM_144778	10150	Hs.657347	NM_144778	ENSG00000139793	MBNL2	MBLL|MBLL39|PRO2032	muscleblind like splicing regulator 2	protein-coding	0.00615258824436292	1.56382039205556
46	chr14	39900452	39902650	+	0	NA	5' UTR (NM_203301, exon 1 of 4)	5' UTR (NM_203301, exon 1 of 4)	153	NM_203301	254170	Hs.146632	NM_203301	ENSG00000165355	FBXO33	BMND12|Fbx33|c14_5247	F-box protein 33	protein-coding	0.00913974150847429	1.12784142573537
47	chr14	58710652	58712100	+	0	NA	promoter-TSS (NR_038123)	promoter-TSS (NR_038123)	-147	NR_038123	5684	Hs.558799	NM_002788	ENSG00000100567	PSMA3	HC8|PSC3	proteasome subunit alpha 3	protein-coding	0.000161464408983985	1.89536093247415
48	chr14	58893502	58895200	+	0	NA	promoter-TSS (NM_001304487)	promoter-TSS (NM_001304487)	-19	NM_001304485	26520	Hs.440525	NM_012460	ENSG00000100575	TIMM9	TIM9|TIM9A	translocase of inner mitochondrial membrane 9	protein-coding	0.00487541086392393	1.11563660958205
49	chr14	93673052	93674550	+	0	NA	promoter-TSS (NM_032490)	promoter-TSS (NM_032490)	200	NM_175748	55148	Hs.648806	NM_175748	ENSG00000012963	UBR7	C14orf130	ubiquitin protein ligase E3 component n-recognin 7 (putative)	protein-coding	0.0023392577334317	1.92028558322767
50	chr17	12920302	12922000	+	0	NA	exon (NM_001165962, exon 1 of 23)	exon (NM_001165962, exon 1 of 23)	193	NM_018127	60528	Hs.434232	NM_018127	ENSG00000006744	ELAC2	COXPD17|ELC2|HPC2	elaC ribonuclease Z 2	protein-coding	0.00836574099888249	0.948408927671638
51	chr18	32621002	32621850	+	0	NA	promoter-TSS (NM_014268)	promoter-TSS (NM_014268)	49	NM_014268	10982	Hs.532824	NM_014268	ENSG00000166974	MAPRE2	CSCSC2|EB1|EB2|RP1	microtubule associated protein RP/EB family member 2	protein-coding	0.00835929994588619	0.943948838481012
52	chr18	56975502	56976250	+	0	NA	intron (NM_181654, intron 2 of 2)	CpG	10005	NM_181654	339302	Hs.449884	NM_181654	ENSG00000166569	CPLX4	CPX-IV|CPXIV	complexin 4	protein-coding	0.00469203592492523	2.02858210964099
53	chr18	57566802	57568300	+	0	NA	intron (NM_021127, intron 1 of 1)	CpG	323	NM_021127	5366	Hs.96	NM_021127	ENSG00000141682	PMAIP1	APR|NOXA	phorbol-12-myristate-13-acetate-induced protein 1	protein-coding	0.00616382853670088	0.945403939011701
54	chr18	65085202	65086100	+	0	NA	Intergenic	Intergenic	-98132	NR_033921	643542	Hs.652901	NR_033921	ENSG00000265533	LOC643542	-	uncharacterized LOC643542	ncRNA	0.00471159998607724	0.803988795483967
55	chr18	65183152	65184700	+	0	NA	promoter-TSS (NM_032160)	promoter-TSS (NM_032160)	31	NM_032160	92126	Hs.124673	NM_032160	ENSG00000171451	DSEL	C18orf4|DE-epi2	dermatan sulfate epimerase like	protein-coding	0.00120711258082089	0.906776946324691
56	chr18	66514452	66514750	+	0	NA	intron (NM_001093729, intron 6 of 9)	intron (NM_001093729, intron 6 of 9)	49284	NM_024781	79839	Hs.280781	NM_024781	ENSG00000150636	CCDC102B	ACY1L|AN|C18orf14|HsT1731	coiled-coil domain containing 102B	protein-coding	0.00631653367755064	1.73610416326199
57	chr2	17900952	17901150	+	0	NA	intron (NM_024624, intron 10 of 26)	intron (NM_024624, intron 10 of 26)	34026	NM_001142286	79677	Hs.526728	NM_024624	ENSG00000163029	SMC6	SMC-6|SMC6L1|hSMC6	structural maintenance of chromosomes 6	protein-coding	0.000610607487503412	1.65653074059992
58	chr2	20641552	20643250	+	0	NA	Intergenic	AluY|SINE|Alu	-4434	NM_004040	388	Hs.502876	NM_004040	ENSG00000143878	RHOB	ARH6|ARHB|MST081|MSTP081|RHOH6	ras homolog family member B	protein-coding	0.00775273210066818	1.67858584826503
59	chr2	21021652	21023200	+	0	NA	intron (NM_021925, intron 1 of 6)	intron (NM_021925, intron 1 of 6)	435	NM_001282724	60526	Hs.187823	NM_021925	ENSG00000118961	LDAH	C2orf43|hLDAH	lipid droplet associated hydrolase	protein-coding	0.00148934435547125	1.79653732927756
60	chr2	102857252	102857800	+	0	NA	Intergenic	Intergenic	53752	NM_001351446	8808	Hs.659863	NM_003854	ENSG00000115598	IL1RL2	IL-1Rrp2|IL-36R|IL1R-rp2|IL1RRP2	interleukin 1 receptor like 2	protein-coding	0.000340600839160781	1.77674304473564
61	chr2	133104402	133105350	+	0	NA	Intergenic	Intergenic	-5364	NR_135203	339742	Hs.98178	NR_135203		FAM201B	-	family with sequence similarity 201 member B	ncRNA	0.000557262066255201	1.10869849346147
62	chr2	153277002	153278700	+	0	NA	intron (NM_052905, intron 1 of 25)	intron (NM_052905, intron 1 of 25)	86163	NM_052905	114793	Hs.654630	NM_052905	ENSG00000157827	FMNL2	FHOD2	formin like 2	protein-coding	0.00723075994377438	1.69025481029005
63	chr2	178106902	178107750	+	0	NA	intron (NM_001313902, intron 1 of 3)	intron (NM_001313902, intron 1 of 3)	13412	NR_036075	100422824		NR_036075	ENSG00000265396	MIR3128	mir-3128	microRNA 3128	ncRNA	0.00120538105237299	1.19569912420241
64	chr2	180083752	180084200	+	0	NA	intron (NM_178123, intron 1 of 17)	intron (NM_178123, intron 1 of 17)	45583	NM_178123	91404	Hs.30977	NM_178123	ENSG00000187231	SESTD1	SOLO	SEC14 and spectrin domain containing 1	protein-coding	0.00290021356830159	2.05340221397524
65	chr2	180871052	180872600	+	0	NA	5' UTR (NM_020943, exon 1 of 20)	5' UTR (NM_020943, exon 1 of 20)	198	NM_020943	57703	Hs.311363	NM_020943	ENSG00000163510	CWC22	EIF4GL|NCM|fSAPb	CWC22 spliceosome associated protein homolog	protein-coding	0.000662786885508873	0.83648638800717
66	chr2	181154402	181154900	+	0	NA	Intergenic	Intergenic	-282627	NM_020943	57703	Hs.311363	NM_020943	ENSG00000163510	CWC22	EIF4GL|NCM|fSAPb	CWC22 spliceosome associated protein homolog	protein-coding	0.000637694120925766	2.03899946615926
67	chr2	183580052	183581700	+	0	NA	promoter-TSS (NM_018981)	promoter-TSS (NM_018981)	-108	NR_073365	54431	Hs.516632	NM_018981	ENSG00000077232	DNAJC10	ERdj5|JPDI|MTHr|PDIA19	DnaJ heat shock protein family (Hsp40) member C10	protein-coding	0.00385412849971995	1.7853574958074
68	chr2	190305452	190306900	+	0	NA	promoter-TSS (NM_032168)	promoter-TSS (NM_032168)	17	NM_001303096	84128	Hs.399984	NM_032168	ENSG00000115368	WDR75	NET16|UTP17	WD repeat domain 75	protein-coding	0.000717528112035962	0.99994234812576
69	chr2	197852352	197853850	+	0	NA	non-coding (NR_160034, exon 29 of 29)	non-coding (NR_160034, exon 29 of 29)	-61670	NM_024989	80055	Hs.229988	NM_024989	ENSG00000197121	PGAP1	Bst1|ISPD3024|MRT42|SPG67	post-GPI attachment to proteins 1	protein-coding	0.000610607487503412	1.67493911733034
70	chr2	201270252	201271550	+	0	NA	intron (NM_001100423, intron 3 of 12)	intron (NM_001100423, intron 3 of 12)	97228	NM_001282744	26010	Hs.120323	NM_015535	ENSG00000196141	SPATS2L	DNAPTP6|SGNP	spermatogenesis associated serine rich 2 like	protein-coding	0.00728641423051575	1.49527349564685
71	chr2	203878502	203880300	+	0	NA	promoter-TSS (NM_001114132)	promoter-TSS (NM_001114132)	-201	NM_001114132	65065	Hs.648846	NM_198945	ENSG00000144426	NBEAL1	A530083I02Rik|ALS2CR16|ALS2CR17	neurobeachin like 1	protein-coding	0.00767191000047675	1.04380266170132
72	chr2	207028102	207029200	+	0	NA	TTS (NM_001037663)	TTS (NM_001037663)	1699	NR_002590	619569	Hs.742407	NR_002590	ENSG00000207406	SNORA41	ACA41|SNORA41A	small nucleolar RNA, H/ACA box 41	snoRNA	0.00172408389599173	1.87106917285848
73	chr2	213432352	213432800	+	0	NA	Intergenic	Intergenic	-29050	NM_005235	2066	Hs.390729	NM_005235	ENSG00000178568	ERBB4	ALS19|HER4|p180erbB4	erb-b2 receptor tyrosine kinase 4	protein-coding	0.00552705873787964	1.08924679215159
74	chr3	27722352	27723250	+	0	NA	Intergenic	Intergenic	41013	NM_001278182	8320	Hs.591663	NM_005442	ENSG00000163508	EOMES	TBR2	eomesodermin	protein-coding	0.000389645867120436	1.45850274330085
75	chr3	61237002	61237350	+	0	NA	promoter-TSS (NM_002012)	promoter-TSS (NM_002012)	-41	NR_148921	2272	Hs.655995	NM_002012	ENSG00000189283	FHIT	AP3Aase|FRA3B	fragile histidine triad diadenosine triphosphatase	protein-coding	0.00913974150847429	0.977566816972701
76	chr3	67048352	67049250	+	0	NA	promoter-TSS (NM_032505)	promoter-TSS (NM_032505)	70	NM_032505	84541	Hs.116665	NM_032505	ENSG00000163376	KBTBD8	TA-KRP|TAKRP	kelch repeat and BTB domain containing 8	protein-coding	0.00978640398395689	0.77012674284873
77	chr3	96336052	96336650	+	0	NA	Intergenic	Intergenic	-197087	NM_001278301	285220	Hs.272208	NM_173655	ENSG00000080224	EPHA6	EHK-2|EHK2|EK12|EPA6|HEK12|PRO57066	EPH receptor A6	protein-coding	4.61387883332455e-05	1.19929641073237
78	chr3	105587652	105588400	+	0	NA	promoter-TSS (NR_135812)	promoter-TSS (NR_135812)	-170	NR_135808	868	Hs.430589	NM_170662	ENSG00000114423	CBLB	Cbl-b|Nbla00127|RNF56	Cbl proto-oncogene B	protein-coding	1.93279129801528e-09	1.78639349885565
79	chr3	114864852	114867200	+	0	NA	intron (NM_001348802, intron 1 of 10)	CpG	109	NM_015642	26137	Hs.202577	NM_015642	ENSG00000181722	ZBTB20	DPZF|HOF|ODA-8S|PRIMS|ZNF288	zinc finger and BTB domain containing 20	protein-coding	2.99622299978529e-05	1.0133464591526
80	chr3	130465102	130467200	+	0	NA	promoter-TSS (NM_014602)	promoter-TSS (NM_014602)	-478	NM_014602	30849	Hs.149032	NM_014602	ENSG00000196455	PIK3R4	VPS15|p150	phosphoinositide-3-kinase regulatory subunit 4	protein-coding	0.00723075994377438	1.63054160505636
81	chr3	139072852	139073300	+	0	NA	intron (NM_001363893, intron 6 of 7)	intron (NM_001363893, intron 6 of 7)	9683	NM_001363857	56945	Hs.745001	NM_020191	ENSG00000175110	MRPS22	C3orf5|COXPD5|GIBT|GK002|MRP-S22|ODG7|RPMS22	mitochondrial ribosomal protein S22	protein-coding	0.00172270799866626	2.22649991353242
82	chr3	143690202	143691550	+	0	NA	5' UTR (NM_173552, exon 1 of 3)	5' UTR (NM_173552, exon 1 of 3)	236	NM_001363944	205428	Hs.288954	NM_173552	ENSG00000181744	DIPK2A	C3orf58|DIA1|GoPro49|HASF	divergent protein kinase domain 2A	protein-coding	0.00290021356830159	1.31600839297521
83	chr3	146358702	146359400	+	0	NA	Intergenic	Intergenic	-35048	NM_001321245	389158	Hs.254692	NM_001085420	ENSG00000231213	PLSCR5	-	phospholipid scramblase family member 5	protein-coding	0.00505736471881188	2.12622408770242
84	chr3	150125202	150129100	+	0	NA	exon (NM_001303264, exon 1 of 3)	exon (NM_001303264, exon 1 of 3)	1066	NM_001303264	9819	Hs.722470	NM_014779	ENSG00000196428	TSC22D2	TILZ4a|TILZ4b|TILZ4c	TSC22 domain family member 2	protein-coding	0.00471159998607724	1.91729073745899
85	chr3	156891752	156894250	+	0	NA	Intergenic	CpG	-14452	NM_020307	57018	Hs.4859	NM_020307	ENSG00000163660	CCNL1	ANIA6A|BM-001|PRO1073|ania-6a	cyclin L1	protein-coding	0.00174314179186224	2.0544480335096
86	chr3	157822852	157825300	+	0	NA	promoter-TSS (NM_001163678)	promoter-TSS (NM_001163678)	-124	NM_001163678	6474	Hs.55967	NM_003030	ENSG00000168779	SHOX2	OG12|OG12X|SHOT	short stature homeobox 2	protein-coding	0.00788354878695132	1.70252506572022
87	chr3	160938252	160941000	+	0	NA	intron (NM_001320227, intron 1 of 16)	intron (NM_001320227, intron 1 of 16)	548	NM_001320227	51068	Hs.598836	NM_015938	ENSG00000169251	NMD3	CGI-07	NMD3 ribosome export adaptor	protein-coding	2.51964405358147e-06	1.2203851943574
88	chr3	165601802	165602150	+	0	NA	Intergenic	L2b|LINE|L2	-46765	NM_000055	590	Hs.420483	NM_000055	ENSG00000114200	BCHE	BCHED|CHE1|CHE2|E1	butyrylcholinesterase	protein-coding	7.80961264456253e-07	2.05895158313403
89	chr3	169489452	169491900	+	0	NA	promoter-TSS (NM_018657)	promoter-TSS (NM_018657)	-508	NM_018657	55892	Hs.507025	NM_018657	ENSG00000085274	MYNN	OSZF|SBBIZ1|ZBTB31|ZNF902	myoneurin	protein-coding	0.00486985039601064	1.07924911190615
90	chr3	170281852	170282150	+	0	NA	intron (NM_020949, intron 1 of 7)	intron (NM_020949, intron 1 of 7)	21863	NM_020949	57709	Hs.596660	NM_020949	ENSG00000013293	SLC7A14	PPP1R142	solute carrier family 7 member 14	protein-coding	0.00124790344045082	1.68834229206753
91	chr3	170459152	170459300	+	0	NA	intron (NR_135556, intron 5 of 5)	L2b|LINE|L2	128758	NM_001320451	200916	Hs.380933	NM_001099645	ENSG00000163584	RPL22L1	-	ribosomal protein L22 like 1	protein-coding	0.000637694120925766	1.59098382763461
92	chr3	170527002	170527700	+	0	NA	Intergenic	Intergenic	60633	NM_001320451	200916	Hs.380933	NM_001099645	ENSG00000163584	RPL22L1	-	ribosomal protein L22 like 1	protein-coding	0.00978412981380539	1.16013408830722
93	chr3	172194802	172195600	+	0	NA	Intergenic	Intergenic	-28955	NM_004122	2693	Hs.130212	NM_004122	ENSG00000121853	GHSR	GHDP	growth hormone secretagogue receptor	protein-coding	0.00780552989087775	0.841288100153731
94	chr3	172280702	172281300	+	0	NA	intron (NR_146714, intron 3 of 3)	intron (NR_146714, intron 3 of 3)	32396	NR_146714	105374219	Hs.186269	NR_146714	ENSG00000223387	LINC02068	-	long intergenic non-protein coding RNA 2068	ncRNA	0.00427020385283051	1.53288772893151
95	chr3	188993752	188996300	+	0	NA	intron (NM_198485, intron 4 of 5)	intron (NM_198485, intron 4 of 5)	-36643	NR_046722	100874027	Hs.616080	NR_046722	ENSG00000230115	TPRG1-AS2	-	TPRG1 antisense RNA 2	ncRNA	0.00119409473093592	1.30272519857186
